Grad/opæina;Redni broj biraèkog mjesta;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: BRANKO OZIMEC                                        ;AUTOHTONA-HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: JASENKO STIPAC, dipl.ing.                         ;DEMOKRATSKA STRANKA ŽENA - DSŽ, ZELENI HRVATSKE - ZELENI HR, Nositelj liste: MARIJA JELINÈIÆ;DEMOKRATSKI CENTAR - DC, Nositelj liste: VESNA ŠKARE OŽBOLT, dipl.iur.;GOSPODARSKA STRANKA - GS, Nositelj liste: STJEPAN GNJEÈ                                            ;HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: GORAN ROHAÈEK                                   ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: dr.sc. IVO SANADER                                 ;HRVATSKA KRŠÆANSKA DEMOKRATSKA STRANKA - HKDS, Nositelj liste: JULIJANA ILÈIÆ;HRVATSKA KRŠÆANSKA DEMOKRATSKA UNIJA - HKDU, Nositelj liste: BOŽO RENDIÆ;HRVATSKA NARODNA STRANKA-LIBERALNI DEMOKRATI - HNS, Nositelj liste: RADIMIR ÈAÈIÆ                    ;HRVATSKA RADNIÈKA STRANKA - HRS, AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, ZELENA STRANKA - ZS, Nositelj liste: ZLATKO KLARIÆ, prof.;HRVATSKA SOCIJALNO LIBERALNA STRANKA - HSLS, HRVATSKA SELJAÈKA STRANKA - HSS, ZAGORSKA DEMOKRATSKA STRANKA - ZDS, Nositelj liste: dr.sc. IVAN ÈEHOK;HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: DARKO PETRIÈIÆ                                      ;HRVATSKA STRANKA NEZAPOSLENIH - HSN, Nositelj liste: NURIJA AHMETOVIÆ, prof.;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTO ÐAPIÆ;HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: mr.sc. VLADIMIR JORDAN                    ;HRVATSKA STRANKA ZELENIH-EKO SAVEZ - ZELENI, Nositelj liste: mr.sc. ZLATKO SVIBEN;HRVATSKI PRAVAŠI-HRVATSKI PRAVAŠKI POKRET - HP-HPP, Nositelj liste: RUDOLF FORKO;HRVATSKI ZBOR - ZBOR, Nositelj liste: VINKO KALINIÆ;JEDINO HRVATSKA-POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: mr.sc. VLADIMIR MESARIÆ;MOJE MALO MEÐIMURJE - 3 M, Nositelj liste: ANTUN VARGA;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, Nositelj liste: ZORAN MILANOVIÆ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, LJEVICA HRVATSKE - LJEVICA, HRVATSKI SOCIJALDEMOKRATI - HSD, ISTARSKI SOCIJALDEMOKRATSKI FORUM-FORO SOCIAL DEMOCRATICO ISTRIANO - ISDF-FSDI, Nositelj liste: FRANJO GOLENKO;STRANKA UMIROVLJENIKA - SU, Nositelj liste: JOSIP ŽUŽUL;ZELENA LISTA, Nositelj liste: STANKO BEZEK                                                         ;;
MARUŠEVEC;3;363;240;240;236;4;0;0;1;1;0;0;50;0;0;58;0;55;1;0;4;3;0;0;1;0;0;59;0;2;1;;
MARUŠEVEC;4;457;260;260;252;8;0;6;0;0;0;2;35;0;0;73;0;54;1;1;2;11;0;0;1;0;0;65;0;1;0;;
MARUŠEVEC;5;508;354;354;349;5;0;1;0;0;0;2;75;2;0;111;1;29;1;1;5;12;0;0;0;1;0;105;0;1;2;;
MARUŠEVEC;6;307;204;204;201;3;1;1;0;0;0;0;36;0;0;81;0;26;0;0;0;4;1;1;0;0;0;49;0;1;0;;
MARUŠEVEC;7;471;339;339;334;5;0;4;0;0;0;1;37;1;1;165;1;50;1;1;2;8;0;0;0;1;0;55;3;2;1;;
MARUŠEVEC;8;383;304;304;303;1;0;3;0;0;1;1;52;0;0;113;1;62;1;0;6;12;0;0;0;0;1;48;0;1;1;;
MARUŠEVEC;9;201;135;135;131;4;0;1;0;0;0;0;26;0;0;39;1;22;1;3;1;2;2;0;0;0;0;32;0;1;0;;
MARUŠEVEC;10;483;279;279;274;5;0;0;0;1;1;0;68;0;0;84;2;39;0;0;3;8;0;0;1;0;0;63;0;4;0;;
MARUŠEVEC;11;338;194;194;190;4;0;3;1;0;0;0;33;0;0;84;0;29;3;1;1;5;0;0;0;0;0;29;0;1;0;;
MARUŠEVEC;12;197;156;156;154;2;0;2;0;0;0;0;30;0;0;66;0;14;1;0;1;1;1;0;0;0;0;37;1;0;0;;
MARUŠEVEC;13;159;114;114;110;4;0;0;0;0;1;0;37;0;0;36;0;14;3;0;0;2;0;0;0;0;0;14;1;2;0;;
MARUŠEVEC;14;88;65;65;65;0;0;0;0;0;0;1;12;0;0;13;0;10;0;0;0;1;0;0;0;0;0;25;1;2;0;;
MARUŠEVEC;15;354;229;229;227;2;0;2;0;1;0;1;57;0;0;91;0;34;0;0;4;9;1;0;0;0;0;24;0;3;0;;
MIHOVLJAN;1;559;337;337;327;10;1;1;0;3;0;0;137;0;1;92;1;25;2;0;2;17;0;0;1;0;2;39;0;2;1;;
MIHOVLJAN;2;506;273;273;270;3;0;1;1;3;0;1;137;0;1;68;0;9;2;1;3;9;0;0;0;2;0;29;0;1;2;;
MIHOVLJAN;3;409;268;268;264;4;0;1;0;0;0;1;75;0;0;104;0;9;2;0;5;12;0;0;0;1;1;52;1;0;0;;
MIHOVLJAN;4;316;199;199;197;2;0;1;1;0;0;1;107;0;0;18;0;19;2;1;0;13;1;0;0;0;0;31;0;2;0;;
NEDELIŠÆE;1;362;277;277;276;1;0;2;0;0;0;1;45;0;0;99;0;14;1;0;4;8;1;0;0;0;1;93;0;7;0;;
NEDELIŠÆE;2;789;532;529;522;7;2;0;1;9;0;4;60;1;1;99;0;31;1;1;5;21;0;0;0;3;0;273;0;8;2;;
NEDELIŠÆE;3;739;525;525;517;8;1;2;1;2;1;1;77;1;1;169;0;17;5;1;7;26;0;0;0;0;1;193;3;7;1;;
NEDELIŠÆE;4;642;448;448;440;8;1;3;0;2;0;2;51;1;0;108;0;28;2;0;10;18;0;0;0;0;2;208;3;1;0;;
NEDELIŠÆE;5;517;390;390;388;2;0;4;0;0;3;3;73;0;0;97;4;20;3;0;3;7;0;1;1;0;1;158;2;7;1;;
NEDELIŠÆE;6;612;409;408;403;5;1;3;1;1;0;2;68;2;1;73;2;15;2;0;7;14;0;1;0;4;0;200;0;3;3;;
NEDELIŠÆE;7;814;578;578;567;11;1;1;1;2;1;4;81;1;0;129;2;29;0;1;4;24;2;1;0;1;3;275;1;2;1;;
NEDELIŠÆE;8;895;665;665;650;15;0;1;1;1;0;1;75;0;0;155;0;21;6;0;5;34;1;0;1;3;0;338;0;6;1;;
NEDELIŠÆE;9;819;593;593;589;4;0;1;2;0;1;2;102;0;1;126;1;17;3;3;11;27;1;1;0;7;1;272;2;4;4;;
NEDELIŠÆE;10;670;488;488;485;3;1;2;2;1;2;2;66;2;0;135;0;28;3;1;2;13;2;0;0;3;5;213;0;2;0;;
NEDELIŠÆE;11;246;230;229;224;5;1;0;2;0;1;0;206;1;0;4;0;1;0;1;0;0;0;0;0;0;0;7;0;0;0;;
NEDELIŠÆE;12;467;335;335;325;10;0;5;1;1;0;0;45;1;1;62;3;26;1;4;5;8;0;0;1;0;4;152;3;1;1;;
NEDELIŠÆE;13;1084;770;769;757;12;6;4;1;4;1;2;132;4;1;184;2;29;7;6;14;44;0;2;0;2;2;301;2;7;0;;
NEDELIŠÆE;14;415;296;296;290;6;1;6;0;1;0;3;35;0;0;75;1;20;1;2;7;1;0;0;0;0;0;135;0;2;0;;
NEDELIŠÆE;15;308;228;228;226;2;0;2;2;0;0;0;48;0;0;71;0;10;2;0;0;5;1;0;0;0;0;85;0;0;0;;
NOVI GOLUBOVEC;1;594;408;407;396;11;0;1;0;0;0;0;191;0;1;76;1;31;4;1;2;7;1;0;0;0;0;72;1;7;0;;
NOVI GOLUBOVEC;2;155;117;117;117;0;0;1;1;0;0;0;64;0;0;3;0;12;0;0;0;3;2;0;0;0;0;30;0;0;1;;
NOVI GOLUBOVEC;3;113;93;93;92;1;0;0;1;1;0;0;39;0;0;6;0;1;0;1;0;2;0;0;0;0;0;40;1;0;0;;
OREHOVICA;1;565;331;331;326;5;0;3;0;1;0;2;139;0;2;85;0;20;1;1;3;1;0;0;0;1;1;65;0;1;0;;
OREHOVICA;2;531;310;310;304;6;2;1;0;0;0;0;75;0;0;107;1;16;3;0;3;5;2;2;0;0;1;83;1;2;0;;
OREHOVICA;3;607;413;413;411;2;1;5;0;2;0;0;48;0;0;209;0;20;0;0;6;4;0;0;0;0;0;112;3;1;0;;
OREHOVICA;4;380;226;226;224;2;0;4;1;1;0;1;36;0;0;79;1;28;3;0;0;1;0;0;0;1;0;68;0;0;0;;
PETRIJANEC;1;458;372;372;366;6;0;0;0;0;0;0;170;2;0;81;0;23;3;0;3;3;2;0;0;0;0;74;1;3;1;;
PETRIJANEC;2;755;587;587;574;13;0;1;0;1;0;1;226;2;1;169;1;59;3;3;8;15;0;0;1;1;0;73;1;6;2;;
PETRIJANEC;3;781;624;624;613;11;0;2;3;1;0;1;298;0;2;148;2;42;3;0;6;3;0;0;0;0;0;100;0;0;2;;
PETRIJANEC;4;664;536;536;524;12;0;3;2;0;0;1;188;1;0;198;0;43;2;0;6;6;1;1;0;1;0;69;1;0;1;;
PETRIJANEC;5;443;315;315;310;5;0;1;3;0;0;0;124;3;0;83;0;44;4;0;1;3;0;0;0;0;0;40;0;2;2;;
PETRIJANEC;6;100;81;81;80;1;0;0;0;0;0;0;25;0;0;26;0;1;0;0;1;6;0;0;0;0;0;20;0;1;0;;
PETRIJANEC;7;575;458;458;450;8;0;4;1;1;0;0;180;0;0;148;1;39;1;2;5;4;0;0;1;1;1;58;0;3;0;;
PETRIJANEC;8;15;9;9;9;0;1;1;0;0;0;0;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
PETROVSKO;1;291;226;226;223;3;0;1;1;0;1;1;49;0;0;92;0;6;0;0;1;11;0;0;0;1;0;54;2;3;0;;
PETROVSKO;2;125;96;96;93;3;0;1;0;0;0;0;16;0;0;35;0;2;1;0;0;9;1;0;0;0;0;27;0;1;0;;
PETROVSKO;3;217;140;140;133;7;1;1;0;0;0;2;53;0;0;50;0;9;0;0;1;2;1;0;0;1;0;10;1;1;0;;
PETROVSKO;4;225;183;183;176;7;2;2;0;2;0;1;53;0;1;63;0;3;1;1;3;3;0;1;1;0;0;39;0;0;0;;
PETROVSKO;5;107;83;83;79;4;0;0;0;1;0;0;37;0;0;20;1;1;0;0;1;2;0;2;0;0;0;12;2;0;0;;
PETROVSKO;6;230;181;181;178;3;0;1;0;0;0;1;57;1;0;52;0;6;1;1;3;4;0;0;0;0;0;47;0;3;1;;
PETROVSKO;7;358;244;244;241;3;0;3;1;1;1;1;71;0;0;67;0;11;2;0;2;18;1;0;0;0;0;59;2;0;1;;
PETROVSKO;8;146;107;107;103;4;0;1;0;0;0;0;30;0;0;39;0;7;2;0;3;3;0;0;0;0;0;18;0;0;0;;
PETROVSKO;9;225;142;142;136;6;0;4;0;1;0;2;35;0;0;43;0;7;0;0;1;5;0;1;0;0;0;36;0;0;1;;
PETROVSKO;10;300;206;206;200;6;0;3;2;0;0;1;29;1;0;87;0;12;2;1;1;3;1;0;0;0;0;54;1;2;0;;
PETROVSKO;11;89;66;66;66;0;0;2;0;0;0;0;10;1;1;36;0;1;0;1;0;0;0;0;0;0;0;12;0;2;0;;
PODTUREN;1;1207;683;683;671;12;2;5;0;1;0;2;197;4;2;56;4;47;6;12;69;20;0;0;0;1;0;240;0;2;1;;
PODTUREN;2;831;494;494;493;1;0;5;0;1;0;2;118;1;1;43;1;22;4;8;53;7;2;0;0;0;2;222;0;1;0;;
PODTUREN;3;613;429;429;420;9;0;5;4;1;0;3;66;0;0;67;0;27;2;4;46;8;0;0;0;0;2;179;3;3;0;;
PODTUREN;4;482;310;310;303;7;0;4;1;3;0;0;62;0;0;71;1;27;2;3;8;9;0;0;1;1;0;107;1;2;0;;
PODTUREN;5;194;126;126;125;1;1;1;1;0;1;0;26;0;0;22;0;11;0;0;3;3;0;0;1;0;1;53;0;1;0;;
PODTUREN;6;290;154;154;153;1;0;1;2;1;2;0;42;0;0;14;0;8;1;6;7;1;0;0;0;0;0;66;1;0;1;;
PRIBISLAVEC;1;1138;843;843;831;12;2;6;2;1;0;2;105;2;2;170;0;43;5;15;11;14;1;0;0;0;4;435;7;3;1;;
PRIBISLAVEC;2;1049;700;700;697;3;0;3;4;0;0;2;109;2;1;131;3;28;1;22;9;18;0;0;0;1;3;352;2;6;0;;
RADOBOJ;1;133;100;100;98;2;0;0;0;0;0;0;56;0;0;33;0;1;0;0;0;3;0;0;0;0;0;4;1;0;0;;
RADOBOJ;2;548;388;388;378;10;0;3;1;3;0;0;189;0;0;91;0;20;0;0;1;5;1;0;0;1;0;62;0;1;0;;
RADOBOJ;3;458;348;348;342;6;1;3;1;1;0;0;196;1;0;42;3;5;1;1;2;5;0;1;0;1;0;75;0;2;1;;
RADOBOJ;4;105;85;85;85;0;0;0;0;0;0;0;20;0;0;8;0;10;0;1;0;4;0;0;0;0;0;42;0;0;0;;
RADOBOJ;5;302;251;251;246;5;0;4;1;0;0;0;89;0;0;58;0;3;1;1;2;8;0;0;0;0;0;78;0;1;0;;
RADOBOJ;6;246;188;188;187;1;2;1;0;2;0;0;62;0;0;26;0;7;1;0;4;10;0;0;0;0;0;67;1;4;0;;
RADOBOJ;7;56;54;54;52;2;0;0;0;0;0;0;30;0;0;14;0;3;0;0;0;3;0;0;0;0;0;1;1;0;0;;
RADOBOJ;8;742;501;501;494;7;0;3;1;1;2;2;124;0;0;177;0;12;1;3;3;29;1;1;1;0;0;127;1;3;2;;
RADOBOJ;9;350;250;250;244;6;0;3;1;3;0;0;63;0;0;70;1;11;2;1;4;12;0;0;0;0;0;71;0;2;0;;
SELNICA;1;834;521;521;515;6;0;0;1;0;0;2;79;1;0;120;2;73;5;0;2;21;1;0;1;7;0;198;0;1;1;;
SELNICA;2;346;177;177;174;3;0;0;0;1;0;2;22;1;1;44;1;22;1;0;6;12;0;0;0;1;0;59;0;1;0;;
SELNICA;3;287;161;161;156;5;0;0;0;0;0;0;47;0;2;36;0;8;0;0;1;13;0;0;0;1;0;47;0;1;0;;
SELNICA;4;836;415;415;409;6;1;1;0;0;0;2;61;1;1;96;0;55;2;0;7;24;1;0;0;2;3;149;2;1;0;;
SELNICA;5;179;77;77;77;0;1;0;0;0;3;0;16;0;0;19;0;9;0;0;0;4;0;0;0;0;0;25;0;0;0;;
SELNICA;6;133;83;83;82;1;0;0;0;0;0;0;23;0;0;21;1;3;1;0;0;7;0;0;0;7;1;18;0;0;0;;
SELNICA;7;149;80;80;78;2;0;0;0;1;0;1;23;0;0;10;0;15;0;0;3;2;0;0;0;0;1;20;2;0;0;;
SRAÈINEC;1;917;651;651;639;12;0;0;3;1;0;0;78;2;0;350;0;68;2;2;8;14;0;0;0;1;0;108;1;0;1;;
SRAÈINEC;2;1101;809;809;800;9;0;1;2;6;0;0;110;2;2;462;0;33;4;1;10;15;1;0;0;0;0;145;1;4;1;;
SRAÈINEC;3;1173;908;908;904;4;2;1;3;0;1;1;129;4;0;503;1;47;5;1;13;15;0;0;0;1;0;176;0;1;0;;
SRAÈINEC;4;825;510;510;498;12;1;1;0;0;0;1;70;0;1;246;1;37;3;1;13;9;2;0;0;0;0;109;1;2;0;;
STRAHONINEC;1;823;598;598;584;14;0;8;1;4;0;2;61;1;0;143;1;25;3;2;9;8;1;0;0;0;2;305;3;4;1;;
STRAHONINEC;2;897;645;644;635;9;0;1;2;2;1;4;76;1;0;131;2;26;4;4;9;23;2;0;0;2;1;335;0;9;0;;
STRAHONINEC;3;611;473;473;469;4;1;1;0;0;0;1;66;0;1;101;1;24;2;2;7;12;0;0;0;1;4;236;6;2;1;;
STUBIÈKE TOPLICE;1;811;473;473;464;9;0;3;7;28;0;0;109;0;2;23;2;27;7;0;11;28;4;1;0;1;1;200;0;7;3;;
STUBIÈKE TOPLICE;2;868;610;610;599;11;0;8;4;39;0;0;155;0;1;42;0;58;6;2;6;23;3;1;0;1;0;242;1;5;2;;
STUBIÈKE TOPLICE;3;692;424;420;404;16;0;3;3;33;0;0;74;0;0;26;0;54;4;1;11;26;2;1;0;0;0;159;0;7;0;;
STUBIÈKE TOPLICE;4;183;105;105;102;3;0;2;0;12;0;0;23;0;0;4;0;11;2;0;2;6;0;0;0;0;0;36;0;2;2;;
SVETA MARIJA;1;753;543;543;539;4;0;5;1;1;0;3;77;2;1;63;2;60;3;1;18;16;1;0;0;0;7;271;1;3;3;;
SVETA MARIJA;2;644;444;443;434;9;0;6;1;1;1;0;63;1;1;63;0;68;3;2;10;23;1;1;0;0;2;176;2;7;2;;
SVETA MARIJA;3;651;437;437;434;3;0;1;2;2;0;0;82;3;1;150;0;28;1;1;11;18;1;0;0;0;0;126;1;4;2;;
SVETI ÐURÐ;1;335;203;203;202;1;0;0;0;0;0;1;48;0;1;70;2;19;1;0;2;4;0;0;1;0;1;51;0;0;1;;
SVETI ÐURÐ;2;438;286;286;284;2;0;3;0;1;0;0;80;0;2;102;0;21;1;1;2;4;0;0;0;0;0;65;0;1;1;;
SVETI ÐURÐ;3;153;123;123;119;4;0;1;0;1;0;1;23;1;3;26;0;13;0;0;5;2;0;0;0;0;0;39;1;1;2;;
SVETI ÐURÐ;4;561;385;385;380;5;0;3;1;0;1;1;76;1;7;94;0;57;0;0;8;6;0;0;0;1;1;121;1;1;0;;
SVETI ÐURÐ;5;210;167;167;167;0;0;2;0;0;0;0;29;0;0;92;0;13;0;0;0;2;0;0;0;0;1;26;0;2;0;;
SVETI ÐURÐ;6;473;321;321;318;3;1;6;0;0;0;0;59;1;6;110;1;32;0;1;17;5;0;1;0;0;0;77;0;1;0;;
SVETI ÐURÐ;7;186;163;163;160;3;0;2;0;0;0;0;21;0;0;104;0;9;0;0;3;4;0;0;1;0;0;16;0;0;0;;
SVETI ÐURÐ;8;110;67;67;66;1;0;0;0;0;0;0;28;0;1;18;0;6;0;0;1;0;0;0;0;0;1;11;0;0;0;;
SVETI ÐURÐ;9;422;298;298;295;3;0;8;0;0;0;1;26;0;0;153;0;21;0;0;11;2;1;0;0;0;0;70;0;2;0;;
SVETI ÐURÐ;10;423;298;298;291;7;2;5;2;1;0;1;19;0;0;130;0;36;0;0;8;8;0;0;0;0;0;77;0;2;0;;
SVETI ILIJA;1;814;593;593;585;8;1;4;0;3;0;4;203;1;1;207;1;40;5;0;5;9;0;0;0;0;0;97;2;2;0;;
SVETI ILIJA;2;327;270;270;268;2;0;1;0;0;0;0;18;0;0;137;0;47;1;1;1;6;0;0;0;0;0;52;2;1;1;;
SVETI ILIJA;3;261;184;184;182;2;0;1;0;1;0;0;32;0;0;94;0;23;1;2;0;0;0;0;0;0;0;28;0;0;0;;
SVETI ILIJA;4;200;158;158;158;0;0;0;1;0;0;0;55;1;0;47;0;5;1;1;1;9;0;0;0;0;0;36;0;1;0;;
SVETI ILIJA;5;337;229;229;224;5;0;3;1;1;0;1;61;2;0;90;0;18;1;0;2;2;0;0;0;0;0;40;1;0;1;;
SVETI ILIJA;6;458;384;384;380;4;0;0;1;1;0;0;137;0;0;130;0;33;1;0;5;6;0;1;0;0;0;64;0;0;1;;
SVETI ILIJA;7;316;252;252;250;2;0;1;0;0;0;0;33;1;0;116;0;36;0;0;2;6;0;0;0;1;0;53;0;1;0;;
SVETI ILIJA;8;185;154;154;153;1;0;1;0;2;1;0;48;0;0;56;0;26;0;1;0;4;0;0;0;0;0;12;1;1;0;;
SVETI JURAJ NA BREGU;1;752;487;487;480;7;1;4;1;3;0;3;90;0;1;120;4;39;4;0;5;13;0;0;0;3;1;181;2;5;0;;
SVETI JURAJ NA BREGU;2;281;185;185;182;3;0;4;1;1;0;1;15;0;0;50;1;27;2;0;2;2;1;0;1;1;0;72;1;0;0;;
SVETI JURAJ NA BREGU;3;353;238;238;237;1;0;4;1;0;0;0;22;0;0;47;0;20;0;0;6;6;0;0;0;0;1;128;1;1;0;;
SVETI JURAJ NA BREGU;4;791;496;496;486;10;1;2;0;3;0;2;56;1;1;69;0;46;5;1;7;6;1;0;1;0;2;275;1;4;2;;
SVETI JURAJ NA BREGU;5;612;431;431;427;4;0;4;3;2;0;0;61;2;1;94;0;31;1;4;10;8;0;1;0;0;1;204;0;0;0;;
SVETI JURAJ NA BREGU;6;318;216;216;214;2;0;5;1;1;1;1;18;0;0;63;1;20;1;1;3;8;0;0;1;0;1;84;2;2;0;;
SVETI JURAJ NA BREGU;7;393;236;236;233;3;0;1;0;0;0;0;53;2;0;34;0;20;1;0;5;7;1;1;0;0;0;107;0;1;0;;
SVETI JURAJ NA BREGU;8;513;309;309;306;3;1;2;0;1;0;1;52;0;0;63;1;25;5;0;6;11;0;0;0;1;2;129;1;4;1;;
SVETI JURAJ NA BREGU;9;396;238;238;228;10;0;2;0;2;0;0;24;1;0;57;0;28;1;0;4;4;1;0;0;0;0;104;0;0;0;;
SVETI KRIŽ ZAÈRETJE;1;197;119;119;117;2;1;0;0;0;0;0;41;1;1;3;0;18;2;0;4;6;3;0;0;0;1;33;1;2;0;;
SVETI KRIŽ ZAÈRETJE;2;132;107;107;104;3;0;0;1;0;0;0;42;0;0;7;0;11;1;0;3;6;0;0;1;0;0;32;0;0;0;;
SVETI KRIŽ ZAÈRETJE;3;335;265;265;258;7;2;2;0;1;0;2;87;0;0;12;1;29;0;1;0;6;4;2;0;0;1;102;0;5;1;;
SVETI KRIŽ ZAÈRETJE;4;337;191;191;183;8;0;0;0;1;3;1;60;0;0;15;0;20;1;1;1;7;0;0;0;0;0;68;2;3;0;;
SVETI KRIŽ ZAÈRETJE;5;728;519;519;506;13;0;5;0;3;0;3;135;1;0;42;1;42;1;1;3;21;0;2;0;0;0;236;3;5;2;;
SVETI KRIŽ ZAÈRETJE;6;368;211;211;207;4;1;3;0;1;0;0;70;0;0;11;0;25;3;0;1;8;0;0;1;0;0;81;0;1;1;;
SVETI KRIŽ ZAÈRETJE;7;316;197;197;194;3;0;2;1;3;0;0;84;3;1;10;0;22;2;0;0;9;1;0;0;0;0;54;1;0;1;;
SVETI KRIŽ ZAÈRETJE;8;205;139;139;134;5;0;1;0;3;0;2;57;1;0;6;0;11;1;0;4;7;0;0;0;0;0;34;0;3;4;;
SVETI KRIŽ ZAÈRETJE;9;490;328;328;322;6;0;5;1;2;0;0;118;0;2;23;2;17;3;2;5;20;0;2;0;0;1;115;2;2;0;;
SVETI KRIŽ ZAÈRETJE;10;202;120;120;117;3;0;2;1;0;0;0;30;0;0;3;0;16;2;1;1;8;0;0;0;0;0;50;0;3;0;;
SVETI KRIŽ ZAÈRETJE;11;355;176;176;170;6;0;2;1;2;0;0;79;1;0;7;2;14;1;1;4;7;0;0;0;0;0;44;1;2;2;;
SVETI KRIŽ ZAÈRETJE;12;323;164;164;160;4;0;6;2;0;0;1;89;0;0;5;1;8;0;0;1;12;1;2;0;1;0;29;1;1;0;;
SVETI KRIŽ ZAÈRETJE;13;527;317;317;312;5;0;1;4;6;0;1;144;1;1;17;0;27;4;1;3;16;0;0;0;0;0;85;0;1;0;;
SVETI KRIŽ ZAÈRETJE;14;700;412;412;404;8;0;4;1;2;0;1;87;2;0;28;0;23;6;2;8;20;2;1;1;0;0;211;0;4;1;;
SVETI MARTIN NA MURI;1;699;395;395;391;4;0;3;1;3;0;0;91;4;1;101;0;44;1;2;4;9;0;0;0;1;0;121;2;3;0;;
SVETI MARTIN NA MURI;2;1269;826;826;812;14;0;0;0;0;0;3;194;6;4;116;5;113;5;1;5;31;0;1;0;0;3;319;1;1;4;;
SVETI MARTIN NA MURI;3;552;267;267;262;5;0;2;0;0;1;2;65;1;0;36;0;33;4;2;2;11;1;0;0;0;1;96;2;1;2;;
ŠENKOVEC;1;1153;878;878;868;10;1;1;3;1;0;0;149;3;1;179;2;62;5;1;16;31;0;0;0;5;5;396;0;7;0;;
ŠENKOVEC;2;918;645;645;643;2;0;4;3;4;0;0;72;1;2;159;2;54;3;3;8;25;2;0;1;1;2;291;0;6;0;;
ŠENKOVEC;3;354;249;249;248;1;0;0;0;2;0;0;55;1;0;60;0;8;1;0;2;12;1;0;0;0;0;102;1;3;0;;
ŠTRIGOVA;1;158;108;108;106;2;0;1;0;0;0;0;17;0;0;54;1;3;0;0;2;1;0;0;0;0;0;26;1;0;0;;
ŠTRIGOVA;2;468;285;285;278;7;0;0;1;0;2;0;63;2;2;119;0;12;2;0;6;2;0;0;1;1;1;59;1;2;2;;
ŠTRIGOVA;3;418;289;289;282;7;0;0;1;0;0;1;63;2;0;140;1;5;0;0;4;5;0;0;0;2;0;57;1;0;0;;
ŠTRIGOVA;4;228;151;151;151;0;1;0;0;0;0;0;12;0;0;99;1;7;0;0;2;3;0;0;0;0;0;26;0;0;0;;
ŠTRIGOVA;5;610;362;362;357;5;0;2;0;1;0;0;54;1;1;141;1;11;0;1;0;12;0;0;0;4;0;124;0;4;0;;
ŠTRIGOVA;6;169;70;70;69;1;0;1;3;0;0;0;9;2;0;24;0;5;1;0;0;3;0;0;0;1;1;19;0;0;0;;
ŠTRIGOVA;7;590;259;259;253;6;0;3;0;0;0;0;36;1;0;116;0;8;0;1;3;3;0;0;0;0;0;78;1;1;2;;
TRNOVEC BARTOLOVEÈKI;1;1842;1236;1236;1217;19;2;3;2;5;0;1;183;6;0;482;0;143;9;2;14;21;1;0;1;2;0;333;1;4;2;;
TRNOVEC BARTOLOVEÈKI;2;1769;1214;1214;1189;25;0;6;3;1;1;4;185;7;1;509;2;120;5;1;7;27;6;0;0;0;0;288;2;12;2;;
TRNOVEC BARTOLOVEÈKI;3;668;474;474;467;7;0;2;1;0;0;2;63;0;0;155;1;122;3;1;7;8;0;0;0;2;0;95;1;3;1;;
TRNOVEC BARTOLOVEÈKI;4;362;238;238;236;2;0;3;0;1;1;0;38;0;0;91;0;33;0;0;1;1;0;2;0;1;0;61;0;3;0;;
TRNOVEC BARTOLOVEÈKI;5;148;119;119;119;0;0;0;1;0;0;0;14;0;0;37;0;26;1;1;0;2;0;0;0;0;0;34;1;2;0;;
TRNOVEC BARTOLOVEÈKI;6;810;561;561;542;19;0;5;1;2;2;5;104;1;0;203;0;59;1;1;21;3;1;0;1;1;0;126;2;3;0;;
TRNOVEC BARTOLOVEÈKI;7;357;278;276;268;8;0;7;0;1;1;0;67;0;0;75;0;51;1;0;2;1;0;0;0;0;0;60;1;1;0;;
TUHELJ;1;193;124;124;119;5;0;0;0;0;0;0;45;0;0;5;1;19;3;0;3;11;0;0;0;0;0;29;0;3;0;;
TUHELJ;2;247;155;155;152;3;1;4;1;2;1;0;53;0;0;5;0;12;2;0;3;8;0;0;0;0;0;59;0;1;0;;
TUHELJ;3;204;157;157;153;4;1;1;0;0;0;2;74;1;0;4;0;14;0;0;2;4;0;0;0;0;0;50;0;0;0;;
TUHELJ;4;152;110;110;108;2;1;1;0;0;0;1;74;1;0;3;0;1;2;0;0;2;0;0;0;0;0;21;1;0;0;;
TUHELJ;5;131;85;85;81;4;1;2;0;3;0;1;45;1;0;1;0;4;0;0;0;3;0;0;0;1;1;18;0;0;0;;
TUHELJ;6;208;126;126;124;2;0;3;1;1;0;0;67;0;0;5;0;6;2;0;0;2;2;0;0;0;0;33;2;0;0;;
