Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  BRANKO OZIMEC;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  MIROSLAV RAJH  ;AKCIJA MLADIH - AM  , Nositelj liste:  VOJMIR SABOLIÆ ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof. ;AKCIJA ZA BOLJU HRVATSKU - ABH , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  mr.sc. ŽELJKO SAÈIÆ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  IVAN PERNAR;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  RUDOLF FORKO   ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  IVAN MARTAN ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ;HRVATSKA KRŠÆANSKA DEMOKRATSKA UNIJA - HKDU  , Nositelj liste:  BOŽO RENDIÆ   ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  dr.sc. ZVONIMIR SABATI ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS , ZAGORSKA DEMOKRATSKA STRANKA - ZDS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ   ;HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI  , Nositelj liste:  ROBERT ŠPOLJAR, dipl.ing.sig.;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  LADISLAV ILÈIÆ  ;MEÐIMURSKI DEMOKRATSKI SAVEZ - MDS  , Nositelj liste:  ŽELJKO PAVLIC  ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  DEAN GOLUBIÆ, dipl.krim. ;NEOVISNA LISTA  , Nositelj liste:  IVAN FIOLIÆ FIO;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ   ;, NOVA HRVATSKA - NH  , Nositelj liste:  BORKO ŠAMIJA  ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  RADIMIR ÈAÈIÆ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  FRANJO GOLENKO ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;ZAGORSKA STRANKA - ZS  , Nositelj liste:  MILJENKO JERNEIÆ  ;ZELENA LISTA  , Nositelj liste:  STANKO BEZEK  ;ZELENA STRANKA - ZS  , Nositelj liste:  TIHOMIR CAMPANELLO  ;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;VARAŽDINSKE TOPLICE;16;GREŠÆEVINA;VATROGASNI DOM;GREŠÆEVINA;167;92;92;90;2;0;0;0;0;0;0;0;2;0;0;12;0;0;5;12;0;0;0;3;0;0;0;0;0;0;54;1;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;VARAŽDINSKE TOPLICE;17;TUHOVEC;DRUŠTVENI DOM;TUHOVEC;679;457;457;451;6;1;1;2;2;6;2;0;9;4;4;43;0;0;18;32;3;0;2;53;22;4;0;2;2;0;234;0;1;0;2;2;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;VARAŽDINSKE TOPLICE;18;PETKOVEC TOPLIÈKI;PODRUÈNA ŠKOLA;PETKOVEC TOPLIÈKI;201;161;161;156;5;0;0;1;0;2;0;0;1;0;2;60;0;1;15;6;3;0;1;23;5;0;1;0;0;0;34;0;0;0;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;VARAŽDINSKE TOPLICE;19;ÈRNILE;DRUŠTVENI DOM;ÈRNILE;146;118;118;113;5;0;0;2;0;5;1;0;2;0;1;12;0;1;6;8;2;3;0;17;0;0;0;0;0;0;52;0;0;0;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;VARAŽDINSKE TOPLICE;20;HRASTOVEC TOPLIÈKI;KUÆA ROBERTA MRVÈIÆA;HRASTOVEC TOPLIÈKI 2A;210;135;135;134;1;0;0;0;1;4;0;0;2;0;0;10;0;0;2;7;2;0;1;31;7;1;0;1;0;0;62;0;0;1;0;2;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;VARAŽDINSKE TOPLICE;21;ÈURILOVEC;KUÆA STJEPANA DVEKARA;ÈURILOVEC 22;122;82;82;80;2;0;0;1;3;3;1;0;0;1;1;8;0;0;3;14;1;0;0;12;3;0;0;0;0;0;28;0;1;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZABOK;1;ŠPIÈKOVINA;PODRUÈNA ŠKOLA;ŠPIÈKOVINA BB;673;401;401;395;6;0;3;7;6;5;6;0;11;0;6;46;0;2;16;18;3;4;0;22;5;4;0;11;0;1;207;0;4;6;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZABOK;2;DUBRAVA ZABOÈKA;DRUŠTVENI DOM;DUBRAVA ZABOÈKA 3;524;342;342;334;8;0;1;1;2;1;0;0;10;1;3;29;0;1;7;21;7;3;3;16;1;0;0;4;1;2;201;2;1;15;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZABOK;3;GRDENCI;DRUŠTVENI DOM NASUPROT AUTOBUSNOG STAJALIŠTA;GRDENCI 90;408;267;266;263;3;0;0;0;1;1;1;1;7;2;5;35;0;0;3;11;10;1;2;8;2;2;0;5;0;0;156;0;2;7;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZABOK;4;LUG ZABOÈKI;DRUŠTVENI DOM ZASEKA;LUG ZABOÈKI BB;856;594;594;585;9;1;2;1;6;4;4;0;19;1;2;69;0;1;22;7;6;0;6;48;5;2;0;5;3;1;356;2;0;12;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZABOK;5;ZABOK I;STARA ŠKOLA;TRG SV. JELENE 6;750;526;526;508;18;2;0;0;9;7;3;1;16;1;1;70;0;0;11;17;11;2;4;31;3;0;1;5;9;0;293;0;0;6;4;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZABOK;6;GRABROVEC;SPORTSKI DOM KOD IGRALIŠTA;GRABROVEC BB;510;358;358;346;12;0;2;0;6;3;4;1;8;1;3;47;1;0;3;12;5;1;6;9;3;0;1;6;3;0;211;0;0;8;2;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZABOK;7;ZABOK II;PREDVORJE OŠ K.S.ÐALSKI;ÐAÈKI PUT BB;659;510;510;505;5;0;1;0;3;2;1;0;12;2;1;55;0;0;0;26;13;3;5;36;5;1;0;2;8;0;322;1;0;3;0;3;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZABOK;8;ZABOK III;PREDVORJE DVORANE ELEKTRE;MATIJE GUPCA 57;805;616;615;604;11;1;1;3;6;6;4;2;15;1;1;79;2;0;2;19;13;10;2;42;7;0;0;1;9;0;359;4;0;12;3;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZABOK;9;ZABOK IV;DOM STRIJELACA;MATIJE GUPCA 100;327;234;234;230;4;0;2;0;4;3;1;1;11;2;1;37;0;0;2;3;8;1;1;15;0;1;0;3;4;0;119;2;0;8;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZABOK;10;REPOVEC;OMLADINSKI DOM;REPOVEC BB;639;371;371;362;9;2;0;1;0;4;7;0;10;2;2;59;1;1;10;28;7;0;1;13;4;1;0;7;1;1;172;1;1;24;2;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZABOK;11;JAKUŠEVEC ZABOÈKI;KUÆICA (KONTEJNER) KOD STAROG DRUŠTVENOG DOMA;JAKUŠEVEC ZABOÈKI BB;321;213;213;204;9;0;0;0;3;0;1;0;3;2;0;40;0;0;7;9;4;1;2;12;1;0;0;2;0;0;109;0;0;5;2;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZABOK;12;PAVLOVEC ZABOÈKI;DRUŠTVENI DOM;PAVLOVEC ZABOÈKI BB;506;359;359;356;3;0;2;1;5;1;1;0;13;3;2;53;0;0;6;32;9;3;5;42;3;0;0;4;1;1;155;0;0;11;1;2;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZABOK;13;MARTINIŠÆE;VATROGASNI DOM - GUBAŠEVO;MARTINIŠÆE 5;506;342;342;331;11;1;1;1;2;3;2;2;10;5;1;65;0;2;3;21;8;3;3;27;5;1;0;6;0;0;141;3;0;12;2;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZABOK;14;PROSENIK GUBAŠEVSKI;DRUŠTVENI DOM;PROSINEK GUBAŠEVSKI BB;138;103;103;98;5;0;0;0;0;1;0;1;4;0;1;28;0;0;1;3;1;0;0;6;0;0;0;1;1;1;44;0;0;5;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZABOK;15;PROSENIK ZAÈRETSKI;KUÆICA NA IGRALIŠTU (KONTEJNER);PROSENIK ZAÈERTSKI BB;131;79;79;76;3;0;0;0;1;0;3;0;2;0;0;9;0;0;2;11;1;0;0;5;0;0;0;2;0;0;37;0;0;2;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZLATAR;1;DONJA SELNICA;KUÆA STJEPANA VITKOVIÆA;DONJA SELNICA 45;129;58;58;56;2;0;0;1;0;0;1;0;0;0;2;19;0;0;4;3;1;0;0;2;0;0;0;3;0;0;20;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZLATAR;2;BELEÈKO ZAVRŠJE;KUÆA BOŽIDARA HATZA;BELEÈKO ZAVRŠJE  11;290;100;100;97;3;0;0;0;1;0;3;1;2;0;0;20;1;0;12;1;2;0;1;4;6;0;0;8;0;0;34;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZLATAR;3;PETRUŠEVEC;OSNOVNA ŠKOLA;PETRUŠEVEC;254;83;83;80;3;0;0;0;2;1;6;0;1;1;2;15;0;0;8;0;2;0;1;2;2;1;0;0;0;0;34;0;1;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZLATAR;4;BELEC;VATROGASNI DOM;BELEC;334;108;107;103;4;0;1;0;1;1;1;0;3;0;0;20;0;0;4;4;7;2;1;8;2;1;0;3;1;0;40;0;0;2;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZLATAR;5;JURANŠÆINA;KUÆA PETRA KOVAÈEKA;JURANŠÆINA 43/A;154;56;56;55;1;0;0;0;1;0;0;1;1;0;0;15;0;0;5;6;0;0;0;5;0;1;0;5;0;0;12;0;0;3;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZLATAR;6;GORNJA BATINA;KUÆA JURJA MIKOVIÆA;GORNJA BATINA 56;239;89;89;86;3;0;1;0;1;0;1;1;0;0;0;25;0;0;7;3;3;1;0;8;3;0;0;4;1;0;27;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZLATAR;7;REPNO;KUÆA STJEPANA MIKOVIÆA;REPNO 38/A;195;58;58;56;2;0;0;1;1;0;0;0;0;0;0;16;0;0;8;2;3;0;0;3;0;0;0;1;0;0;20;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZLATAR;8;MARTINŠÈINA;OSNOVNA ŠKOLA;MARTINŠÈINA;343;162;162;157;5;1;0;0;1;0;1;0;0;0;1;27;0;1;11;5;5;2;1;16;3;0;0;6;0;0;72;0;0;3;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZLATAR;9;RATKOVEC;KUÆA LJUBICE VLAHEK;RATKOVEC 22;94;57;57;56;1;0;0;0;0;0;1;0;2;0;1;12;0;0;2;1;1;0;0;9;0;0;0;1;0;0;25;1;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZLATAR;10;BORKOVEC;KUÆA JOSIPA PAVLEKA;BORKOVEC 16/C;211;105;105;102;3;1;1;0;2;1;1;3;3;0;0;35;0;0;5;10;3;2;0;6;2;0;0;0;0;0;27;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZLATAR;11;ZLATAR;PROSTORIJE AUTO KLUBA;PARK HRVATSKE MLADEŽI 2;671;454;454;443;11;0;0;1;3;3;3;2;8;2;2;86;0;0;14;27;9;3;0;30;13;1;0;2;5;0;218;0;0;10;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZLATAR;12;ZLATAR;KUÆA DRAGUTINA PETRINCA;ZAGREBAÈKA 51;203;98;98;96;2;1;0;0;3;0;2;1;2;1;0;15;1;0;5;3;1;0;0;3;0;3;0;3;0;0;47;0;0;4;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZLATAR;13;ERVENIK ZLATARSKI;KUÆA ZLATKA HULJAKA;ERVENIK ZLATARSKI 22;42;16;16;16;0;0;0;0;1;1;0;0;0;0;0;4;0;0;0;4;1;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZLATAR;14;ZLATAR;OSNOVNA ŠKOLA ANTE KOVAÈIÆA - PREDVORJE;ZLATAR;778;473;471;459;12;0;0;0;2;1;3;4;6;2;5;86;0;1;15;25;8;2;2;27;9;2;0;7;9;0;232;2;0;8;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZLATAR;15;LADISLAVEC;KUÆA JOSIPA PAVLINIÆA;LADISLAVEC 6/B;223;133;133;128;5;0;0;0;2;1;2;2;1;1;0;22;1;0;10;3;2;1;1;5;3;0;0;1;0;0;66;1;0;2;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZLATAR;16;ZLATAR;GRADSKA KNJIŽNICA;ZAGREBAÈKA 2;844;535;535;526;9;0;3;2;4;0;2;2;15;2;1;125;0;1;13;22;7;7;2;37;19;3;0;7;1;0;244;0;0;7;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;ZLATAR;17;DONJA BATINA;OSNOVNA ŠKOLA;DONJA BATINA;327;137;137;132;5;0;0;0;0;1;1;0;1;0;2;13;0;0;17;1;3;0;0;8;24;0;0;2;3;0;55;0;0;0;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDEKOVÈINA;1;POZNANOVEC;VATROGASNI DOM;POZNANOVEC;797;536;533;518;15;0;1;4;8;5;5;3;12;3;0;57;0;1;9;28;7;1;2;31;2;3;0;4;1;1;316;1;0;10;1;2;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDEKOVÈINA;2;LUG POZNANOVEÈKI;PROSTORIJE MJESNOG ODBORA;LUG POZNANOVEÈKI;560;341;341;329;12;1;0;0;6;0;3;1;8;2;0;41;1;0;7;14;11;2;0;26;3;0;1;3;4;1;192;0;0;2;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDEKOVÈINA;3;KRIŽANÈE;DRUŠTVENI DOM;KRIŽANÈE;134;87;87;86;1;1;0;2;1;1;1;0;4;0;0;8;0;1;5;5;2;0;0;7;3;1;0;3;2;0;32;0;0;6;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDEKOVÈINA;4;ŽIDOVINJAK;DRUŠTVENI DOM;ŽIDOVINJAK;155;102;102;97;5;0;0;0;2;0;1;2;4;0;0;17;0;0;5;4;4;0;0;3;1;0;0;1;0;1;48;0;0;4;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDEKOVÈINA;5;BEDEKOVÈINA;STARA ŠKOLA KOD GRGIÆA;GRBOVEC;573;317;317;314;3;0;0;1;8;9;3;2;6;0;1;57;0;0;19;9;4;0;0;18;1;1;0;7;0;1;160;0;0;6;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDEKOVÈINA;6;BEDEKOVÈINA;VATROGASNI DOM;STJEPANA RADIÆA 76B;768;471;471;464;7;2;0;4;5;1;3;1;8;4;1;101;1;2;13;23;8;3;1;19;7;0;0;10;6;0;222;5;0;12;2;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDEKOVÈINA;7;BEDEKOVÈINA;ZGRADA OPÆINE (DVORANA);BEDEKOVÈINA;965;653;653;649;4;0;0;3;7;3;3;1;15;1;2;67;1;0;8;32;11;4;2;58;5;1;0;7;7;0;390;4;0;13;2;2;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDEKOVÈINA;8;BEDEKOVÈINA;PROSTORIJA OPÆINSKE KNJIŽNICE I ÈITAONICE;BEDEKOVÈINA;587;378;378;375;3;1;1;4;8;0;3;2;10;3;0;41;0;0;7;23;11;4;2;35;1;0;0;8;2;1;201;2;0;4;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDEKOVÈINA;9;KEBEL;VATROGASNI DOM;KEBEL;397;195;195;192;3;2;0;1;4;0;1;3;4;1;0;21;0;0;16;4;5;4;0;4;0;1;0;1;0;0;112;0;0;7;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDEKOVÈINA;10;OREHOVICA;VATROGASNI DOM;OREHOVICA;562;246;246;234;12;0;1;0;0;0;4;0;5;1;0;61;1;3;7;8;4;1;0;8;9;0;0;13;2;0;98;0;2;3;3;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDEKOVÈINA;11;BRESTOVEC OREHOVEÈKI;OSNOVNA ŠKOLA;BRESTOVEC OREHOVIÈKI;632;361;360;349;11;1;3;3;4;1;5;0;10;1;0;46;0;3;13;11;5;3;1;15;3;1;0;18;1;0;191;1;1;8;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDEKOVÈINA;12;GRABE;DRUŠTVENI DOM;GRABE;276;134;134;133;1;0;1;0;2;2;3;1;2;2;1;23;0;0;4;6;4;0;0;2;0;0;0;4;0;0;71;0;0;4;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDEKOVÈINA;13;MARTINEC OREHOVIÈKI;DRUŠTVENI DOM;MARTINEC OREHOVIÈKI;436;233;233;225;8;1;0;2;1;0;3;0;3;1;3;35;0;2;13;5;5;2;0;11;11;1;0;15;0;0;103;2;0;4;2;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDNJA;1;BEDNJA;OSNOVNA ŠKOLA;LJUDEVITA GAJA 15;825;434;434;427;7;0;0;0;4;3;2;0;8;1;0;122;2;1;12;18;4;3;0;18;2;1;0;0;0;0;219;2;0;1;0;4;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDNJA;2;PLEŠ;OSNOVNA ŠKOLA;PLEŠ BB;391;194;194;191;3;0;0;0;0;1;0;0;2;1;0;27;0;0;4;12;2;1;1;4;0;1;0;0;2;0;130;0;0;2;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDNJA;3;ŠAŠA;"KUÆA ""BETON""";ŠAŠA 51;197;110;110;109;1;0;0;0;0;3;0;0;4;0;0;11;0;0;1;1;3;0;0;2;1;0;0;0;1;0;80;2;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDNJA;4;ŠINKOVICA BEDNJANSKA;DRUŠTVENI DOM;ŠINKOVICA BEDNJANSKA BB;115;67;67;67;0;0;0;0;1;0;0;0;0;0;1;9;0;0;1;3;0;1;1;2;0;1;0;0;0;0;46;0;0;0;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDNJA;5;RINKOVEC;DRUŠTVENI DOM;RINKOVEC BB;317;199;199;195;4;0;0;1;1;1;1;0;4;0;1;35;0;0;2;2;3;1;0;16;1;0;0;0;0;0;125;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDNJA;6;BENKOVEC;KUÆA VLADIMIRA HEÈEKA;BENKOVEC 37;178;85;85;84;1;0;0;1;3;0;0;0;0;0;3;21;0;1;3;0;2;0;0;6;0;0;0;0;0;0;44;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDNJA;7;PREBUKOVJE;ŠKOLA PREBUKOVJE;PREBUKOVJE BB;191;44;44;40;4;0;0;0;0;1;0;0;0;0;0;10;0;0;0;2;1;1;0;1;2;0;0;0;0;0;22;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDNJA;8;VRBNO;OSNOVNA ŠKOLA VRBNO;VRBNO 22A;540;277;277;274;3;1;0;1;0;1;1;1;2;0;0;102;1;0;10;5;6;1;0;8;0;1;0;0;0;0;132;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDNJA;9;CVETLIN;OSNOVNA ŠKOLA;CVETLIN BB;744;296;296;284;12;0;0;0;0;0;0;0;5;2;3;78;0;1;10;8;0;0;1;7;4;2;0;5;0;0;157;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDNJA;10;BREZOVA GORA;OSNOVNA ŠKOLA;BREZOVA GORA BB;135;43;43;42;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;0;1;1;0;1;1;1;0;32;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDNJA;11;JAMNO;ETNO KUÆA JAMNO;JAMNO BB;153;67;67;67;0;0;0;0;0;1;0;0;0;0;0;7;0;0;0;0;1;0;0;2;0;0;0;0;0;0;54;2;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDNJA;12;MELJAN;KUÆA GABRIJELA ŠTEFANCA;MELJAN 24;225;76;76;75;1;0;1;0;0;1;1;0;0;0;1;26;1;0;1;0;0;0;0;0;0;2;0;0;1;0;37;1;1;0;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BEDNJA;13;JEŽOVEC GORNJI;DRUŠTVENI DOM;JEŽOVEC BB;171;114;114;114;0;0;0;0;0;0;0;0;0;0;0;38;0;0;1;1;0;0;0;3;0;0;0;1;0;1;69;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BELICA;1;BELICA;ZGRADA OPÆINE - I KAT;KRALJA TOMISLAVA 91;953;558;557;555;2;0;0;1;1;1;5;1;7;2;4;57;0;3;32;2;9;4;2;96;8;8;0;0;3;2;305;0;0;1;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BELICA;2;BELICA;OSNOVNA ŠKOLA - UÈIONICA BROJ 1;DR. LJUDEVITA GAJA 21;1.064;668;668;656;12;1;1;1;1;2;2;0;8;1;6;77;1;0;26;9;9;5;2;102;2;5;2;2;2;0;389;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BELICA;3;GARDINOVEC;PODRUÈNA ŠKOLA - PRIZEMLJE;GARDINOVEC;809;496;496;491;5;0;1;0;5;2;4;0;11;2;3;54;0;3;22;5;1;2;0;100;2;10;0;3;1;0;258;1;0;0;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BERETINEC;1;BERETINEC - 1;OPÆINSKA ZGRADA - ULAZ RAVNO;BERETINEC;502;354;354;348;6;0;0;0;1;2;2;1;8;0;2;55;0;0;37;16;2;5;0;21;17;0;0;4;0;0;175;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BERETINEC;2;BERETINEC - 2;OPÆINSKA ZGRADA - ULAZ DESNO;BERETINEC;386;237;237;233;4;0;0;1;4;2;2;0;3;0;2;46;2;2;19;3;1;2;3;18;7;2;1;0;0;0;111;0;0;1;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BERETINEC;3;ÈREŠNJEVO - 1;PODRUÈNA ŠKOLA - UÈIONICA 1;ÈREŠNJEVO;318;220;220;213;7;0;0;0;1;3;5;0;8;0;4;32;0;0;20;7;6;1;0;6;3;0;0;0;3;1;111;0;0;1;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BERETINEC;4;ÈREŠNJEVO - 2;PODRUÈNA ŠKOLA - UÈIONICA 2;ÈREŠNJEVO;334;234;234;228;6;0;0;2;0;3;2;0;21;2;5;32;0;3;9;7;2;1;0;21;7;0;1;5;2;0;101;0;0;0;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BERETINEC;5;LEDINEC;MJESNI ODBOR;LEDINEC, ŠKOLSKA BB;139;91;91;89;2;1;1;0;0;0;0;0;4;0;1;15;0;0;12;0;1;0;0;7;0;0;0;0;0;0;47;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BERETINEC;6;LEDINEC GORNJI;MJESNI ODBOR;LEDINEC GORNJI, ŠKOLSKA BB;165;116;116;112;4;0;0;0;0;4;2;0;1;0;0;14;0;0;9;1;0;0;0;7;2;1;0;0;0;0;70;1;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BREZNICA;1;BREZNICA - 1;AMBULANTA;BREZNICA;347;189;189;187;2;0;0;0;1;0;4;1;3;1;0;33;0;2;9;7;2;2;5;15;5;0;0;2;0;0;89;1;0;1;0;4;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BREZNICA;2;BREZNICA - 2;VATROGASNI DOM BRSTEC;BREZNICA;364;202;202;200;2;1;1;1;1;0;1;1;4;2;2;42;0;1;13;7;13;0;1;7;0;0;0;3;0;0;97;0;0;0;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;BREZNICA;3;JAREK - JALES;DRUŠTVENI DOM JAREK;JAREK BISAŠKI;289;197;197;189;8;0;0;1;0;2;1;0;3;0;0;11;0;2;9;8;7;2;0;23;0;0;0;2;0;0;118;0;0;0;0;0;;;;;;;;;;;;;;;;;
