Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: VLADIMIR KONEÈNY, prof. ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  VLADIMIR SEVER  ;AKCIJA MLADIH - AM  , Nositelj liste:  IGOR PUHAR;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof.;AKCIJA ZA BOLJU HRVATSKU - ABH , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  mr.sc. ŽELJKO SAÈIÆ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP , DEMOKRATSKA PRIGORSKO-ZAGREBAÈKA STRANKA - DPS  , Nositelj liste:  IVAN PERNAR  ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  MILAN BINGULA ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA SLAVONSKE RAVNICE - SLAVONSKA RAVNICA  , Nositelj liste:  SLAVKO VUKŠIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ  ;GLAS RAZUMA  , Nositelj liste:  MILAN LELAS, dipl.ing.prometa, pilot ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  VLADO MIKLOBUŠEC  ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  , Nositelj liste:  DARKO PETRIÈIÆ ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  JOSIP FRIŠÈIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR  ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB ;  , HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  ZVONKO BAJAN  ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  EMIL ZORAJ ;Predlagatelji: NEOVISNA LISTA  , Nositelj liste:  MILAN BANDIÆ;NEOVISNA LISTA  , Nositelj liste:  DARKO DUGA;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ;NEOVISNA LISTA  , Nositelj liste:  BRANKO STOJKOVIÆ ;NOVA HRVATSKA - NH  , Nositelj liste:  BORKO ŠAMIJA;OBITELJSKA STRANKA - OS  , Nositelj liste:  KREŠIMIR ŠTETIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ  ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  RANKO JEFTIMIJA, dr.  ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ ;ZAGREBAÈKA NEZAVISNA LISTA - ZNL  , Nositelj liste:  mr.sc. TATJANA HOLJEVAC, dipl.ing. ;ZELENA LISTA  , Nositelj liste:  ŽELJKO TUPEK ;ZELENA STRANKA - ZS  , Nositelj liste:  LJUBO SUBOTIÆ, prof.;ZELENI ZAJEDNO  , Nositelj liste:  SRÐAN DVORNIK, mag. pol. ;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;27;ÐURÐIC;VATROGASNI DOM ÐURÐIC;ÐURÐIC;224;131;131;128;3;0;0;0;0;0;4;0;1;0;2;0;1;29;0;0;0;19;3;2;0;3;1;0;4;0;1;0;0;0;58;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;28;NOVI ÐURÐIC;VATROGASNI DOM NOVI ÐURÐIC;NOVI ÐURÐIC;125;85;85;83;2;0;0;0;1;0;2;0;1;0;1;0;0;21;1;1;0;5;0;0;0;2;0;0;0;0;0;1;0;0;47;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;29;LEMEŠ KRIŽEVAÈKI;DRUŠTVENI DOM LEMEŠ KRIŽEVAÈKI;LEMEŠ KRIŽEVAÈKI;156;104;104;103;1;0;0;1;1;1;1;0;1;0;0;0;1;22;0;0;0;20;0;0;0;5;1;0;1;0;0;0;0;0;47;1;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;30;ERDOVEC;VATROGASNI DOM ERDOVEC;ERDOVEC;163;115;115;115;0;0;0;0;0;0;4;0;2;0;0;0;4;23;0;0;0;10;1;1;0;2;0;1;2;0;0;0;1;0;63;0;1;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;31;DONJA GLOGOVNICA;PODRUÈNA ŠKOLA DONJA GLOGOVNICA;DONJA GLOGOVNICA;403;182;182;180;2;0;1;0;2;0;4;0;3;0;0;0;2;82;2;0;0;14;0;4;1;9;0;0;2;0;1;0;0;0;51;1;1;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;32;GRAÈINA;VATROGASNI DOM GRAÈINA;GRAÈINA;170;120;120;118;2;0;0;0;0;0;14;0;1;0;0;0;2;19;1;0;0;26;1;0;1;9;0;0;0;1;0;0;0;0;42;0;0;0;0;0;1;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;33;IVANEC KRIŽEVAÈKI;VATROGASNI DOM IVANEC KRIŽEVAÈKI;IVANEC KRIŽEVAÈKI;281;157;157;153;4;0;0;3;1;1;4;0;3;1;1;1;1;62;0;1;0;17;0;3;2;9;0;0;1;0;0;0;1;0;40;0;0;0;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;34;KLOŠTAR VOJAKOVAÈKI;VATROGASNI DOM KLOŠTAR VOJAKOVAÈKI;KLOŠTAR VOJAKOVAÈKI;321;155;155;153;2;0;0;0;0;0;3;0;7;0;0;0;0;34;0;0;0;11;5;9;2;6;0;0;7;0;1;0;0;0;68;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;35;MAJUREC;VATROGASNI DOM MAJUREC;MAJUREC;404;228;228;222;6;0;1;0;1;0;7;2;2;0;0;0;5;43;0;0;0;22;15;7;0;12;1;0;6;0;1;0;0;0;96;1;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;36;NOVAKI RAVENSKI;VATROGASNI DOM NOVAKI RAVENSKI;NOVAKI RAVENSKI;142;104;104;101;3;0;1;1;0;1;1;0;3;0;1;0;2;25;0;0;0;30;0;2;0;1;0;0;2;0;0;0;0;0;30;0;1;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;37;OSIJEK VOJAKOVAÈKI;DRUŠTVENI DOM OSIJEK VOJAKOVAÈKI;OSIJEK VOJAKOVAÈKI;142;110;110;109;1;0;0;0;0;0;4;0;0;0;0;0;3;12;0;3;10;0;1;1;0;7;0;0;1;0;0;0;0;0;63;2;0;0;0;2;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;38;PAVLOVEC RAVENSKI;VATROGASNI DOM PAVLOVEC RAVENSKI;PAVLOVEC RAVENSKI;127;73;73;72;1;1;0;1;0;0;0;0;0;0;1;0;0;9;1;0;1;10;2;0;0;1;0;0;2;0;1;0;0;0;42;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;39;POLJANA KRIŽEVAÈKA;DRUŠTVENI DOM POLJANA KRIŽEVAÈKA;POLJANA KRIŽEVAÈKA;302;201;201;194;7;0;0;0;3;0;10;0;4;0;0;0;6;23;2;0;0;39;5;2;1;6;1;0;2;0;1;0;1;0;86;0;1;0;0;1;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;40;PODGAJEC;DRUŠTVENI DOM PODGAJEC;PODGAJEC;164;128;128;124;4;0;1;3;3;0;0;0;5;0;0;1;2;12;6;0;0;11;1;0;1;11;2;0;2;0;1;0;1;0;61;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;41;SVETA HELENA;VATROGASNI DOM SVETA HELENA;SVETA HELENA;254;132;132;128;4;0;0;0;0;0;6;0;1;0;0;0;2;55;0;0;0;28;4;4;0;6;0;0;1;0;2;0;0;0;19;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;42;SVETI MARTIN;DRUŠTVENI DOM SVETI MARTIN;SVETI MARTIN;237;168;168;161;7;0;1;0;0;0;4;1;4;0;0;0;2;24;0;0;0;21;3;0;2;13;0;0;0;0;1;0;0;0;84;1;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;43;ŠPIRANEC;VATROGASNI DOM ŠPIRANEC;ŠPIRANEC;171;111;111;108;3;0;0;0;1;0;7;0;1;0;0;0;1;9;0;0;0;11;2;1;0;4;0;0;1;0;0;0;0;0;69;0;0;0;0;1;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;44;VEÆESLAVEC;DRUŠTVENI DOM VEÆESLAVEC;VEÆESLAVEC;114;81;81;80;1;0;0;0;0;0;0;0;2;2;0;0;3;19;0;0;0;17;0;0;0;5;0;0;0;0;0;0;0;0;31;1;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;45;POVELIÆ;VATROGASNI DOM POVELIÆ;POVELIÆ;69;41;41;41;0;0;0;1;0;0;1;0;0;0;0;0;0;14;0;0;0;13;0;0;0;1;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;46;RUŠEVAC;VATROGASNI DOM RUŠEVAC;RUŠEVAC;144;94;94;93;1;0;0;1;0;3;0;1;0;1;0;0;21;16;1;0;0;18;0;4;0;1;0;0;2;0;0;0;0;0;23;0;0;0;0;0;1;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;47;VELIKI POTOÈEC;VATROGASNI DOM VELIKI POTOÈEC;VELIKI POTOÈEC;342;227;227;223;4;0;0;0;0;1;3;0;4;0;0;0;14;26;0;0;0;40;5;4;2;20;1;0;4;0;0;0;0;1;94;2;0;0;1;0;1;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;48;VELIKI RAVEN;PODRUÈNA ŠKOLA VELIKI RAVEN;VELIKI RAVEN;313;158;158;157;1;0;0;0;0;0;9;0;3;0;0;0;0;18;1;0;0;37;7;3;0;7;1;0;1;0;0;0;0;0;68;1;0;0;0;0;1;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;49;VELIKE SESVETE;DRUŠTVENI DOM VELIKE SESVETE;VELIKE SESVETE;101;76;76;75;1;0;0;0;0;0;4;0;4;0;0;0;0;5;0;0;0;8;3;0;0;3;0;0;5;0;1;0;0;0;42;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;50;VOJAKOVAC;PODRUÈNA ŠKOLA VOJAKOVAC;VOJAKOVAC;410;199;199;197;2;0;0;1;0;1;1;0;2;0;0;0;1;29;0;0;0;15;1;4;0;15;3;0;7;0;0;0;0;0;117;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;KRIŽEVCI;51;ŽIBRINOVEC;DRUŠTVENI DOM ŽIBRINOVEC;ŽIBRINOVEC;95;48;48;47;1;0;0;0;0;0;5;0;2;0;0;0;2;5;0;0;0;22;0;0;2;4;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;1;SVETI IVAN ZELINA I;SV. IVAN ZELINA;TRG A. STARÈEVIÆA 1;1.072;725;725;711;14;0;0;0;2;1;4;2;14;0;2;3;1;91;2;0;0;27;57;7;14;48;5;1;6;1;15;0;0;0;399;0;1;1;2;3;2;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;2;SV. IVAN ZELINA II;SV. IVAN ZELINA;TRG A. STARÈEVIÆA 12;794;495;495;482;13;0;1;2;1;2;3;1;13;0;1;0;1;110;2;0;0;32;54;11;6;21;3;0;12;0;5;1;3;0;194;0;1;0;1;1;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;3;SV.IVAN ZELINA III;SV.IVAN ZELINA;V.NAZORA 24;608;405;405;396;9;0;1;4;2;2;1;0;5;0;0;0;2;73;1;0;0;26;36;6;9;24;1;0;4;0;5;0;0;1;187;1;0;0;4;0;1;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;4;DONJA TOPLIÈICA;DRUŠTVENI DOM;DONJA TOPLIÈICA BB;55;42;42;42;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;7;1;0;1;4;0;0;0;0;0;0;0;0;25;0;0;0;2;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;5;GORNJA TOPLIÈICA;DRUŠTVENI DOM;GORNJA TOPLIÈICA BB;130;91;91;88;3;0;1;0;0;0;5;0;1;0;0;0;0;16;0;0;0;12;2;4;1;3;0;0;0;0;0;0;0;0;40;1;0;2;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;6;BIŠKUPEC ZELINSKI;DRUŠTVENI DOM;ZELINGRADSKA 39, BIŠKUPEC ZELINSKI;871;539;539;531;8;1;4;3;2;4;0;0;12;0;1;0;2;102;1;0;0;19;48;18;13;42;1;0;5;0;12;1;0;0;232;2;0;0;5;1;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;7;VELIKA GORA;DRUŠTVENI DOM;VELIKA GORA BB;212;156;156;155;1;0;0;0;0;0;1;0;1;0;2;0;0;19;0;0;0;18;2;5;1;15;0;0;1;1;2;0;0;0;86;0;0;0;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;8;GORNJE PSARJEVO;DRUŠTVENI DOM;GORNJE PSARJEVO BB;313;141;141;133;8;0;0;0;2;0;1;1;3;0;0;0;1;32;0;0;0;21;1;1;3;5;2;0;4;0;1;0;0;0;53;0;1;0;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;9;DONJE PSARJEVO;DRUŠTVENI DOM;DONJE PSARJEVO BB;246;140;140;138;2;0;0;2;0;0;3;0;0;0;1;0;1;13;0;0;0;14;7;4;0;6;0;0;2;0;0;0;0;1;83;0;0;0;0;1;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;10;BLAŽEVDOL;DRUŠTVENI DOM;ULICA FUÈKANI 12, BLAŽEVDOL;355;231;231;225;6;1;3;2;1;0;2;0;0;0;1;2;0;34;0;1;0;18;8;5;4;14;0;0;3;0;3;0;0;0;120;0;0;0;2;1;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;11;SELNICA PSARJEVAÈKA;DRUŠTVENI DOM;SELNICA PSARJEVAÈKA BB;212;120;120;115;5;0;0;0;0;0;1;1;1;0;2;0;0;30;1;0;0;4;8;9;2;8;1;0;1;0;6;0;0;0;40;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;12;CURKOVEC;DRUŠTVENI DOM;CURKOVEC BB;86;56;56;55;1;0;0;0;0;0;0;1;0;1;0;0;0;9;0;0;0;20;1;1;0;3;0;1;0;0;0;0;0;0;18;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;13;DONJA ZELINA;DRUŠTVENI DOM;DONJOZELINSKA 52, DONJA ZELINA;756;439;439;427;12;0;2;5;0;1;4;5;16;0;1;0;3;94;1;0;0;26;17;10;9;15;6;0;15;0;2;0;0;0;194;0;1;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;14;BLAŠKOVEC;DRUŠTVENI DOM;BLAŠKOVEÈKA 75, BLAŠKOVEC;520;274;274;271;3;0;1;1;2;0;1;0;6;0;1;0;1;102;2;0;0;34;10;5;2;12;1;0;6;0;3;0;0;0;80;0;1;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;15;NESPEŠ;DRUŠTVENI DOM;NESPEŠ BB;303;213;213;212;1;0;0;3;0;0;0;0;1;0;1;0;0;6;0;1;0;96;12;1;4;8;1;0;1;1;1;0;0;0;70;0;1;1;1;2;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;16;BUNJAK;DRUŠTVENI DOM;BUNJAK BB;135;83;83;81;2;0;0;0;1;0;1;0;1;0;0;0;0;8;0;0;1;27;1;1;0;3;0;0;0;0;3;0;0;0;32;0;1;0;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;17;GORNJA DRENOVA;DRUŠTVENI DOM;GORNJA DRENOVA 40/B;306;200;200;195;5;0;1;0;0;0;1;0;0;0;1;0;0;13;0;0;0;128;6;2;2;4;0;0;0;0;0;0;0;0;36;1;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;18;DONJA DRENOVA;DRUŠTVENI DOM;DONJA DRENOVA BB;331;174;174;171;3;0;0;0;0;2;1;0;5;0;0;0;0;18;3;0;0;50;6;2;1;10;0;0;5;0;3;0;1;0;64;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;19;HRNJANEC;DRUŠTVENI DOM;NOVOSELI 15, HRNJANEC;381;241;241;240;1;0;0;0;3;1;1;1;4;0;1;0;0;32;0;0;0;69;12;4;2;12;0;0;4;0;1;0;0;0;91;0;0;0;1;1;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;20;SVETA HELENA;DRUŠTVENI DOM;SV. HELENA 54/A;492;263;263;259;4;0;1;0;1;0;3;2;7;0;4;0;2;43;3;0;0;26;10;7;4;11;7;0;5;1;10;0;0;1;109;1;0;0;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;21;BANJE SELO;DRUŠTVENI DOM;BANJE SELO BB;127;66;66;64;2;0;0;0;2;0;0;0;0;0;1;0;0;8;0;0;0;5;7;2;1;5;0;0;3;0;0;0;0;0;27;0;1;0;2;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;22;LAKTEC;DRUŠTVENI DOM;LAKTEC BB;158;130;130;129;1;0;1;0;1;1;0;0;1;0;0;0;1;23;0;1;0;19;2;2;1;9;3;0;2;0;4;0;0;0;58;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;23;GORIÈANEC;DRUŠTVENI DOM;GORIÈANEC BB;136;70;70;67;3;0;0;0;2;2;2;0;2;0;0;0;1;13;0;0;0;13;2;2;0;0;3;0;0;0;0;0;0;0;24;0;0;0;0;1;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;24;KRIŽEVÈEC;DRUŠTVENI DOM;KRIŽEVÈEC BB;82;61;61;61;0;0;0;0;2;0;0;0;0;0;1;0;0;4;0;0;0;15;7;3;0;1;0;0;4;0;0;0;0;0;22;0;0;0;2;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;25;MAJKOVEC;DRUŠTVENI DOM;MAJKOVEC BB;165;115;115;112;3;0;0;0;0;0;0;0;2;0;0;0;0;14;0;0;0;28;4;2;0;5;2;0;3;0;6;0;0;0;44;1;0;0;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;26;PAUKOVEC;DRUŠTVENI DOM;PAUKOVEÈKA 17, PAUKOVEC;305;173;173;171;2;0;0;0;0;0;2;1;5;1;0;0;0;24;0;0;0;30;6;1;1;18;1;0;5;0;5;0;0;0;69;1;0;0;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;27;BUKEVJE;DRUŠTVENI DOM;BUKEVJE BB;81;56;56;53;3;0;0;0;1;0;2;0;0;0;0;0;0;4;0;0;0;8;4;0;0;3;0;0;3;0;0;0;0;0;28;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;28;BUKOVEC ZELINSKI;DRUŠTVENI DOM;BUKOVEC ZELINSKI BB;361;207;207;206;1;0;0;0;2;0;1;1;2;0;0;0;1;66;4;0;0;28;8;2;2;12;1;0;10;1;0;0;0;0;64;0;0;0;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;29;SUHODOL ZELINSKI;KUÆA ŠKRLEC IVICE;SUHODOL ZELINSKI 8;87;44;44;44;0;0;0;0;2;0;0;0;0;0;0;0;0;6;0;0;0;8;4;1;2;2;0;0;1;0;1;0;0;1;16;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;30;GORIÈICA;KUÆA HORVAT DUBRAVKA;ZAGREBAÈKA 48, GORIÈICA;357;173;173;163;10;0;0;0;0;0;1;1;5;1;0;0;1;30;1;0;0;16;8;7;5;14;3;0;12;0;1;0;0;0;54;0;1;1;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;31;KALINJE;DRUŠTVENI DOM;KALINJE BB;206;146;146;142;4;0;0;0;1;0;3;0;7;1;2;0;1;20;2;0;0;17;11;3;2;5;0;0;1;0;0;0;0;0;64;0;2;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;32;PRETOKI;DRUŠTVENI DOM;PRETOKI BB;458;267;267;262;5;0;0;0;1;0;0;1;8;0;0;0;0;53;0;0;0;12;19;3;7;19;2;0;9;1;2;0;0;0;121;3;0;0;0;0;1;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;33;DONJE OREŠJE;DRUŠTVENI DOM;BISTRIÈKA 79, DONJE OREŠJE;434;292;292;290;2;0;4;0;1;0;0;0;9;0;1;0;3;57;0;0;1;12;5;7;3;16;1;0;2;0;0;0;0;1;166;0;0;0;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;34;GORNJE OREŠJE;DRUŠTVENI DOM;GORNJE OREŠJE BB;218;129;129;126;3;0;0;1;3;0;1;0;4;0;0;0;3;25;0;0;0;14;3;1;1;1;0;0;2;0;0;0;0;0;66;0;0;0;0;0;1;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;35;HRASTJE;DRUŠTVENI DOM;HRASTJE BB;327;210;210;205;5;0;0;0;2;0;2;0;7;0;1;0;0;62;0;0;0;17;7;2;5;9;0;0;7;0;3;0;0;0;79;0;1;0;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;36;ŽITOMIR;DRUŠTVENI DOM;ŽITOMIR BB;161;92;92;87;5;0;1;0;0;0;0;0;1;0;0;0;2;8;0;0;0;8;3;1;1;9;1;0;0;0;0;0;1;0;51;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;37;PREPOLNO;PODRUÈNA ŠKOLA;PREPOLNO 3;66;57;57;56;1;0;0;0;0;1;0;0;1;0;0;0;0;11;0;0;0;10;5;2;5;3;0;0;0;0;0;0;0;0;17;0;0;0;0;1;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;38;ZADRKOVEC;DRUŠTVENI DOM;ZADRKOVEC BB;272;170;170;167;3;0;0;0;3;1;5;0;3;0;0;1;2;26;0;0;0;29;14;2;0;9;1;0;2;0;1;0;0;0;67;0;0;0;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;39;KOMIN;DRUŠTVENI DOM;KOMIN BB;330;201;201;200;1;0;0;0;1;0;3;0;5;0;0;0;0;40;0;0;0;33;9;3;4;14;1;0;1;0;0;0;0;0;85;0;0;0;0;1;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;40;TOMAŠEVEC;DRUŠTVENI DOM;TOMAŠEVEC BB;178;127;127;124;3;0;1;0;0;0;1;0;1;0;1;0;2;40;0;0;0;2;0;3;3;10;0;1;7;0;1;0;0;0;50;0;0;0;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;41;RADOIŠÆE;PODRUÈNA ŠKOLA RADOIŠÆE;RADOIŠÆE 97;229;115;115;114;1;0;0;0;0;2;1;1;2;0;0;0;0;24;2;0;1;28;2;0;0;9;0;1;0;0;1;0;0;0;38;0;0;1;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;42;ZRINŠÆINA;DRUŠTVENI DOM;ZRINŠÆINA BB;129;55;55;52;3;0;0;0;1;0;0;0;0;0;1;0;0;15;0;0;0;8;0;0;1;1;0;1;0;0;0;0;1;0;21;0;0;0;1;0;1;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;43;SALNIK;DRUŠTVENI DOM;SALNIK BB;146;65;65;64;1;0;1;0;0;0;1;0;2;0;0;0;0;18;0;0;0;7;0;0;0;5;0;0;1;0;0;0;0;0;29;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;44;MARINOVEC ZELINSKI;DRUŠTVENI DOM;MARINOVEC ZELINSKI BB;115;84;84;83;1;0;0;0;0;0;2;1;0;0;0;0;0;21;0;0;0;8;0;1;1;7;0;0;0;0;1;0;0;0;41;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;45;ŠULINEC;DRUŠTVENI DOM;ŠULINEC BB;195;149;149;148;1;1;0;0;1;0;2;0;3;0;0;0;1;26;2;0;0;9;23;2;1;6;0;0;6;0;0;0;1;0;61;1;0;2;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;SVETI IVAN ZELINA;46;KREÈAVES;DRUŠTVENI DOM;KREÈAVES BB;219;150;150;149;1;0;0;0;0;3;2;0;4;0;1;0;1;41;0;0;0;10;11;0;1;8;1;0;3;0;0;0;0;0;60;1;0;0;1;1;0;;;;;;;;;
