Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  MILAN ŽUPANÈIÆ, prof. ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  LUKA ŽUŽENIÆ ;AKCIJA MLADIH - AM  , Nositelj liste:  ROBERT KURELIÆ  ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof. ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  BRANKO BORKOVIÆ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  DRAŽEN KELEMINEC   ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;GLAS RAZUMA  , Nositelj liste:  MILAN PERKOVAC, mg.elektronike ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  TOMISLAV POKUPÈIÆ ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ , DEMOKRATSKI CENTAR - DC  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  , Nositelj liste:  NADA LANDEKA  ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  MARIJANA PETIR ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  ANTO ÐAPIÆ  ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ  ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  PERO PAŽIN;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  MARINKO BOBINAC;NEOVISNA LISTA  , Nositelj liste:  MILAN BANDIÆ ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  DRAGICA LOVREKOVIÆ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ;ZAGREBAÈKA NEZAVISNA LISTA - ZNL  , Nositelj liste:  mr.sc. TATJANA HOLJEVAC, dipl.ing. ;ZELENA LISTA  , Nositelj liste:  MILAN LONÈAR;ZELENA STRANKA - ZS  , Nositelj liste:  mr.sc. ALJOŠA BABIÆ ;ZELENI ZAJEDNO  , Nositelj liste:  TONI VIDAN;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;48;KLOBUÈAK;PROSTORIJE M.O. KLOBUÈAK-KONTEJNER;KLOBUÈAK;78;37;37;37;0;0;1;0;0;1;0;0;0;0;1;3;0;0;0;0;0;0;2;0;0;1;0;27;0;0;0;0;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;49;LETOVANCI;DRUŠTVENI DOM M.O. LETOVANCI;LETOVANCI;49;30;29;29;0;0;0;0;0;0;2;0;0;0;0;17;0;0;2;2;3;0;0;0;0;1;1;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;50;ODRA;DRUŠTVENI DOM M.O. ODRA;ODRA;749;460;460;451;9;1;2;2;4;1;6;30;0;0;1;91;1;0;17;28;76;11;23;3;0;6;3;139;4;0;0;2;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;51;ŽABNO;"PROSTORIJE O.Š. ""BRAÆA RIBAR"", PODRUÈNA ŠKOLA ŽABNO";ŽABNO;435;311;311;306;5;0;0;2;0;8;2;10;0;2;0;68;1;1;10;13;64;6;34;0;0;2;2;77;0;0;0;0;1;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;52;GREDA;"PROSTORIJE O.Š. ""SELA"", PODRUÈNI ODJEL GREDA";GREDA;791;466;466;459;7;0;2;0;6;11;1;20;0;0;1;152;0;0;44;11;31;9;10;2;0;7;0;144;2;1;0;3;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;53;JAZVENIK;"DRUŠTVENI DOM ""ÈEŠKA BESEDA""";JAZVENIK;113;86;86;86;0;0;0;0;0;1;0;2;0;0;0;39;0;0;0;2;14;1;2;0;0;2;1;22;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;54;SELA;OSNOVNA ŠKOLA SELA;SELA;851;526;526;515;11;1;1;1;4;14;2;9;1;0;1;143;2;1;35;11;74;10;15;0;0;2;5;173;3;1;0;3;1;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;55;STARA DRENÈINA;DRUŠTVENI DOM STARA DRENÈINA;STARA DRENÈINA;181;142;142;140;2;0;1;0;0;1;1;4;2;0;2;57;0;0;10;2;17;3;2;1;0;0;1;34;0;0;0;1;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;56;STARO PRAÈNO;DRUŠTVENI DOM STARO PRAÈNO;STARO PRAÈNO;792;536;536;527;9;0;1;1;5;6;9;22;2;0;0;78;0;1;13;16;120;14;38;1;0;7;0;188;0;1;0;1;1;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;57;STUPNO;DRUŠTVENI DOM MJESNOG ODBORA STUPNO;STUPNO;464;306;306;298;8;0;1;1;0;3;0;15;0;0;1;89;1;0;12;6;52;0;15;1;0;5;4;89;0;0;0;0;1;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;58;VUROT;DRUŠTVENI DOM MJESNOG ODBORA VUROT;VUROT;80;64;64;64;0;0;0;0;0;1;0;2;0;0;0;24;0;0;2;2;12;0;2;0;0;2;3;14;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;59;BUDAŠEVO;DRUŠTVENI DOM MJESNOG ODBORA BUDAŠEVO;BUDAŠEVO;1.494;929;929;917;12;2;1;2;4;16;7;26;2;1;3;219;2;1;32;27;189;20;42;13;1;6;6;286;3;2;0;1;2;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;60;NOVO SELO PALANJEÈKO;DRUŠTVENI DOM MJESNOG ODBORA NOVO SELO PALANJEÈKO;NOVO SELO PALANJEÈKO;487;313;313;308;5;1;0;1;2;9;3;21;0;0;1;73;1;2;16;4;88;4;15;1;0;2;1;61;0;0;0;0;1;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;61;TOPOLOVAC;DRUŠTVENI DOM MJESNOG ODBORA TOPOLOVAC;TRG HRVATSKIH DRAGOVOLJACA BB;817;536;535;518;17;2;4;4;1;7;1;25;2;0;4;133;1;0;19;7;104;4;5;4;0;6;6;176;2;0;0;0;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;62;LUKAVEC POSAVSKI;DRUŠTVENI DOM MJESNOG ODBORA LUKAVEC POSAVSKI;LUKAVEC POSAVSKI;114;91;91;90;1;0;0;0;0;2;0;0;0;0;0;23;0;0;3;1;36;2;2;0;0;0;0;20;0;0;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;63;GUŠÆE;MJESNI ODBOR GUŠÆE U ZGRADI DVD GUŠÆE;GUŠÆE;387;195;195;191;4;1;1;0;1;4;0;0;2;0;0;79;1;0;4;1;30;2;7;0;0;2;0;55;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;64;ÈIGOÆ;PROSTORIJE DOBROVOLJNOG VATROGASNOG DRUŠTVA ÈIGOÆ;ÈIGOÆ;92;58;58;56;2;0;0;0;0;7;0;0;1;0;0;15;0;0;10;0;10;1;3;0;0;1;0;5;3;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;65;KRATEÈKO;DRUŠTVENI DOM MJESNOG ODBORA KRATEÈKO;KRATEÈKO;177;123;123;122;1;0;0;0;0;8;0;2;0;0;1;51;0;0;7;2;34;1;0;0;0;0;1;15;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;66;MUŽILOVÈICA;VATROGASNI DOM MUŽILOVÈICA;MUŽILOVÈICA;82;54;54;54;0;0;2;0;0;0;0;0;1;0;0;21;0;0;12;0;1;0;0;0;0;0;0;17;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;67;SUVOJ;DRUŠTVENI DOM MJESNOG ODBORA SUVOJ;SUVOJ;36;27;27;27;0;0;0;0;0;0;0;1;0;0;0;11;1;0;2;0;1;1;0;0;0;0;0;9;1;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;68;LONJA;DRUŠTVENI DOM LONJA;LONJA;96;63;63;59;4;1;2;3;1;1;0;1;0;0;0;17;1;0;8;0;10;0;1;0;0;3;0;9;0;0;0;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;69;SVINJIÈKO;PROSTORIJE MJESNOG ODBORA  VELIKO SVINJIÈKO U PODRUÈNOJ ŠKOLI;VELIKO SVINJIÈKO BB;227;132;132;132;0;0;0;1;0;1;0;2;1;0;1;38;0;1;41;4;12;0;4;0;1;0;0;25;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;SISAK;70;STARO SELO;PROSTORIJE OSNOVNE ŠKOLE;STARO SELO 99;178;43;43;42;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;36;0;0;0;0;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;1;"GRADSKA ÈETVRT ""BRAÆA RADIÆ""";DOM KULTURE GALŽENICA - PRIZEMLJE;TRG STJEPANA RADIÆA            5;1.167;759;759;739;20;1;0;1;7;11;3;34;3;0;1;226;0;0;14;33;21;36;45;23;0;4;27;239;2;1;0;3;1;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;2;BRAÆA RADIÆ;DOM KULTURE GALŽENICA-KINO DVORANA;TRG STJEPANA RADIÆA 5;833;531;531;527;4;0;0;6;1;6;1;26;4;0;1;88;1;0;11;29;11;28;38;8;1;10;7;241;1;1;3;1;1;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;3;BRAÆA RADIÆ;DJEÈJI VRTIÆ CICIBAN;KOLARA SLAVKA 39;712;483;483;477;6;1;1;1;2;3;1;33;2;0;2;90;0;0;3;20;14;18;38;15;0;9;12;207;0;0;0;1;3;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;4;BRAÆA RADIÆ;DJEÈJI VRTIÆ CICIBAN;VIDRIÆA VLADIMIRA 2;1.372;961;961;946;15;1;0;6;3;4;1;32;7;0;1;129;4;0;13;29;21;30;107;28;0;9;32;483;0;0;0;2;2;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;5;HRVATSKI VELIKANI;CVJETNO NASELJE - SKLONIŠTE;CVJETNO NASELJE 0;1.625;1.127;1.125;1.102;23;0;0;4;4;26;2;47;3;1;1;192;1;0;25;49;32;28;72;28;1;14;23;532;1;2;3;4;0;7;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;6;HRVATSKI VELIKANI;GIMNAZIJA VELIKA GORICA;KRALJA TOMAŠEVIÆA 21;1.430;997;997;983;14;1;1;5;5;1;1;36;3;0;1;173;1;0;10;41;41;47;81;33;0;11;7;473;3;0;0;3;1;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;7;HRVATSKI VELIKANI;GIMNAZIJA VELIKA GORICA;KRALJA TOMAŠEVIÆA 21;538;367;367;362;5;0;2;1;5;0;8;20;0;1;1;72;0;0;12;14;5;4;37;10;0;3;5;153;0;5;1;1;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;8;MILJENKO GRANIÆ;PROSTORIJE GRADSKE ÈETVRTI;VINKOVAÈKA 2;1.651;1.193;1.193;1.177;16;2;0;5;7;5;1;44;4;1;1;206;4;0;19;56;19;55;107;38;0;20;19;544;2;2;5;5;2;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;9;MILJENKO GRANIÆ;CENTAR ZA ODGOJ I OBRAZOVANJE VELIKA GORICA;VELIKA GORICA, ZAGREBAÈKA 90;1.612;1.052;1.040;1.025;15;1;0;2;4;13;0;51;4;1;1;178;1;0;10;34;22;45;90;40;1;20;12;485;1;3;0;3;1;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;10;MILJENKO GRANIÆ;CENTAR ZA ODGOJ I OBRAZOVANJE VELIKA GORICA;ZAGREBAÈKA 90;801;502;502;499;3;0;3;2;1;4;2;13;3;3;2;90;3;0;8;17;3;13;41;10;0;7;15;248;0;1;2;3;5;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;11;MILJENKO GRANIÆ;CENTAR ZA ODGOJ I OBRAZOVANJE DJECE I MLADEŽI;ZAGREBAÈKA 90;1.845;1.096;1.095;1.068;27;0;2;8;7;10;5;43;6;1;1;220;0;1;32;42;30;31;82;20;1;16;17;469;2;3;2;7;4;6;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;12;MILJENKO GRANIÆ;"OSNOVNA ŠKOLA ""NIKOLA HRIBAR""";RUÐER BOŠKOVIÆ 13;1.345;895;895;867;28;1;1;1;3;9;2;50;5;0;3;183;1;0;18;44;22;33;53;18;0;19;25;363;4;1;0;5;0;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;13;MILJENKO GRANIÆ;"OSNOVNA ŠKOLA ""NIKOLA HRIBAR""";RUÐER BOŠKOVIÆ 13;1.517;926;926;915;11;0;3;5;3;4;0;24;5;2;0;220;1;0;23;36;53;28;90;37;0;16;14;344;0;0;0;1;1;5;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;14;STARI GRAD;"OSNOVNA ŠKOLA ""JURJA HABDELIÆA""";ŠKOLSKA 0;1.541;1.016;1.015;993;22;0;1;1;2;13;1;44;1;0;0;193;2;0;29;40;26;48;61;38;1;10;13;449;1;4;3;2;3;7;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;15;STARI GRAD;VATROGASNI DOM;ZAGREBAÈKA 3;1.793;1.102;1.102;1.090;12;0;1;6;4;7;2;47;3;0;1;268;0;1;33;50;26;25;65;42;0;17;22;456;0;3;1;2;4;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;16;VLADIMIR NAZOR;"OSNOVNA ŠKOLA ""EUGEN KUMIÈIÆ""";PUCEKOVIÆA JOSIPA 4;1.370;929;929;914;15;4;3;2;9;9;1;35;2;3;0;186;2;0;20;20;16;35;84;16;0;14;9;423;2;4;0;8;3;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;17;VLADIMIR NAZOR;ELEKTRA;VELIKA GORICA, SLAVKA KOLARA 17;578;400;400;393;7;0;1;1;4;6;0;14;2;0;0;66;0;0;13;9;5;12;28;17;2;7;5;193;1;4;2;0;0;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;18;VLADIMIR NAZOR;"OSNOVNA ŠKOLA ""EUGEN KUMIÈIÈ""";PUCEKOVIÆA JOSIPA 4;780;534;534;520;14;0;0;0;2;7;2;25;3;1;2;86;0;0;6;12;19;10;39;9;0;10;10;269;0;0;1;5;1;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;19;VLADIMIR NAZOR;PROSTORIJE GRADSKE ÈETVRTI;SLATINSKOG MATIJE 4;1.125;763;763;742;21;2;1;3;9;4;1;26;8;0;2;123;1;0;10;23;18;20;58;12;0;11;16;383;1;2;2;2;0;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;20;KURILOVEC;VATROGASNI DOM;HORVATOVA 57;1.433;916;916;908;8;1;1;5;6;18;1;33;2;1;3;175;1;2;19;56;12;36;69;29;0;19;19;388;1;1;0;4;2;4;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;21;KURILOVEC;"PROSTORIJE NK ""UDARNIK""";SPORTSKA 0;1.690;1.118;1.118;1.096;22;0;0;5;5;20;4;49;6;3;4;231;3;0;35;44;26;27;102;16;0;16;27;456;1;3;1;4;5;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;22;PLESO;DRUŠTVENI DOM;BREŠÈENSKOG ŠANDORA 0;1.183;780;780;766;14;0;1;2;6;8;1;19;2;0;0;179;0;1;54;27;15;23;58;13;0;14;10;327;0;0;0;3;0;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;23;RAKARJE;DRUŠTVENI DOM;RAKARSKA 0;906;554;554;546;8;0;0;0;6;6;1;25;2;0;4;128;1;0;19;17;14;8;32;14;0;19;8;234;1;1;0;4;2;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;24;BAPÈE;DRUŠTVENI DOM;BAPÈA 0;107;67;67;65;2;0;0;1;1;0;0;1;3;0;0;17;1;0;3;3;2;1;6;2;0;1;1;20;0;0;0;2;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;25;BUKOVÈAK;DRUŠTVENI DOM;BUKOVÈAK 0;55;32;32;31;1;0;0;0;0;0;0;4;0;0;0;7;2;0;3;0;0;0;0;0;0;3;0;11;0;1;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;26;BUŠEVEC-NOVO SELO;OSNOVNA ŠKOLA U BUŠEVCU;BUŠEVEC 0;988;658;658;646;12;2;2;7;1;16;2;27;2;0;3;146;2;0;38;20;7;7;42;6;0;14;16;271;1;1;3;6;3;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;27;CEROVSKI VRH;DRUŠTVENI DOM;CEROVSKI VRH 0;250;125;125;124;1;0;1;1;0;2;1;2;1;0;2;28;0;0;21;2;3;4;5;5;0;2;7;34;0;2;0;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;28;ÈIÈKA POLJANA;ZGRADA BIVŠE ŠKOLE;POLJANA ÈIÈKA 81;604;365;365;359;6;0;0;1;0;7;0;7;5;0;1;53;1;0;9;14;8;5;19;2;0;12;4;207;0;0;0;1;2;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;29;ÈRNKOVEC;DRUŠTVENI DOM;ÈRNKOVEC 0;386;202;202;196;6;1;1;0;3;5;0;6;2;1;1;42;0;0;7;5;5;5;7;1;1;16;4;80;1;0;0;0;1;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;30;DONJA LOMNICA;VATROGASNI DOM;ŠKOLSKA 20;1.460;902;902;888;14;2;3;9;5;15;2;33;5;1;4;247;2;1;30;32;24;27;48;13;0;29;8;334;0;6;1;2;2;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;31;DONJE PODOTOÈJE;DRUŠTVENI DOM;PODOTOÈJE DONJE 0;309;176;176;174;2;0;0;1;3;2;0;4;2;0;1;40;0;1;2;4;5;6;13;2;0;6;1;78;2;0;0;0;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;32;DUBRANEC;DRUŠTVENI DOM;DUBRANEC 0;316;196;196;191;5;0;1;1;2;7;0;10;0;0;2;47;0;0;10;8;3;2;7;1;0;7;3;76;0;1;2;1;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;33;GORNJA LOMNICA;PROSTORIJE NK;GORNJA LOMNICA 0;427;254;248;244;4;1;0;1;2;2;4;18;1;0;0;58;1;0;11;9;7;6;15;11;0;6;5;80;1;2;1;1;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;34;GORNJE PODOTOÈJE;DRUŠTVENI DOM;PODOTOÈJE GORNJE 47;277;185;185;183;2;0;0;1;0;2;2;8;1;0;1;31;1;0;6;9;5;8;8;1;0;12;2;82;0;0;0;1;2;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;35;GRADIÆI;DRUŠTVENI DOM;GRADIÆI 0;1.692;1.054;1.052;1.033;19;0;3;3;8;10;3;32;5;0;0;264;2;1;31;33;30;40;73;32;0;13;18;420;2;1;3;5;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;36;GUDCI;DRUŠTVENI DOM;GUDCI 0;313;223;223;220;3;0;1;0;3;6;1;16;1;0;2;33;1;0;1;13;11;6;25;3;0;4;0;89;0;0;1;2;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;37;GUSTELNICA;DRUŠTVENI DOM;GUSTELNICA 0;99;58;58;57;1;0;0;1;0;3;0;0;0;0;1;15;0;0;8;2;0;3;2;0;0;1;0;21;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;38;JAGODNO;DRUŠTVENI DOM;JAGODNO 0;483;274;274;270;4;0;1;1;2;4;1;7;2;1;5;68;0;0;15;8;9;8;21;2;0;8;6;97;1;0;0;0;2;1;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;39;KOBILIÆ;DRUŠTVENI DOM;KOBILIÆ 108;502;327;327;323;4;1;0;0;2;16;0;4;2;0;0;70;2;0;20;3;7;5;24;4;0;10;1;142;4;0;0;4;2;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;40;KOSNICA;DRUŠTVENI DOM;PETINA 11;829;453;453;446;7;3;1;2;2;5;1;9;3;1;2;143;1;0;10;14;3;7;19;9;0;31;3;169;2;1;2;2;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;41;KOZJAÈA;DRUŠTVENI DOM;KOZJAÈA 0;292;170;170;166;4;0;0;0;0;7;2;6;0;0;0;35;0;0;17;8;5;4;8;1;0;4;4;60;2;1;0;0;2;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;42;KUÈE;DRUŠTVENI DOM;PETROVA 20;1.172;718;718;707;11;0;3;5;5;17;5;23;4;2;3;114;3;1;35;52;30;21;45;13;1;27;7;282;0;2;1;2;2;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;43;LAZINA;DRUŠTVENI DOM;LAZINA 0;475;300;300;295;5;0;4;0;0;8;2;10;2;0;1;50;0;0;28;8;5;18;24;2;0;8;5;114;0;0;0;6;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;44;LEKNENO-TRNJE;"SPORTSKI DOM NK ""BUDUÆNOST"" (NOGOMETNO IGRALIŠTE)";VELIKOGORIÈKA                  0;399;193;193;187;6;0;0;0;2;2;0;9;0;0;1;58;1;0;5;2;2;5;12;5;0;15;1;63;0;0;0;2;2;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;45;LUKAVEC;DRUŠTVENI DOM;DOLENJSKA 1;1.052;741;741;734;7;0;1;3;2;21;3;24;5;0;0;127;0;1;20;15;14;18;47;12;0;25;11;381;1;1;0;1;1;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;46;MARKUŠEVEC;DRUŠTVENI DOM;MARKUŠEVEC 0;296;179;179;176;3;1;0;0;1;9;0;1;3;0;0;36;0;0;8;7;4;9;6;0;0;7;4;75;0;0;3;0;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;47;MIÈEVEC;DRUŠTVENI DOM;MIÆEVEC 0;1.057;670;663;649;14;0;3;3;6;13;1;19;2;0;3;128;0;3;53;15;19;16;54;3;0;27;16;252;1;2;3;4;1;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;48;MRACLIN;DRUŠTVENI DOM;BRAÆE RADIÆA 0;958;669;669;663;6;2;1;5;3;22;2;22;1;2;5;138;0;0;82;28;17;9;48;7;3;9;13;238;2;0;0;1;1;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;49;NOVO ÈIÈE;OSNOVNA ŠKOLA;VELIKOGORIÈKA 0;1.159;670;670;664;6;0;2;1;6;8;2;32;4;0;3;126;2;0;20;25;17;21;54;9;0;27;6;286;1;2;1;0;6;3;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;50;OGULINEC;DRUŠTVENI DOM;OGULINEÈKA 0;271;159;159;158;1;0;1;0;5;3;0;3;1;0;1;33;1;0;15;5;9;4;14;1;0;3;0;53;1;0;1;2;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;51;OKUJE;PROSTORIJE MJESNOG ODBORA;OKUJE 0;381;258;258;252;6;0;2;1;3;11;4;5;2;4;1;52;0;0;17;9;7;2;23;11;0;4;1;90;1;0;2;0;0;0;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;52;PETROVINA;DRUŠTVENI DOM;PETROVINA 0;544;351;351;341;10;2;1;1;2;2;1;10;2;1;0;94;1;0;8;13;7;11;14;10;0;13;5;139;2;0;0;0;0;2;;;;;;;;;;;;;;;;;
VI. IZBORNA JEDINICA;VELIKA GORICA;53;RAKITOVEC;VATROGASNI DOM;RAKITOVEC 0;562;345;345;340;5;0;1;2;1;8;0;6;0;0;1;70;1;0;23;14;8;7;30;6;0;9;3;145;1;0;0;1;0;3;;;;;;;;;;;;;;;;;
