Izborna jedinica;Grad / Opæine;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  STJEPAN VUJANIÆ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  MARIJAN FERIÆ ;AKCIJA MLADIH - AM  , Nositelj liste:  BOJAN KURELIÆ ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU , LISTA ZA RIJEKU - LISTA-RI  , Nositelj liste:  ZLATKO KLARIÆ, prof.;AKCIJA ZA BOLJU HRVATSKU - ABH , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  mr.sc. ŽELJKO SAÈIÆ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  NATKO KOVAÈEVIÆ, dr.med.vet.;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  , Nositelj liste:  NATAŠA SRDOÈ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS , ZELENA STRANKA - ZS , STRANKA PENZIONERA - SP  , Nositelj liste:  mr.sc. BOŽIDAR PANKRETIÆ  ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  JELENA ÆORIÆ MUDROVÈIÆ  ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  IGOR GALOVIÆ;NEOVISNA LISTA  , Nositelj liste:  MILAN BANDIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , DEMOKRATSKA PRIGORSKO-ZAGREBAÈKA STRANKA - DPS  , Nositelj liste:  IVAN PERNAR;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  MILORAD MRVOŠ, prof.   ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;ZAGREBAÈKA NEZAVISNA LISTA - ZNL  , Nositelj liste:  mr.sc. TATJANA HOLJEVAC, dipl.ing.  ;ZELENA LISTA  , Nositelj liste:  DARKO MRZLEÈKI ;ZELENI ZAJEDNO  , Nositelj liste:  MARIJA PERUŠIÆ, struè.spec.oec.  ;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SVETA NEDELJA;6;MALA GORICA-SREBRNJAK;DRUŠTVENI DOM MALA GORICA;MALA GORICA, A. ŠENOE BB;662;382;382;369;13;0;2;1;1;2;0;9;1;60;1;0;88;13;9;20;15;1;0;8;4;3;128;1;0;0;1;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SVETA NEDELJA;7;SVETA NEDELJA;GRADSKA ZGRADA U SVETOJ NEDELJI;TRG ANTE STARÈEVIÆA 5;1.226;828;828;811;17;0;2;3;4;3;0;55;5;134;0;0;28;40;21;20;85;12;0;14;28;14;332;2;3;0;5;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SVETA NEDELJA;8;SVETONEDELJSKI BREG;U STAROJ KUÆI ÐURE VOJVODIÆA;SVETONEDELJSKI BREG 45;147;89;89;88;1;0;1;1;0;0;0;3;2;25;1;0;8;7;1;4;3;1;0;2;0;1;28;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SVETA NEDELJA;9;JAGNJIÆ DOL;DRUŠTVENI DOM JAGNJIÆ DOL;JAGNJIÆ DOL, IVANSKA BB;421;249;249;241;8;0;1;1;4;2;0;12;0;57;1;1;42;7;10;1;14;0;0;4;6;2;71;0;0;2;3;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SVETA NEDELJA;10;NOVAKI;DRUŠTVENI DOM NOVAKI;NOVAKI, NOVAÈKA 16;1.065;693;693;681;12;1;0;2;1;9;2;31;2;107;0;0;30;29;10;40;52;11;2;16;11;6;311;1;0;1;4;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SVETA NEDELJA;11;NOVAKI;DRUŠTVENI DOM NOVAKI;NOVAKI, NOVAÈKA 16;684;458;458;455;3;0;0;2;3;2;1;27;4;111;0;1;26;22;14;19;29;5;0;3;6;1;176;0;1;1;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SVETA NEDELJA;12;OREŠJE;DRUŠTVENI DOM  OREŠJE;OREŠJE, TRG LIPA 1;869;585;585;573;12;0;1;7;1;3;6;53;2;94;0;0;27;27;20;19;40;7;0;5;4;5;242;0;0;2;4;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SVETA NEDELJA;13;RAKITJE;PODRUÈNA ŠKOLA RAKITJE;RAKITJE, ŠKOLSKA 12;936;601;596;586;10;0;2;6;1;2;1;20;8;108;3;0;25;25;18;41;36;5;0;8;8;5;258;0;1;2;2;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SVETA NEDELJA;14;RAKITJE;PODRUÈNA ŠKOLA RAKITJE;RAKITJE, ŠKOLSKA 12;1.154;753;753;744;9;0;4;6;2;5;9;17;8;142;0;0;46;26;28;44;58;7;1;16;15;5;297;0;0;4;2;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SVETA NEDELJA;15;STRMEC;PODRUÈNA ŠKOLA STRMEC;STRMEC, ŠKOLSKA 13;1.041;712;712;701;11;1;0;5;8;10;1;47;3;87;1;0;66;34;19;33;46;4;0;16;12;9;290;1;1;2;4;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SVETA NEDELJA;16;STRMEC;PODRUÈNA ŠKOLA STRMEC;STRMEC, ŠKOLSKA 13;1.238;813;813;800;13;0;2;8;3;2;0;43;6;131;5;0;67;33;24;22;62;12;0;21;11;10;325;3;0;4;6;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SVETA NEDELJA;17;STRMEC;PODRÈNA ŠKOLA STRMEC;STRMEC, ŠKOLSKA 13;1.087;708;708;701;7;2;4;2;2;2;4;26;1;145;0;0;48;35;23;19;53;7;2;14;20;4;281;0;0;2;2;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;VRBOVSKO;1;BIRAÈKO MJESTO BR. 1;DOM KULTURE JABLAN;ULICA JABLAN;180;127;127;125;2;0;0;2;0;2;1;6;0;34;1;0;6;3;23;4;4;1;0;2;0;0;32;2;0;0;1;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;VRBOVSKO;2;BIRAÈKO MJESTO BR. 2;PODRUÈNA ŠKOLA SENJSKO;VRBOVSKO, SENJSKO 108;456;307;307;301;6;0;1;1;4;3;12;23;0;88;0;1;9;4;12;12;14;0;0;2;7;4;100;2;0;0;1;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;VRBOVSKO;3;BIRAÈKO MJESTO BR. 3;ZGRADA ŠUMARIJE VRBOVSKO;VRBOVSKO, IVANA GORANA KOVAÈIÆA 21;587;384;384;377;7;2;1;1;6;1;2;36;2;70;1;0;8;3;9;8;23;3;1;7;2;2;182;1;1;0;4;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;VRBOVSKO;4;BIRAÈKO MJESTO BR. 4;PROSTORIJE OSNOVNE ŠKOLE IVANA GORANA KOVAÈIÆA U VRBOVSKOM;VRBOVSKO, KRALJA TOMISLAVA 18;758;519;519;511;8;2;2;4;4;1;9;31;4;127;0;0;6;10;10;11;15;2;0;11;5;4;247;1;1;0;2;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;VRBOVSKO;5;BIRAÈKO MJESTO BR. 5;VATROGASNI DOM BLAŽEVCI;BLAŽEVCI;132;83;83;82;1;0;0;0;2;1;0;1;1;35;1;0;6;1;1;3;1;1;0;3;0;2;22;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;VRBOVSKO;6;BIRAÈKO MJESTO BR. 6;DOM KULTURE LUKOVDOL;LUKOVDOL;293;139;139;134;5;0;0;1;1;1;0;8;0;47;0;0;6;2;3;5;1;3;0;0;5;2;48;0;0;1;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;VRBOVSKO;7;BIRAÈKO MJESTO BR. 7;DOM KULTURE SEVERIN NA KUPI;SEVERIN NA KUPI 8;452;273;273;268;5;0;1;1;2;1;2;13;3;78;0;0;9;2;9;5;7;0;0;0;3;0;129;0;1;1;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;VRBOVSKO;8;BIRAÈKO MJESTO BR. 8;PODRUÈNA ŠKOLA VELIKI JADRÈ;VELIKI JADRÈ;224;128;128;124;4;0;1;0;1;1;2;6;0;46;0;0;5;4;5;2;4;0;0;0;0;1;44;1;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;VRBOVSKO;9;BIRAÈKO MJESTO BR. 9;DOM KULTURE GOMIRJE;GOMIRJE, ULICA JOVE MAMULE;274;202;202;197;5;1;0;2;1;0;0;14;1;8;0;1;2;1;0;0;6;0;2;1;1;2;150;2;0;1;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;VRBOVSKO;10;BIRAÈKO MJESTO BR. 10;BIVŠA PODRUÈNA ŠKOLA LJUBOŠINA;ULICA LJUBOŠINA;110;90;90;90;0;0;0;1;3;0;0;3;1;4;0;0;3;1;0;0;3;0;0;2;0;1;67;0;0;0;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;VRBOVSKO;11;BIRAÈKO MJESTO BR. 11;PROSTORIJE DOMA UMIROVLJENIKA MORAVICE;MORAVICE, ULICA GORANSKA;585;405;405;399;6;0;1;2;7;1;0;9;1;39;1;0;4;0;7;1;18;0;0;1;1;7;296;2;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;VRBOVSKO;12;BIRAÈKO MJESTO BR. 12;PROSTORIJE PODRUÈNE ŠKOLE MORAVICE;MORAVICE, ULICA DOKMANOVIÆI;228;162;162;162;0;1;0;3;1;0;0;2;1;7;0;0;1;2;1;0;3;0;0;0;3;2;131;1;3;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;1;BUZIN;PROSTORIJE MJESNOG ODBORA;BUZINSKA CESTA 20;880;593;571;560;11;2;1;3;2;1;1;25;8;127;2;2;10;24;13;21;38;4;0;24;15;6;217;1;0;5;4;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;2;HRELIÆ;OŠ DUGAVE;ŠKOLSKI PRILAZ 7;2.263;1.562;1.478;1.465;13;0;2;7;10;10;1;55;10;270;3;1;10;83;39;44;85;28;1;47;50;11;669;3;0;5;8;13;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;3;JAKUŠEVEC;PROSTORIJE MJESNOG ODBORA;GATA 1;1.745;1.153;1.153;1.144;9;1;2;10;4;14;1;35;4;142;0;0;38;57;36;35;104;15;2;80;26;9;518;0;0;3;7;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;4;VELIKO POLJE;PROSTORIJE MJESNOG ODBORA;VELIKOPOLJSKA 9G;1.573;928;928;918;10;2;1;7;2;4;0;60;4;208;0;0;10;61;36;39;64;24;1;44;23;2;316;0;0;1;2;7;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;5;BLATO;PROSTORIJE MJESNOG ODBORA;KARLOVAÈKA CESTA 195B;2.193;1.354;1.350;1.333;17;4;3;6;2;5;3;48;6;268;2;1;42;64;34;43;91;34;2;57;23;12;558;3;0;7;9;6;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;6;BOTINEC;OŠ BRAÆE RADIÆA;ŠENOINE BRANKE 22;1.278;799;799;788;11;3;3;1;5;7;7;29;2;134;2;1;19;28;27;30;75;16;0;53;18;6;304;5;0;6;5;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;7;BOTINEC;OŠ BRAÆE RADIÆA;ŠENOINE BRANKE 22;1.285;891;891;876;15;1;0;1;9;12;3;25;6;198;0;0;12;23;18;48;47;13;0;52;5;9;379;2;0;2;7;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;8;BOTINEC;OŠ BRAÆE RADIÆA;ŠENOINE BRANKE 22;1.435;933;933;917;16;2;0;8;7;10;2;41;5;183;0;0;25;38;26;35;73;20;0;37;25;12;346;1;0;7;6;8;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;9;ÈEHI;PROSTORIJE MJESNOG ODBORA;SLAVKA ÈORA 37;648;425;418;402;16;3;1;0;5;11;1;21;2;84;0;0;23;11;7;8;18;4;0;32;3;6;154;2;0;4;2;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;10;HRAŠÆE;PROSTORIJE MJESNOG ODBORA;TRG JURJA MULIHA 8;1.041;683;683;668;15;1;1;3;3;6;1;24;1;163;0;0;21;37;25;15;40;10;1;43;4;14;245;2;1;3;2;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;11;HRVATSKI LESKOVAC;PROSTORIJE MJESNOG ODBORA;TRG HRV. BRANITELJA DOM. RATA 2;2.135;1.394;1.352;1.327;25;5;6;4;6;15;2;71;4;287;2;1;36;52;71;46;98;20;2;77;37;13;441;0;0;13;13;5;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;12;JEŽDOVEC;OŠ JEŽDOVEC;JEŽDOVEÈKA 34;1.497;753;753;738;15;2;2;2;1;4;3;24;3;137;0;0;16;32;19;26;42;9;0;112;11;8;277;0;1;1;4;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;13;KAJZERICA;PROSTORIJE MJESNOG ODBORA;PODBREŽJE IV. 5;1.554;1.072;1.029;1.013;16;0;1;1;1;6;2;49;4;162;1;1;10;59;20;41;93;21;0;50;27;10;427;2;0;6;15;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;14;KAJZERICA;PROSTORIJE MJSNOG ODBORA;PODBREŽJE IV. 5;1.794;1.122;1.120;1.105;15;0;3;5;4;5;0;45;6;178;0;0;14;61;16;36;73;26;0;43;46;1;518;0;0;11;11;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;15;LANIŠTE;PROSTORIJE MJESNOG ODBORA;LANIŠTE 12C;1.358;820;798;785;13;0;1;1;2;15;2;35;0;271;2;0;4;33;34;41;44;14;0;26;14;7;220;0;0;8;9;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;16;LANIŠTE;PROSTORIJE MJESNOG ODBORA;LANIŠTE 12C;1.448;843;841;834;7;0;3;5;2;7;3;29;1;227;3;0;10;26;30;33;53;23;0;47;20;6;285;2;0;6;8;5;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;17;LUÈKO;PROSTORIJE MJESNOG ODBORA;UNÈANSKA 2;1.531;878;878;866;12;0;5;5;4;11;2;55;1;176;1;0;17;24;27;23;45;17;0;66;13;6;360;0;0;3;2;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;18;LUÈKO;PROSTORIJE MJESNOG ODBORA;UNÈANSKA 2;1.635;903;903;886;17;1;2;3;2;12;2;50;4;185;2;1;14;29;36;34;42;19;1;60;10;3;360;1;1;2;5;5;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;19;MALA MLAKA;PROSTORIJE MJESNOG ODBORA;MALOMLAÈKA 91;495;340;340;339;1;1;0;1;2;0;2;13;2;101;0;0;5;10;8;10;25;5;0;9;3;1;137;0;0;0;1;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;20;ODRA;PROSTORIJE MJESNOG ODBORA;ODRANSKA 82;1.417;935;935;923;12;1;2;7;3;5;3;27;2;229;1;1;30;48;29;35;62;16;0;39;9;2;357;2;0;4;5;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;21;REMETINEC;CENTAR ZA KULTURU NOVI ZAGREB;TRG NARODNE ZAŠTITE 2;2.004;1.316;1.279;1.264;15;0;3;0;5;2;2;57;6;232;1;2;32;63;30;38;116;24;0;36;33;5;539;2;17;7;5;7;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;22;REMETINEC;CENTAR ZA KULTURU NOVI ZAGREB;TRG NARODNE ZAŠTITE 2;1.787;1.159;1.158;1.137;21;2;3;2;3;6;2;45;4;176;3;0;15;49;42;22;97;14;1;44;27;7;554;3;1;8;3;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;23;SAVSKI GAJ;DJEÈJI VRTIÆ REMETINEC;NEHRUOV TRG 34A;1.522;1.046;990;975;15;0;1;3;5;3;2;40;5;175;1;2;11;34;21;19;61;19;0;40;38;10;471;5;0;4;2;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;24;SAVSKI GAJ;DJEÈJI VRTIÆ REMETINEC;NEHRUOV TRG 34A;1.526;967;960;941;19;0;3;6;6;3;1;47;8;176;1;2;8;45;38;32;83;20;1;29;20;7;385;4;0;5;7;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;25;SAVSKI GAJ;DJEÈJI VRTIÆ REMETINEC;NEHRUOV TRG 34A;1.589;877;877;867;10;2;3;4;5;4;2;25;10;170;0;2;4;60;22;35;64;19;2;28;28;3;363;0;0;3;7;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;26;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA 42;1.678;916;916;899;17;0;3;1;4;1;1;39;5;233;1;2;19;38;30;24;64;15;0;85;12;3;304;3;0;6;3;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;27;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA 42;1.640;973;973;958;15;0;1;4;5;9;1;46;3;169;1;0;18;56;37;32;68;18;1;60;24;2;384;1;1;9;4;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;28;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA 42;1.647;892;892;878;14;1;2;5;5;3;1;35;3;205;1;3;27;30;25;21;54;18;1;69;14;7;343;1;0;0;1;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;29;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA 42;1.571;771;770;759;11;0;1;2;3;5;0;27;3;211;0;0;8;21;23;28;30;13;1;77;4;9;288;1;1;1;1;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;30;SVETA KLARA;OŠ SVETA KLARA;MRKŠINA 42;1.597;797;797;783;14;0;0;3;1;3;1;31;3;221;1;0;18;26;24;32;31;17;0;63;15;4;271;0;0;13;1;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;31;TRNSKO;OŠ TRNSKO;TRNSKO 25;1.199;782;782;771;11;0;2;2;7;8;1;25;1;134;1;1;15;26;13;17;57;9;0;36;14;3;373;1;0;6;13;6;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;32;TRNSKO;OŠ TRNSKO;TRNSKO 25;1.132;773;773;761;12;1;2;2;11;5;0;51;5;102;1;2;10;33;17;11;66;7;0;21;15;8;376;1;0;6;4;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;33;TRNSKO;OŠ TRNSKO;TRNSKO 25;1.247;846;846;826;20;0;3;3;5;2;1;31;1;152;2;0;4;27;17;11;68;9;0;37;21;10;397;4;1;6;13;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;34;TRNSKO;OŠ TRNSKO;TRNSKO 25;1.275;855;855;843;12;0;5;4;7;5;1;34;3;142;1;1;8;35;15;27;72;15;1;26;22;7;396;5;0;5;1;5;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;35;GAJEVO;OŠ IVANA MEŠTROVIÆA;MARTINA PUŠTEKA 1;1.215;783;783;777;6;0;4;7;1;7;2;41;4;148;0;1;8;41;13;28;47;14;1;32;29;7;328;2;0;3;4;5;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;36;GAJEVO;OŠ IVANA MEŠTROVIÆA;MARTINA PUŠTEKA 1;1.058;793;744;726;18;0;0;0;0;5;0;34;5;141;1;0;4;41;16;23;49;16;1;15;20;1;339;1;0;5;4;5;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;37;GAJEVO;OŠ IVANA MEŠTROVIÆA;MARTINA PUŠTEKA 1;1.160;792;792;777;15;1;2;3;4;3;1;36;6;144;0;0;3;35;16;26;61;20;1;10;21;5;369;1;0;3;6;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;38;GAJEVO;OŠ IVANA MEŠTROVIÆA;MARTINA PUŠTEKA 1;1.025;766;766;760;6;0;3;0;5;2;0;20;2;122;0;0;7;32;19;19;53;16;0;13;26;4;394;4;0;1;14;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;39;GAJEVO;OŠ IVANA MEŠTROVIÆA;MARTINA PUŠTEKA 1;1.051;768;768;757;11;0;0;2;0;6;0;39;4;141;0;0;7;34;25;28;76;15;0;9;27;3;327;0;0;7;5;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;40;GAJEVO;OŠ IVANA MEŠTROVIÆA;MARTINA PUŠTEKA 1;1.117;783;783;773;10;0;1;6;1;2;0;42;3;112;2;0;8;29;18;17;53;10;1;22;27;8;387;1;0;7;11;5;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;41;GAJEVO;OŠ IVANA MEŠTROVIÆA;MARTINA PUŠTEKA 1;1.180;795;795;783;12;0;0;5;4;5;1;30;2;137;1;1;6;34;26;15;54;19;1;15;29;3;378;1;0;11;2;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;42;JARUN;PROSTORIJE MJESNOG ODBORA;HRGOVIÆI 57A;1.278;851;851;838;13;1;1;2;4;4;1;51;2;118;0;0;9;46;28;32;51;17;1;15;21;1;419;1;0;3;7;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;43;JARUN;PROSTORIJE MJESNOG ODBORA;HRGOVIÆI 57A;1.090;769;769;762;7;0;0;1;3;1;0;38;1;115;1;0;7;29;15;22;67;20;0;14;23;3;388;4;0;2;5;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;44;JARUN;OŠ BARTOLA KAŠIÆA;VRISNIÈKA 4;1.416;975;975;956;19;1;0;3;3;10;4;50;3;167;0;0;15;50;36;29;66;32;0;31;21;5;417;0;1;7;1;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;45;JARUN;OŠ BARTOLA KAŠIÆA;VRISNIÈKA 4;1.444;1.025;1.025;1.013;12;1;3;3;2;10;1;44;1;179;5;0;17;64;38;29;74;23;0;12;21;4;457;1;1;10;5;8;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;46;JARUN;OŠ BARTOLA KAŠIÆA;VRISNIÈKA 4;1.332;964;908;892;16;0;1;3;2;7;0;32;2;149;1;0;11;48;30;27;48;19;0;17;28;6;450;1;0;4;5;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;47;JARUN;OŠ BARTOLA KAŠIÆA;VRISNIÈKA 4;1.239;817;817;811;6;0;3;4;5;8;5;41;5;137;0;0;9;24;26;32;64;38;1;21;17;2;351;3;1;6;5;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;48;JARUN;OŠ BARTOLA KAŠIÆA;VRISNIÈKA 4;1.381;929;928;918;10;0;3;5;1;3;3;45;5;171;1;0;17;41;19;39;84;25;0;27;22;6;381;1;1;8;9;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;49;JARUN;OŠ BARTOLA KAŠIÆA;VRISNIÈKA 4;1.420;881;852;833;19;0;1;1;2;2;4;34;5;160;3;0;8;38;27;31;79;14;0;28;22;3;354;2;0;5;3;7;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;ZAGREB-JUŽNI DIO;50;PREÈKO;DJEÈJI VRTIÆ PREÈKO;MARIJANE RADEV 1;1.076;764;764;750;14;0;0;3;3;8;0;24;3;120;1;2;13;22;24;15;45;12;1;26;20;5;395;1;0;5;2;0;;;;;;;;;;;;;;;;;
