Izborna jedinica;Grad / opæine;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  ,  Nositelj liste:  VLADIMIR PAVLETIÆ, dipl.ing.graditeljstva;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  ANTONIO BARNJAK;AKCIJA MLADIH - AM  , Nositelj liste:  IRENA PERIÆ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , SPLITSKA STRANKA UMIROVLJENIKA - SSU , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH  , Nositelj liste:  MATE BULJUBAŠIÆ ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  IVAN PERNAR;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  MIŠO VERAJA ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DALMATINSKA LIBERALNA STRANKA - DLS  , Nositelj liste:  ANTE TEŠIJA;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;GLAS RAZUMA  , Nositelj liste:  STJEPAN RADILOVIÆ, dipl. organizator poslovanja ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ , HRVATSKA GRAÐANSKA STRANKA - HGS  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ ;HRVATSKA SELJAÈKA STRANKA - HSS , ZELENA STRANKA - ZS , STRANKA PENZIONERA - SP  , Nositelj liste:  mr.sc. STIPO GABRIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  VEDRAN UJEVIÆ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  MARTINA SUÈIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. STIPISLAV JADRIJEVIÆ, dr.med.;NEOVISNA LISTA  , Nositelj liste:  STEVKO MARINKOVIÆ;NEOVISNA LISTA  , Nositelj liste:  JURICA TUCAK;NEOVISNA LISTA  , Nositelj liste:  NIKO VISKOVIÆ, dr.med. ;NEOVISNA LISTA  , Nositelj liste:  SINIŠA VUCO;NOVA HRVATSKA - NH  , Nositelj liste:  BORKO ŠAMIJA;OBITELJSKA STRANKA - OS  , Nositelj liste:  IVICA ŠKILJO  ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ;SOCIJALISTIÈKA PARTIJA HRVATSKE - SPH  , Nositelj liste:  dr.sc. SLOBODAN MARKO BEROŠ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  RANKO ADORIÆ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ;ZELENA LISTA  , Nositelj liste:  IVICA SUMIÆ ;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;BRELA;2;BRELA;"OSNOVNA ŠKOLA ""DR. FRANJE TUÐMANA""";ULICA SV. JURJA BROJ 1;1.603;931;931;922;9;1;4;3;1;1;1;19;3;8;6;296;16;18;8;16;47;17;11;1;119;9;0;1;0;10;1;1;294;0;1;1;2;6;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;CISTA PROVO;1;ARŽANO;OSNOVNA ŠKOLA;ARŽANO;544;222;222;221;1;0;0;0;0;1;0;4;0;0;2;153;2;0;2;18;18;0;0;0;7;4;0;0;0;1;0;0;8;0;0;0;1;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;CISTA PROVO;2;BIORINE;PODRUÈNA ŠKOLA;BIORINE;187;108;108;107;1;1;2;0;0;1;0;2;0;0;0;72;0;1;1;3;7;0;0;0;7;0;1;0;0;0;0;0;9;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;CISTA PROVO;3;CISTA PROVO;STARA PODRUÈNA ŠKOLA CISTA PROVO;CISTA PROVO;458;270;270;265;5;0;0;0;0;1;3;0;0;0;1;207;1;2;3;19;12;1;5;0;2;0;0;0;0;0;0;0;7;0;0;0;1;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;CISTA PROVO;4;CISTA VELIKA;OSNOVNA ŠKOLA;CISTA VELIKA;885;373;373;363;10;1;0;1;2;3;0;3;1;1;1;270;3;3;3;10;25;3;0;2;9;1;0;0;0;5;0;1;12;0;0;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;CISTA PROVO;5;DOBRANJE;PODRUÈNA ŠKOLA;DOBRANJE;219;105;105;105;0;0;0;0;0;0;1;0;0;0;0;89;0;1;0;3;5;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;CISTA PROVO;6;SVIB;PODRUÈNA ŠKOLA;SVIB;624;224;224;222;2;0;0;0;1;0;0;1;1;0;0;154;0;0;2;14;18;3;1;2;9;3;1;0;0;0;0;0;12;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;CISTA PROVO;7;SVIBIÆ;PODRUÈNA ŠKOLA;SVIBIÆ;139;73;73;71;2;0;0;1;0;0;0;0;0;0;0;49;0;0;0;2;11;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUBROVAÈKO PRIMORJE;1;MAJKOVI;ZGRADA ŠKOLE MAJKOVI;MAJKOVI BB;158;96;96;91;5;0;0;0;0;0;0;3;1;1;1;35;1;6;6;1;6;4;1;0;5;0;0;0;0;0;0;0;20;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUBROVAÈKO PRIMORJE;2;GRBLJAVA;KUÆA  G-ÐE RADMILE PITAREVIÆ;GRBLJAVA BR.2;65;33;33;32;1;0;0;0;0;0;0;2;1;0;0;17;1;0;0;0;3;1;0;0;1;1;0;0;0;0;0;0;4;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUBROVAÈKO PRIMORJE;3;SLANO;ZGRADA DJEÈJEG VRTIÆA;SLANO BB;605;348;344;338;6;1;0;1;1;1;2;7;1;0;0;138;1;10;6;6;25;5;2;0;13;0;0;1;1;8;0;0;104;1;0;0;1;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUBROVAÈKO PRIMORJE;4;BANIÆI;EX ŠKOLA BANIÆI;BANIÆI BB;157;112;112;110;2;0;0;0;1;1;1;0;0;2;1;63;0;0;0;0;13;0;0;0;6;0;0;1;0;0;0;0;20;1;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUBROVAÈKO PRIMORJE;5;TRNOVA;SEOSKA ÈITAONICA;TRNOVA BB;52;41;41;40;1;0;0;0;0;3;0;0;0;0;0;16;0;0;4;0;5;0;0;0;1;0;0;0;0;1;0;0;10;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUBROVAÈKO PRIMORJE;6;MRAVINCI;SEOSKA ÈITAONICA;MRAVINCI BB;58;43;43;40;3;0;0;0;0;0;0;0;0;0;0;12;0;7;0;0;11;0;2;0;1;0;0;0;0;0;0;0;5;0;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUBROVAÈKO PRIMORJE;7;ÈEPIKUÆE;"""PERIÆ KLANAC""";ÈEPIKUÆE BB;76;44;44;41;3;0;0;0;0;1;0;0;1;0;0;14;0;1;0;1;6;0;0;0;3;0;0;0;0;3;0;0;11;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUBROVAÈKO PRIMORJE;8;TRNOVICA;ZGRADA  OSNOVNE ŠKOLE TRNOVICA;TRNOVICA BB;33;24;24;23;1;0;0;0;0;1;0;0;0;0;0;8;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;10;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUBROVAÈKO PRIMORJE;9;TOÈIONIK;ZGRADA ŠKOLE;TOÈIONIK;27;19;19;17;2;0;0;0;0;0;0;1;0;0;0;9;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUBROVAÈKO PRIMORJE;10;LISAC;ZGRADA ŠKOLE  LISAC;LISAC BB;78;47;47;44;3;0;0;0;0;0;0;0;0;0;0;28;0;2;0;0;1;1;0;0;1;0;0;0;0;0;0;0;11;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUBROVAÈKO PRIMORJE;11;DOLI;DOM ZADUŽBINE MIHANOVIÆ U DOLIMA;DOLI BB;220;141;141;141;0;0;1;3;2;1;0;4;0;1;0;36;0;5;1;2;7;2;0;0;6;0;0;0;0;0;0;0;70;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUBROVAÈKO PRIMORJE;12;VISOÈANI;SEOSKI DOM U VISOÈANIMA;VISOÈANI BB;119;100;100;97;3;0;0;0;0;0;0;0;0;0;1;72;0;1;2;1;5;2;0;0;0;0;0;0;0;0;0;0;12;0;0;1;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUBROVAÈKO PRIMORJE;13;SMOKOVLJANI;OSNOVNA ŠKOLA SMOKOVLJANI;SMOKOVLJANI BB;90;52;52;48;4;0;1;0;0;0;0;0;0;0;0;20;0;0;0;0;6;0;1;0;0;1;0;1;0;0;0;0;17;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUBROVAÈKO PRIMORJE;14;OŠLJE;ZGRADA ŠKOLE U OŠLJU;OŠLJE BB;116;73;73;69;4;0;0;0;0;0;0;0;0;3;0;31;0;2;0;1;2;1;0;0;1;0;0;0;1;0;0;0;25;1;1;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUBROVAÈKO PRIMORJE;15;STUPA;BOÆARSKI DOM U STUPI;STUPA BB;71;49;49;47;2;0;0;0;0;0;0;0;0;0;0;21;0;1;1;2;3;0;0;2;3;4;0;0;0;1;0;0;9;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUBROVAÈKO PRIMORJE;16;TOPOLO;ZGRADA ŠKOLE U TOPOLOM;TOPOLO BB;141;91;91;90;1;0;0;0;0;1;0;0;2;0;0;27;3;12;0;9;5;4;1;0;3;1;0;0;0;1;0;0;20;1;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUBROVAÈKO PRIMORJE;17;IMOTICA;ZGRADA STRANJ EX ŠKOLA - IMOTICA;IMOTICA BB;106;53;53;51;2;0;0;0;0;0;0;1;0;0;0;17;0;0;0;0;3;0;1;0;0;0;0;0;0;2;0;0;27;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUBROVAÈKO PRIMORJE;18;ŠTEDRICA;KUÆA GOSP. NIKO BORE;ŠTEDRICA BB;46;43;43;42;1;0;0;0;0;0;0;0;0;0;0;33;0;3;0;0;3;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUGI RAT;1;DUÆE-GOLUBINKA;PLAŽNI OBJEKT CASPER;POLJIÈKA CESTA;790;395;395;386;9;0;1;0;1;1;0;3;0;2;1;147;8;3;8;21;33;13;1;0;44;6;0;0;0;7;0;1;82;1;0;0;1;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUGI RAT;2;DUÆE-ROGAÈ;TURIST BIRO DUÆE;POLJIÈKA CESTA, VAVLJE 2;794;416;416;409;7;1;0;4;1;0;2;5;0;2;0;138;8;5;23;21;20;10;6;0;62;4;0;0;0;5;0;1;86;1;1;0;0;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUGI RAT;3;DUGI RAT I;PROSTORIJE KUD-A DALMACIJA;ULICA POLJIÈKA CESTA 133;1.134;675;668;655;13;2;2;2;3;2;0;15;0;3;0;179;13;8;12;14;31;19;6;2;94;11;0;0;0;14;0;0;217;1;0;0;1;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUGI RAT;4;DUGI RAT II;ZGRADA OPÆINE DUGI RAT;POLJIÈKI TRG 1;1.273;773;773;759;14;1;2;8;5;5;1;12;1;5;4;183;23;12;8;15;32;27;12;0;129;7;1;0;2;12;1;3;245;1;1;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUGI RAT;5;ORIJ I MALI RAT;OSNOVNA ŠKOLA JESENICE;ÐAÈKI PUT 10;726;394;394;385;9;0;1;3;2;1;0;10;1;1;2;130;13;7;7;9;39;12;5;1;41;2;0;0;0;2;0;0;94;0;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUGI RAT;6;SUMPETAR I SUHI POTOK;TURIST BIRO SUMPETAR;POLJIÈKA CESTA 24;865;422;422;418;4;0;0;1;1;0;0;10;0;0;1;142;12;7;8;17;28;14;6;0;61;7;0;0;0;11;0;1;89;0;0;0;2;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;DUGI RAT;7;KRILO I BAJNICE;OSNOVNA ŠKOLA JESENICE;SV. NIKOLE 2;1.131;659;653;641;12;0;4;2;4;1;3;15;0;2;4;182;34;7;11;7;36;13;10;0;93;4;0;3;0;12;0;1;185;0;1;1;0;6;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;GRADAC;1;DRVENIK;PROSTORIJE TURISTIÈKOG UREDA;DONJA VALA 264;564;286;286;277;9;0;5;1;0;0;0;3;1;0;0;61;0;3;11;7;12;7;0;0;13;1;0;0;1;0;0;0;145;0;0;1;1;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;GRADAC;2;ZAOSTROG;PROSTORIJE TURISTIÈKE ZAJEDNICE;ZAOSTROG, FRA A.K. MIOŠIÆA 1;425;199;199;199;0;0;0;2;1;0;0;9;3;0;0;83;0;5;5;4;5;6;2;0;11;2;0;0;0;0;0;0;58;2;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;GRADAC;3;PODACA;MJESNI ODBOR;TRG A. STARÈEVIÆA 1;1.027;327;327;322;5;0;0;3;2;2;2;13;1;1;3;165;3;4;3;3;10;3;0;0;7;0;0;0;2;0;0;0;93;0;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;GRADAC;4;BRIST;PUÈKA ŠKOLA;SLAKOVAC 9;482;257;257;248;9;0;0;0;2;0;0;3;1;0;0;74;0;5;3;5;14;8;1;0;27;24;0;0;0;2;0;0;78;1;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;GRADAC;5;GRADAC;PROSTORIJA DRUŠTVENOG DOMA GRADAC;TRG HRVATSKOG PREPORODA 3;1.514;664;664;650;14;0;0;3;6;1;0;5;1;2;2;144;5;25;10;10;16;13;1;1;36;26;0;0;1;6;0;0;325;2;1;0;2;6;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;JANJINA;1;JANJINA;VIJEÆNICA OPÆINSKOG VIJEÆA U JANJINI;JANJINA BB;373;211;211;209;2;0;0;1;0;3;1;0;1;1;0;90;0;9;1;7;12;2;0;1;19;0;0;0;0;0;0;0;59;0;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;JANJINA;2;SRESER;URED TURISTIÈKE ZAJEDNICE U SRESERU;SRESER BB;256;82;82;82;0;0;0;0;1;1;0;0;0;2;0;26;0;2;3;2;1;0;0;0;23;0;0;0;0;0;0;0;20;0;1;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;JANJINA;3;OSOBJAVA;HRVATSKA ÈITAONICA  OSOBJAVA;OSOBJAVA BB;47;27;27;26;1;0;0;0;0;0;0;2;1;0;0;11;0;2;0;1;0;0;0;0;3;0;0;0;0;0;0;0;6;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;JELSA;1;JELSA;DJEÈJI VRTIÆ JELSA;VELA BANDA;872;564;564;551;13;1;2;5;2;0;0;7;2;3;2;160;1;8;14;14;15;23;0;0;65;5;0;0;0;5;0;2;213;0;0;0;1;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;JELSA;2;JELSA;DJEÈJI VRTIÆ JELSA;MALA BANDA;849;513;513;503;10;3;2;1;1;3;2;8;0;1;2;167;0;8;11;6;15;19;3;0;68;3;0;0;2;7;0;1;167;0;1;0;2;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;JELSA;3;SVIRÈE;POLJOPRIVREDNA ZADRUGA SVIRÈE;SVIRÈE;411;264;264;259;5;0;0;0;0;2;0;5;1;2;0;82;1;15;11;2;4;6;2;1;37;1;0;0;0;0;0;0;87;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;JELSA;4;VRISNIK;ÈITAONICA;VRISNIK;198;119;119;116;3;0;0;0;0;2;1;2;0;0;1;33;5;10;2;2;3;2;0;0;7;1;1;0;0;1;1;0;39;1;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;JELSA;5;PITVE;"PROSTORIJE EX ""ŠKOLE"" PITVE";PITVE;96;62;62;62;0;0;0;0;0;0;0;2;0;0;1;19;2;7;0;0;3;4;0;0;7;0;0;0;0;0;0;0;15;1;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;JELSA;6;ZAVALA;PZ ZAVALA;ZAVALA;175;102;101;93;8;0;0;1;0;0;1;2;0;0;0;23;1;0;1;3;4;5;0;0;11;0;0;0;0;2;0;0;38;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;JELSA;7;VRBOSKA;DOM KULTURE;VRBOSKA;583;347;347;340;7;0;2;1;1;3;1;3;0;3;0;97;1;1;8;6;23;8;1;0;34;0;0;0;0;0;0;2;144;0;0;0;1;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;JELSA;8;POLJICA;POLJOPRIVREDNA ZADRUGA POLJICA;POLJICA;76;50;50;50;0;0;0;0;1;1;0;1;0;0;0;5;0;1;1;1;2;0;0;0;9;0;0;0;0;0;0;0;28;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;JELSA;9;ZASTRAŽIŠÆE;POLJOPRIVREDNA ZADRUGA ZASTRAŽIŠÆE;ZASTRAŽIŠÆE;212;131;131;127;4;0;0;0;1;1;0;1;2;0;0;33;1;5;1;2;5;3;1;0;11;1;0;0;1;1;0;0;54;1;0;0;0;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;JELSA;10;GDINJ;PROSTORIJE UREDA TZ;GDINJ;170;101;101;99;2;0;0;0;0;1;0;0;0;0;0;21;1;0;1;0;3;2;0;1;4;1;0;0;0;1;0;1;62;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;1;CAVTAT;DOM KULTURE;CAVTAT BB;1.538;878;878;866;12;1;3;2;5;7;4;19;4;4;0;237;8;15;14;21;77;26;2;1;32;16;0;1;8;17;2;2;334;0;0;0;2;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;2;CAVTAT;UPRAVNA ZGRADA HOTELI CAVTAT D.D.;CAVTAT, OD ŽALA 1;406;221;221;219;2;0;0;2;0;0;1;0;0;0;0;83;1;2;1;2;24;5;9;0;15;1;0;0;0;2;0;1;70;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;3;ZVEKOVICA;OMLADINSKI DOM NA  ZVEKOVICI;ZVEKOVICA BB;482;282;282;274;8;1;0;2;0;3;2;7;0;0;1;94;0;5;1;5;35;7;3;0;22;5;0;0;0;1;0;0;76;1;0;1;2;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;4;ÈILIPI;"OSNOVNA ŠKOLA ""ÈILIPI""";ÈILIPI BB;827;512;512;509;3;0;0;1;0;6;0;10;1;4;4;176;7;10;7;11;64;13;3;0;39;1;0;0;14;4;0;1;126;1;0;0;2;4;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;5;DUBA KONAVOSKA;DOM MLADEŽI DUBA KONAVOSKA;DUBA KONAVOSKA BB;73;56;56;54;2;0;0;1;0;0;0;1;0;0;0;44;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;6;DUBRAVKA;"DOM ""BUTKOVINA"" DUBRAVKA";DUBRAVKA BB;421;259;259;254;5;0;0;1;2;2;0;2;0;2;0;120;1;13;0;2;21;0;1;0;11;0;0;0;1;4;0;2;68;0;1;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;7;GABRILE;"OŠ ""GABRILE""";GABRILE BB;178;122;122;114;8;0;1;0;0;0;0;2;0;1;1;53;1;7;4;2;8;2;0;1;7;1;0;0;0;3;0;1;19;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;8;GRUDA;"OSNOVNA ŠKOLA ""GRUDA""";GRUDA BB;803;531;530;522;8;0;0;1;2;3;0;4;0;1;2;173;13;9;3;12;45;24;1;1;51;2;0;1;1;4;0;1;160;0;3;0;0;5;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;9;KOMAJI;"DOM KULTURE ""KOMAJI""";KOMAJI BB;230;165;163;156;7;1;0;1;0;0;0;0;0;0;0;57;4;2;6;5;19;7;0;0;21;2;1;0;2;0;0;0;25;0;0;0;1;2;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;10;KUNA KONAVOSKA;"OSNOVNA ŠKOLA ""KUNA KONAVOSKA""";KUNA KONAVOSKA BB;19;16;16;16;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;11;LJUTA;"PROSTORIJE NK ""JADRAN"" LJUTA";LJUTA BB;181;107;107;106;1;0;0;1;2;0;1;0;0;0;0;24;1;5;1;0;14;2;0;0;10;5;0;0;1;3;0;0;36;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;12;MIHANIÆI;"DOM KULTURE ""MIHANIÆI""";MIHANIÆI BB;152;103;103;102;1;0;0;0;0;2;0;1;0;0;0;52;0;3;1;0;4;3;3;0;4;0;0;0;1;2;0;0;25;0;0;0;1;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;13;MIKULIÆI;"MJESNI ODBOR ""MIKULIÆI""";MIKULIÆI BB;85;61;61;59;2;0;0;1;0;0;0;1;0;0;0;17;0;7;0;0;10;0;0;0;6;0;0;0;0;0;0;0;16;0;1;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;14;MOÈIÆI;"OSNOVNA ŠKOLA ""MOÈIÆI""";MOÈIÆI BB;378;243;243;242;1;1;0;0;0;3;1;4;0;1;0;88;4;6;2;3;26;1;1;0;18;2;0;0;1;3;0;0;74;1;0;0;1;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;15;MOLUNAT;"OSNOVNA ŠKOLA ""MOLUNAT""";MOLUNAT BB;196;132;132;125;7;0;0;2;0;0;0;2;1;1;1;44;2;3;3;2;6;4;0;0;5;7;0;0;0;3;0;0;34;1;0;0;1;3;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;16;ÐURINIÆI;"DOM KULTURE ""ÐURINIÆI""";ÐURINIÆI BB;110;58;58;55;3;0;0;0;0;0;0;2;0;0;0;25;0;2;1;2;4;4;0;0;1;0;0;0;0;0;0;0;13;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;17;PLOÈICE;"ZGRADA BIVŠE ÈITAONICE ""PLOÈICE""";PLOÈICE BB;78;53;53;53;0;0;0;0;1;1;0;1;0;0;0;15;1;5;3;0;6;1;0;0;4;2;0;0;0;0;0;0;13;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;18;POLJICE;"OSNOVNA ŠKOLA ""POLJICE""";POLJICE BB;64;46;46;42;4;0;0;0;0;0;0;0;0;0;0;13;1;2;0;1;0;1;0;0;12;0;0;0;0;0;0;2;10;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;19;POPOVIÆI;"OSNOVNA ŠKOLA ""POPOVIÆI""";POPOVIÆI BB;246;154;154;148;6;0;0;1;0;1;0;2;0;0;0;84;3;4;2;2;12;1;0;0;7;0;0;0;0;5;0;0;24;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;20;PRIDVORJE;"OMLADINSKI DOM ""PRIDVORJE""";PRIDVORJE BB;209;132;132;126;6;0;0;0;1;0;0;4;0;2;0;46;1;7;1;2;7;1;1;0;7;0;0;0;5;2;0;0;37;0;0;0;1;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;21;LOVORNO;"OSNOVNA ŠKOLA ""LOVORNO""";LOVORNO BB;168;104;104;104;0;0;0;0;0;0;0;1;0;1;1;43;1;7;0;1;11;2;0;0;15;2;0;0;0;1;0;0;17;0;0;0;0;1;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;22;RADOVÈIÆI;"OSNOVNA ŠKOLA ""RADOVÈIÆI""";RADOVÈIÆI BB;182;120;120;117;3;0;1;0;2;0;0;1;0;3;1;35;0;4;1;4;15;4;0;0;11;2;0;0;0;3;0;0;30;0;0;0;0;0;;;;;;;;;;;;;;;
X. IZBORNA JEDINICA;KONAVLE;23;STRAVÈA;"OSNOVNA ŠKOLA ""STRAVÈA""";STRAVÈA BB;51;49;49;47;2;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
