Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  JURE GRUBIŠIÆ ;AKCIJA MLADIH - AM  , Nositelj liste:  ANTE RUBEŠA ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , SPLITSKA STRANKA UMIROVLJENIKA - SSU , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH  , Nositelj liste:  IVAN ŠPIKA;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  IVAN PERNAR ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  BORE KAREGA  ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ   ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ , HRVATSKA GRAÐANSKA STRANKA - HGS  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  ZORAN SMOLIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DRAŽEN BUDIŠA  ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  MIRKO ÈONDIÆ ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ  ;HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI  , Nositelj liste:  ZDRAVKO BELUŠIÆ, ing. aeronautike ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  ZDRAVKO ROŠKO;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. STIPISLAV JADRIJEVIÆ, dr.med. ;NEOVISNA LISTA  , Nositelj liste:  STIPE PETRINA;OBITELJSKA STRANKA - OS  , Nositelj liste:  DUŠAN BEŠLIÆ ;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS  , Nositelj liste:  prof.dr.sc. SLOBODAN UZELAC ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  BERISLAV RUBELJ ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;ZELENA LISTA  , Nositelj liste:  ATANA GRBIÆ-MARTINOVIÆ;ZELENA STRANKA - ZS  , Nositelj liste:  mr.sc. MILE SOKOLIÆ   ;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;38;BIRAÈKO MJESTO 38;KREŠIMIROV DOM;TRG PALIH BRANIT. DOM. RATA 1;455;261;261;254;7;0;0;1;0;0;6;1;49;3;0;10;5;4;0;7;2;15;0;38;0;4;109;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;39;BIRAÈKO MJESTO 39;KREŠIMIROV DOM;TRG PALIH BRANIT. DOM. RATA 1;474;317;317;314;3;0;0;1;0;0;6;0;121;0;3;10;2;5;0;1;8;0;1;30;0;1;125;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;40;BIRAÈKO MJESTO 40;DJEÈJI VRTIÆ VIDICI ŠIBENIK;UL.BRANITELJA DOMOVINSKOG RATA 2G.;606;420;402;397;5;1;1;1;0;1;8;0;77;5;6;22;8;6;2;5;1;18;2;37;0;3;191;1;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;41;BIRAÈKO MJESTO 41;DJEÈJI VRTIÆ VIDICI ŠIBENIK;UL.BRANITELJA DOMOVINSKOG RATA 2G.;625;392;392;388;4;0;2;1;0;1;7;0;96;0;2;13;5;13;2;12;1;13;1;51;0;0;163;2;0;1;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;42;BIRAÈKO MJESTO 42;OSNOVNA ŠKOLA VIDICI ŠIBENIK;8.DALMATINSKE UDARNE BRIGADE BB;437;299;299;296;3;0;0;3;2;1;3;0;52;0;1;8;9;3;0;7;1;17;0;37;1;1;148;1;1;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;43;BIRAÈKO MJESTO 43;OSNOVNA ŠKOLA VIDICI ŠIBENIK;8.DALMATINSKE UDARNE BRIGADE BB;546;356;356;350;6;0;0;1;0;0;6;1;124;3;1;17;5;18;1;4;1;2;0;50;1;2;109;0;0;2;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;44;BIRAÈKO MJESTO 44;OSNOVNA ŠKOLA VIDICI ŠIBENIK;8.DALMATINSKE UDARNE BRIGADE BB;627;420;420;416;4;0;1;0;1;0;12;1;89;1;1;19;5;21;0;11;2;23;0;56;0;1;169;1;1;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;45;BIRAÈKO MJESTO 45;OSNOVNA ŠKOLA VIDICI ŠIBENIK;8.DALMATINSKE UDARNE BRIGADE BB;485;328;328;323;5;0;0;2;1;0;8;1;77;1;5;14;7;15;2;10;1;11;0;43;0;1;123;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;46;BIRAÈKO MJESTO 46;PROSTORIJE ŠPORTSKOG KLUBA POLET;ZABLAÆE;797;321;320;315;5;0;2;0;0;0;4;1;115;1;8;23;6;7;1;3;4;4;0;21;0;1;109;2;1;2;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;47;BIRAÈKO MJESTO 47;ŠKOLSKA ZGRADA U BORAJI;BORAJA;221;141;141;139;2;0;0;1;1;0;1;1;83;0;0;1;1;3;0;2;5;0;1;15;0;0;23;0;1;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;48;BIRAÈKO MJESTO 48;PROSTORIJE MJESNOG ODBORA BRODARICA;BRODARICA;1.382;795;795;787;8;1;3;6;4;3;15;4;202;6;8;38;17;30;2;18;13;23;3;128;1;2;253;1;0;5;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;49;BIRAÈKO MJESTO 49;PROSTORIJE MJESNOG ODBORA BRODARICA;BRODARICA;989;529;529;526;3;2;3;3;1;1;7;2;133;7;4;17;6;29;1;9;2;19;3;90;2;3;178;0;1;2;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;50;BIRAÈKO MJESTO 50;ŠKOLSKA ZGRADA U DANILU;DANILO;374;224;224;218;6;0;0;0;0;0;1;0;137;1;1;6;7;12;0;1;2;6;0;12;0;1;28;2;1;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;51;BIRAÈKO MJESTO 51;ŠKOLSKA ZGRADA U DANILU BIRNJU;DANILO BIRANJ;413;245;245;241;4;0;2;1;1;3;3;2;143;0;7;8;6;3;1;3;4;7;0;19;0;0;28;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;52;BIRAÈKO MJESTO 52;U BIVŠOJ ŠKOLSKOJ ZGRADI U DANILO KRALJICAMA;DANILO KRALJICE;127;81;81;78;3;0;1;0;0;1;0;0;58;0;0;0;8;2;0;0;0;1;0;3;0;0;4;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;53;BIRAÈKO MJESTO 53;KUÆA VLASNIŠTVA ZVONKA MIŠURE;VRPOLJAÈKA CESTA 8 DONJE POLJE;219;123;123;120;3;0;0;0;2;0;1;0;44;1;0;2;5;7;0;3;0;4;0;19;0;0;31;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;54;BIRAÈKO MJESTO 54;O.Š. P.KREŠIMIRA IV, PODRUÈNA ŠKOLA DUBRAVA;DUBRAVA;726;514;511;494;17;0;2;0;2;0;3;1;201;1;8;14;10;15;0;9;9;21;1;74;1;2;120;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;55;BIRAÈKO MJESTO 55;ŠKOLSKA ZGRADA U RAKOVU SELU;RAKOVO SELO;305;215;215;210;5;2;0;0;2;0;3;1;74;2;3;5;3;10;0;5;2;8;0;21;0;0;68;0;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;56;BIRAÈKO MJESTO 56;KUÆI U PRIVATNOM VLASNIŠTVU GORANA DJAKOVIÆA;GORIŠ, GORIŠ 40;152;89;89;88;1;0;0;0;1;0;3;2;42;0;1;0;1;4;1;1;0;2;0;2;0;1;27;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;57;BIRAÈKO MJESTO 57;ZGRADA POŠTE U GREBAŠTICI DONJOJ;GREBAŠTICA DONJA;748;445;443;432;11;0;4;2;3;3;11;2;177;3;1;10;10;7;4;6;2;18;1;84;0;1;79;1;0;3;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;58;BIRAÈKO MJESTO 58;DRUŠTV. PROSTOR. GREBAŠTICA GORNJA;GREBAŠTICA GORNJA;203;82;82;73;9;1;0;3;0;0;2;0;23;1;2;0;4;2;0;0;0;1;0;20;0;0;13;0;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;59;BIRAÈKO MJESTO 59;PROSTOR. MJESNOG ODBORA JADRTOVAC;JADRTOVAC;158;94;94;91;3;1;0;0;0;0;3;0;37;0;0;2;1;9;0;2;0;0;1;3;0;1;31;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;60;BIRAÈKO MJESTO 60;DRUŠTVENE PROSTORIJE M.O. KAPRIJE;KAPRIJE;246;143;143;142;1;1;1;0;0;0;3;1;38;1;2;1;2;3;1;3;3;3;0;13;0;2;64;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;61;BIRAÈKO MJESTO 61;PROSTORIJAMA LOVAÈKOG DOMA KRKA;KONJEVRATE, KONJEVRATE BB;318;176;176;174;2;0;0;0;0;0;5;1;69;1;6;4;5;6;0;3;0;2;0;18;0;1;51;0;2;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;62;BIRAÈKO MJESTO 62;ŠKOLSKA ZGRADA U BRNJICI;BRNJICA;91;53;53;50;3;0;0;0;0;0;4;0;21;0;3;1;0;1;0;1;0;1;1;4;0;0;12;0;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;63;BIRAÈKO MJESTO 63;ŠKOLSKA ZGRADA U KRAPNJU;KRAPANJ;317;118;118;116;2;2;1;3;1;1;4;0;48;3;0;6;4;3;1;2;0;9;0;5;1;1;20;1;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;64;BIRAÈKO MJESTO 64;KUÆA VLASNIŠTVA NIKOLE PAŠKVALINA;MRDEŽE 5 LEPENICA;79;39;39;37;2;0;0;4;0;0;0;0;23;0;2;0;0;0;0;0;0;1;0;0;0;0;7;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;65;BIRAÈKO MJESTO 65;PROSTORIJE M.O. LOZOVAC NA TROMILJI;TROMILJA, LOZOVAC;367;216;216;214;2;0;0;3;0;0;0;1;77;0;2;8;7;9;0;4;2;6;2;19;0;3;68;0;0;2;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;66;BIRAÈKO MJESTO 66;PODRUÈNA ŠKOLA J. DALMATINCA, ŠKOLA TROMILJA;TROMILJA, LOZOVAC;246;130;130;128;2;0;0;0;0;1;2;1;46;0;1;2;3;2;0;1;0;2;0;14;1;3;49;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;67;BIRAÈKO MJESTO 67;ŠKOLSKA ZGRADA U PERKOVIÆU;PERKOVIÆ;124;77;77;74;3;0;0;1;0;0;1;1;38;0;2;2;2;1;0;0;0;2;0;5;0;0;19;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;68;BIRAÈKO MJESTO 68;MJESNE PROSTORIJE MRAVNICE;MRAVNICE;100;63;63;55;8;0;1;0;0;0;0;0;32;0;0;0;2;4;0;0;0;0;0;7;0;0;9;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;69;BIRAÈKO MJESTO 69;DRUŠTVENE PROSTORIJE U ERCEZIMA;SLIVNO;113;76;76;73;3;1;1;0;0;0;3;0;41;1;0;2;8;0;0;0;1;3;0;1;0;0;10;0;1;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;70;BIRAÈKO MJESTO 70;ŠKOLSKA ZGRADA U PERKOVIÆU;PERKOVIÆ;499;284;284;277;7;1;2;0;0;0;4;0;173;2;2;8;14;1;0;4;1;10;0;13;3;1;36;1;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;71;BIRAÈKO MJESTO 71;DRUŠT. PROSTORIJE M.O. PODINE;PODINE;36;21;21;20;1;0;0;1;0;0;0;0;8;0;0;1;0;0;0;2;0;0;0;2;1;0;5;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;72;BIRAÈKO MJESTO 72;ŠKOLSKA ZGRADA U RASLINI;RASLINA;558;349;349;341;8;1;0;3;2;1;9;0;152;2;17;3;14;4;1;1;1;5;0;30;0;0;93;0;0;1;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;73;BIRAÈKO MJESTO 73;OSNOVNA ŠKOLA U VRPOLJU;VRPOLJE;669;386;381;377;4;0;1;2;0;1;5;0;155;3;6;7;32;15;0;0;12;10;1;43;1;0;80;0;0;2;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;74;BIRAÈKO MJESTO 74;PROSTORIJE MJESNOG ODBORA VRSNO;VRSNO;112;59;59;57;2;0;0;1;0;0;0;0;16;0;1;0;15;1;0;0;6;1;0;4;0;0;12;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;75;BIRAÈKO MJESTO 75;PROSTORIJE PODRUÈNE O.Š. ZATON;ZATON;1.042;610;610;600;10;1;2;0;3;4;13;3;194;4;16;17;13;19;2;6;5;34;17;61;0;1;179;1;2;3;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;76;BIRAÈKO MJESTO 76;PROSTORIJE PODRUÈNE O.Š. ZLARIN;ZLARIN;343;177;177;174;3;1;0;1;0;0;5;3;50;0;2;2;4;4;0;6;1;4;1;16;2;0;71;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;77;BIRAÈKO MJESTO 77;PROSTORIJE MJESNOG ODBORA ŽABORIÆ;ŽABORIÆ;568;310;310;305;5;0;2;1;0;1;8;2;83;0;1;12;3;8;1;5;1;15;0;45;0;1;113;1;0;2;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;78;BIRAÈKO MJESTO 78;PROSTORIJE MJESNOG ODBORA ŽIRJE;ŽIRJE;254;124;124;124;0;0;0;1;0;0;3;1;49;1;7;0;3;2;0;0;0;2;0;12;0;0;42;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;ŠIBENIK;79;BIRAÈKO MJESTO 79;TURISTIÈKI URED JADRIJA;JADRIJA;220;115;115;114;1;0;0;0;1;0;1;0;19;0;1;7;0;2;0;3;1;5;2;12;0;3;54;3;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;1;BIRAÈKO MJESTO 1. BUDIMIRI;OŠ BUDIMIRI;BUDIMIRI;160;67;67;63;4;0;0;0;0;0;0;2;40;3;0;0;0;0;0;0;0;3;1;4;0;0;8;1;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;2;BIRAÈKO MJESTO 2. UGLJANE;MJESNI ODBOR UGLJANE;UGLJANE;365;202;202;196;6;1;0;3;2;0;2;0;76;6;1;5;19;3;0;1;0;27;4;2;0;0;39;1;1;1;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;3;BIRAÈKO MJESTO 3. NOVA SELA;OŠ NOVA SELA (STARA ŠKOLA);NOVA SELA;103;73;73;71;2;0;0;1;0;0;2;1;46;1;1;3;1;3;0;0;0;6;4;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;4;BIRAÈKO MJESTO 4. ÈAPORICE;OŠ ÈAPORICE;ÈAPORICE;380;217;217;215;2;1;0;2;2;1;6;1;92;0;10;18;3;20;1;3;1;3;5;3;1;0;40;0;1;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;5;BIRAÈKO MJESTO 5. STRMENDOLAC;KUÆA IVICE DŽEKO - STRMENDOLAC;STRMENDOLAC;184;95;95;92;3;0;0;1;0;2;0;1;20;8;3;4;10;6;0;3;5;4;6;0;0;0;18;0;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;6;BIRAÈKO MJESTO 6. VEDRINE;OŠ VEDRINE;VEDRINE;635;421;421;415;6;1;2;1;1;0;3;3;237;6;0;25;41;9;0;1;3;16;12;4;0;0;48;1;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;7;BIRAÈKO MJESTO 7.TRILJ;KINO DVORANA TRILJ;TRILJ;695;440;440;433;7;1;0;2;1;2;10;2;146;1;4;46;45;19;4;5;2;37;14;2;1;0;88;0;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;8;BIRAÈKO MJESTO 8.BISKO;OŠ BISKO;BISKO;319;199;199;195;4;1;1;0;0;0;4;0;105;2;4;5;3;13;0;2;0;14;2;0;1;0;38;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;9;BIRAÈKO MJESTO 9. VOJNIÆ;OŠ VOJNIÆ;VOJNIÆ;522;285;285;283;2;2;1;1;1;1;1;1;128;3;11;13;16;15;1;4;0;14;11;3;1;1;51;0;1;1;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;10;BIRAÈKO MJESTO 10. GARDUN;OŠ GARDUN;GARDUN;90;59;59;58;1;0;0;0;0;1;1;0;18;1;1;6;1;1;1;3;0;9;2;0;0;0;11;0;1;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;11;BIRAÈKO MJESTO 11.TRILJ;OŠ TRILJ;TRILJ;1.189;695;695;688;7;3;0;0;0;1;9;1;278;11;4;42;43;40;1;9;15;43;19;3;0;2;161;1;0;2;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;12;BIRAÈKO MJESTO 12. KOŠUTE;OŠ KOŠUTE;KOŠUTE;1.500;901;901;875;26;4;6;7;2;1;11;2;433;14;11;44;40;38;1;5;91;46;25;7;2;2;82;0;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;13;BIRAÈKO MJESTO 13. GRAB;OŠ GRAB;GRAB;751;443;443;428;15;4;2;3;2;1;4;1;229;2;5;20;8;3;0;4;0;25;15;1;2;0;96;0;1;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;14;BIRAÈKO MJESTO 14. JABUKA;OŠ JABUKA;JABUKA;287;183;183;180;3;0;0;0;0;0;1;0;47;3;4;43;1;3;1;0;0;6;1;3;2;1;64;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;15;BIRAÈKO MJESTO 15. VELIÆ;OŠ VELIÆ;VELIÆ;260;122;122;120;2;0;0;1;0;0;0;0;66;0;0;8;1;6;0;4;2;8;3;4;1;0;13;0;3;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;16;BIRAÈKO MJESTO 16. VRPOLJE;OŠ VRPOLJE;VRPOLJE;141;72;72;71;1;1;1;0;0;1;2;1;29;2;1;3;4;1;0;3;0;9;1;0;1;0;11;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;17;BIRAÈKO MJESTO 17.STRIZIREP;OŠ STRIZIREP;STRIZIREP;89;25;25;25;0;0;1;0;0;0;0;0;13;1;0;2;0;3;0;0;0;0;0;0;1;0;4;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;18;BIRAÈKO MJESTO 18. TIJARICA;OŠ TIJARICA;TIJARICA;601;210;207;203;4;2;1;1;0;5;2;1;121;3;2;15;4;7;0;4;2;4;1;0;0;0;28;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;19;BIRAÈKO MJESTO 19. KAMENSKO;KUÆA VLADIMIRA-MIŠE MATIÆA;KAMENSKO;253;94;94;93;1;0;0;0;0;2;1;0;68;0;0;0;10;7;0;0;1;0;0;1;0;0;3;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;20;BIRAÈKO MJESTO 20. ROŽE;KUÆA VLASNIKA ŽELJKA PAVLINUŠIÆA;ROŽE;92;17;17;17;0;1;0;0;0;0;0;0;10;0;0;0;2;2;0;0;0;1;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;21;BIRAÈKO MJESTO 21. VOŠTANE;KUÆA JAKE ÐONLIÆA;VOŠTANE;190;36;36;36;0;0;0;0;0;0;0;0;30;0;1;1;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TRILJ;22;BIRAÈKO MJESTO 22. ÈAÈVINA;OŠ ÈAÈVINA;ÈAÈVINA;95;56;56;55;1;0;0;0;0;0;1;0;21;0;0;2;19;5;1;0;1;0;1;0;0;0;4;0;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TROGIR;1;BIRAÈKO MJESTO 1. PLANO;DRUŠTVENI DOM;PLANO;567;337;337;331;6;3;3;4;0;1;6;1;105;1;8;8;5;10;1;10;9;25;3;1;0;2;123;1;0;1;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TROGIR;2;BIRAÈKO MJESTO 2. TROGIR, TRAVARICA I;"SŠ ""IVAN LUCIÆ""";PUT MULINA 2B;1.147;673;673;658;15;0;3;2;0;1;6;3;223;1;3;20;19;21;2;33;5;72;6;27;3;3;204;0;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TROGIR;3;BIRAÈKO MJESTO 3. TROGIR, TRAVARICA II;"SŠ ""IVAN LUCIÆ""";PUT MULINA 2B;816;504;504;490;14;2;1;1;1;0;8;2;127;0;3;24;3;15;1;13;1;44;8;18;0;0;215;3;0;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TROGIR;4;BIRAÈKO MJESTO 4. TROGIR, TRAVARICA III;"SŠ ""IVAN LUCIÆ""";PUT MULINA 2B;795;449;449;432;17;2;1;6;1;0;5;3;106;4;2;15;11;8;1;13;2;56;2;11;0;0;179;0;0;4;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TROGIR;5;BIRAÈKO MJESTO 5. TROGIR, TRAVARICA IV;"SŠ ""IVAN LUCIÆ""";PUT MULINA 2B;804;492;492;480;12;3;4;1;3;0;11;3;104;3;0;12;5;21;0;27;7;64;1;9;0;0;197;2;0;1;2;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TROGIR;6;BIRAÈKO MJESTO 6. TROGIR, TRAVARICA V;"SSŠ ""BLAŽ JURJEV TROGIRANIN""";FRANJE TUÐMANA 1;870;521;521;512;9;1;1;5;0;2;9;1;120;11;0;12;9;18;0;19;2;41;3;19;2;0;234;0;0;2;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TROGIR;7;BIRAÈKO MJESTO 7. TROGIR, TRAVARICA VI;"SSŠ ""BLAŽ JURJEV TROGIRANIN""";FRANJE TUÐMANA 1;807;450;450;443;7;0;1;1;0;2;11;2;143;3;6;19;13;21;1;20;1;41;3;22;0;0;128;2;0;3;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TROGIR;8;BIRAÈKO MJESTO 8, TROGIR, TRVARICA VII;"SSŠ ""BLAŽ JURJEV TROGIRANIN""";FRANJE TUÐMANA 1;921;590;590;584;6;1;1;5;1;2;12;3;131;8;2;20;29;15;0;14;6;65;5;30;1;2;227;0;0;4;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TROGIR;9;BIRAÈKO MJESTO 9. TROGIR (GRAD);"OŠ ""PETAR BERISLAVIÆ""";OBALA BANA BERISLAVIÆA 16;900;493;493;478;15;4;2;5;1;0;5;2;147;11;6;12;9;8;0;16;0;40;1;26;1;1;180;0;1;0;0;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TROGIR;10;BIRAÈKO MJESTO 10, TROGIR, ÈIOVO I;BIVŠA ISPOSTAVA ZA GOSPODARSTVO;OBALA KRALJA ZVONIMIRA 16;961;497;497;492;5;3;2;1;0;0;16;0;109;6;0;12;17;20;2;22;3;59;3;24;1;0;190;1;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TROGIR;11;BIRAÈKO MJESTO 11. TROGIR, ÈIOVO II;MJESNI ODBOR;OBALA KRALJA ZVONIMIRA 16;502;304;304;297;7;0;1;3;3;0;5;2;77;5;0;7;5;9;1;13;1;29;1;6;0;3;124;1;0;0;1;;;;;;;;;;;;;;;;;
IX. IZBORNA JEDINICA;TROGIR;12;BIRAÈKO MJESTO 12. TROGIR, ÈIOVO III;KUÆA PUOVIÆ;OBALA KRALJA ZVONIMIRA BB;922;565;565;545;20;1;3;0;1;3;6;1;133;7;0;14;9;12;4;25;6;43;1;29;2;2;240;0;0;2;1;;;;;;;;;;;;;;;;;
