Izborna jedinica;Izborna jedinica grada / opæine;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;Kandidat: ROBERT JANKOVICS, Zamjenik: TIBOR SANTO, dr.med., Predlagatelj: DEMOKRATSKA ZAJEDNICA MAÐARA HRVATSKE - DZMH  ;Kandidat: mr.sc. DENEŠ ŠOJA, Zamjenik: ŠANDOR JUHAS , Predlagatelj: SAVEZ MAÐARSKIH UDRUGA - SMU  ;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;105;DINKO ŠIMUNOVIÆ;PROSTORIJE MJESNOG ODBORA;ŠRAPÈEVA 12;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;106;DINKO ŠIMUNOVIÆ;OŠ IVANA FILIPOVIÆA;IVANA FILIPOVIÆA 1;3;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;107;DOBRI DOL;PROSTORIJE MJESNOG ODBORA;DOBRI DOL 49;1;1;1;1;0;0;1;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;108;DOBRI DOL;PODRUÈNI URED MAKSIMIR;PETROVA 116;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;109;DOBRI DOL;OŠ JORDANOVAC;JORDANOVAC 106;1;1;1;1;0;0;1;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;110;DOTRŠÈINA;PROSTORIJE MJESNOG ODBORA;JAZBINSKI ODVOJAK II. 6;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;111;EUGEN KVATRENIK;PROSTORIJE MJESNOG ODBORA;KRALJA ZVONIMIRA 68;2;1;1;1;0;0;1;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;112;EUGEN KVATERNIK;DOM ZDRAVLJA ZAGREB-ISTOK AMBULANTA;OŽEGOVIÆEVA 7;2;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;113;KOZJAK;PROSTORIJE MJESNOG ODBORA;BIJENIÈKA CESTA 97;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;114;KOZJAK;PROSTORIJE MJESNOG ODBORA;BIJENIÈKA CESTA 97;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;115;MAKSIMIR;PROSTORIJE MJESNOG ODBORA;BARUTANSKI BREG 5;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;116;MAKSIMIR;PROSTORIJE MJESNOG ODBORA;BARUTANSKI BREG 5;1;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;117;MAKSIMIRSKA NASELJA;OŠ ANTUNA GUSTAVA MATOŠA;ALEJA ANTUNA AUGUSTINÈIÆA 12;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;118;MAKSIMIRSKA NASELJA;OŠ ANTUNA GUSTAVA MATOŠA;ALEJA ANTUNA AUGUSTINÈIÆA 12;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;119;MAKSIMIRSKA NASELJA;OŠ ANTUNA GUSTAVA MATOŠA;ALEJA ANTUNA AUGUSTINÈIÆA 12;3;1;1;1;0;0;1;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;120;MAKSIMIRSKA NASELJA;OŠ ANTUNA GUSTAVA MATOŠA;ALEJA ANTUNA AUGUSTINÈIÆA 12;1;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;121;MAKSIMIRSKA NASELJA;OŠ ANTUNA GUSTAVA MATOŠA;ALEJA ANTUNA AUGUSTINÈIÆA 12;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;122;MAŠIÆEVA;OŠ VLADIMIRA NAZORA;JORDANOVAC 23;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;123;MAŠIÆEVA;OŠ VLADIMIRA NAZORA;JORDANOVAC 23;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;124;MAŠIÆEVA;XV.GIMNAZIJA MIOC;JORDANOVAC 8;5;5;5;5;0;4;1;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;125;REMETE;PROSTORIJE MJESNOG ODBORA;VINEC 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;126;REMETE;PROSTORIJE MJESNOG ODBORA;VINEC 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;127;REMETE;OŠ REMETE;REMETE 99A;3;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;128;RUŽMARINKA;OŠ A.HARAMBAŠIÆA;HARAMBAŠIÆEVA 18;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;129;RUŽMARINKA;OŠ A.HARAMBAŠIÆA;HARAMBAŠIÆEVA 18;2;2;2;2;0;0;2;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;130;OTON ŽUPANÈIÆ;PROSTORIJE MJESNOG ODBORA;HORVAT - KIŠ FRANJE 12;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;131;PEŠÈENICA;PROSTORIJE MJESNOG ODBORA-DVORANA A;NJEGOŠEVA 10;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;132;PEŠÈENICA;PROSTORIJE MJESNOG ODBORA-DVORANA B;NJEGOŠEVA 10;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;133;PEŠÈENICA;DOM ZDRAVLJA ZAGREB-ISTOK AMBULANTA 1;NJEGOŠEVA 10;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;134;PEŠÈENICA;DOM ZDRAVLJA ZAGREB-ISTOK AMBULANTA 2;NJEGOŠEVA 10;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;135;ANTUN MIHANOVIÆ;PROSTORIJE MJESNOG ODBORA;DRENOVAÈKA 4;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;136;ANTUN MIHANOVIÆ;PROSTORIJE MJESNOG ODBORA;DRENOVAÈKA 4;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;137;ANTUN MIHANOVIÆ;DOM ZA STARIJE I NEMOÆNE OSOBE TREŠNJEVKA-PODRUŽNICA-DRENOVAÈKA ULICA 30;DRENOVAÈKA 30;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;138;CIGLENICA;CENTAR ZA ODGOJ I OBRAZOVANJE;ZAGORSKA 14;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;139;CIGLENICA;CENTAR ZA ODGOJ I OBRAZOVANJE;ZAGORSKA 14;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;140;CIGLENICA;CENTAR ZA ODGOJ I OBRAZOVANJE;ZAGORSKA 14;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;141;DR ANTE STARÈEVIÆ;OŠ VOLTINO;VINKOVAÈKA 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;142;DR ANTE STARÈEVIÆ;OŠ VOLTINO;VINKOVAÈKA 1;1;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;143;DR ANTE STARÈEVIÆ;OŠ VOLTINO;VINKOVAÈKA 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;144;DR ANTE STARÈEVIÆ;OŠ VOLTINO;VINKOVAÈKA 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;145;DR ANTE STARÈEVIÆ;OŠ VOLTINO;VINKOVAÈKA 1;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;146;DR ANTE STARÈEVIÆ;OŠ VOLTINO;VINKOVAÈKA 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;147;LJUBLJANICA;OŠ LJUBLJANICA;SVETOIVANSKA 33;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;148;LJUBLJANICA;OŠ LJUBLJANICA;SVETOIVANSKA 33;3;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;149;NIKOLA TESLA;PROSTORIJE MJESNOG ODBORA;OZALJSKA 16;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;150;NIKOLA TESLA;ŠPORTSKA  GIMNAZIJA;SELSKA CESTA 119;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;151;NIKOLA TESLA;ŠPORTSKA GIMNAZIJA;SELSKA CESTA 119;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;152;NIKOLA TESLA;ŠPORTSKA GIMNAZIJA;SELSKA CESTA 119;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;153;PONGRAÈEVO;DOM ZA STARIJE I NEMOÆNE OSOBE TREŠNJEVKA;TRG SLAVOLJUBA PENKALE 1;5;3;3;3;0;3;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;154;PONGRAÈEVO;DJEÈJI DOM A. G. MATOŠ;SELSKA CESTA 132;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;155;PONGRAÈEVO;PROSTORIJE MJESNOG ODBORA;OPATIJSKI TRG 10;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;156;PONGRAÈEVO;PROSTORIJE MJESNOG ODBORA;OPATIJSKI TRG 10;2;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;157;PONGRAÈEVO;PROSTORIJE MJESNOG ODBORA;OPATIJSKI TRG 10;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;158;RUDEŠ;PROSTORIJE MJESNOG ODBORA;RUDEŠKA CESTA 71;3;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;159;RUDEŠ;PROSTORIJE MJESNOG ODBORA;RUDEŠKA CESTA 71;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;160;RUDEŠ;PROSTORIJE MJESNOG ODBORA;RUDEŠKA CESTA 71;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;161;RUDEŠ;OŠ RUDEŠ;JABLANSKA 51;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;162;RUDEŠ;OŠ RUDEŠ;JABLANSKA 51;3;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;163;RUDEŠ;OŠ RUDEŠ;JABLANSKA 51;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;164;SAMOBORÈEK;PROSTORIJE MJESNOG ODBORA;NOVA CESTA 37;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;165;SAMOBORÈEK;PROSTORIJE MJESNOG ODBORA;NOVA CESTA 37;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;166;SAMOBORÈEK;PROSTORIJE MJESNOG ODBORA;NOVA CESTA 37;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;167;SILVIJE STRAHIMIR KRANJÈEVIÆ;VIJADUKT;KRANJÈEVIÆEVA 2;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;168;SILVIJE STRAHIMIR KRANJÈEVIÆ;PROSTORIJE MJESNOG ODBORA;KRANJÈEVIÆEVA 4A;1;1;1;1;0;0;1;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;169;SILVIJE STRAHIMIR KRANJÈEVIÆ;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;170;SILVIJE STRAHIMIR KRANJÈEVIÆ;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;171;SILVIJE STRAHIMIR KRANJÈEVIÆ;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;172;SILVIJE STRAHIMIR KRANJÈEVIÆ;OŠ KRALJA TOMISLAVA;NOVA CESTA 92;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;173;STARA TREŠNJEVKA;IX.GIMNAZIJA;DOBOJSKA 12;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;174;STARA TREŠNJEVKA;DRŽAVNA UPRAVA ZA ZAŠTITU I SPAŠAVANJE;NEHAJSKA 5;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;175;STARA TREŠNJEVKA;CENTAR ZA KULTURU TREŠNJEVKA (PREDVORJE PRIZEMLJE);PARK STARA TREŠNJEVKA 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;176;STARA TREŠNJEVKA;PROSTORIJE MJESNOG ODBORA (SOBA 5);PARK STARA TREŠNJEVKA 1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;177;STARA TREŠNJEVKA;PROSTORIJE MJESNOG ODBORA (SOBA 2);PARK STARA TREŠNJEVKA 1;2;2;2;2;0;2;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;178;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;1;1;1;1;0;0;1;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;179;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;180;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;181;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;182;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;183;HORVATI - SREDNJACI;OŠ JOSIPA RAÈIÆA;SREDNJACI 30;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;184;HORVATI - SREDNJACI;DOM ZDRAVLJA ZAGREB-ZAPAD-ZDRASTVENA STANICA;SREDNJACI 13;3;1;1;1;0;0;1;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;185;HORVATI - SREDNJACI;DJEÈJI VRTIÆ SREDNJACI;VLADIMIRA FILAKOVCA 2;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;186;HORVATI - SREDNJACI;DJEÈJI VRTIÆ SREDNJACI;VLADIMIRA FILAKOVCA 2;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;187;HORVATI-SREDNJACI;ZAJEDNIÈKE PROSTORIJE STANARA;JARUNSKA 6;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;188;KNEŽIJA;PROSTORIJE MJESNOG ODBORA;ALBAHARIJEVA 2;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;189;KNEŽIJA;PROSTORIJE MJESNOG ODBORA;ALBAHARIJEVA 2;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;190;KNEŽIJA;OŠ MATIJE GUPCA;DAVORINA BAZJANCA 2;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;191;KNEŽIJA;OŠ MATIJE GUPCA;DAVORINA BAZJANCA 2;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;192;KNEŽIJA;OŠ HORVATI;HORVAÆANSKA CESTA 6;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;193;KNEŽIJA;OŠ HORVATI;HORVAÆANSKA CESTA 6;3;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;194;KNEŽIJA;DJEÈJI VRTIÆ MATIJE GUPCA;BRAÆE CVIJIÆA 18;2;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;195;KNEŽIJA;PROSTORIJE MJESNOG ODBORA;HORVAÆANSKA CESTA 54;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;196;KNEŽIJA;DZ ZAGREB - ZAPAD- ZDRASTVENA STANICA  KNEŽIJA;RUDOLFA BIÆANIÆA 3;2;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;197;KNEŽIJA;PROSTORIJE MJESNOG ODBORA;HORVAÆANSKA CESTA 54;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;198;BAN KEGLEVIÆ;PROSTORIJE MJESNOG ODBORA;TRG FRANCUSKE REPUBLIKE 11;3;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;199;BAN KEGLEVIÆ;PROSTORIJE MJESNOG ODBORA;BLEIWEISOVA 24;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;200;BAN KEGLEVIÆ;PROSTORIJE MJESNOG ODBORA;BLEIWEISOVA 24;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;201;BARTOL KAŠIÆ;PROSTORIJE MJESNOG ODBORA;SELSKA CESTA 3;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;202;BARTOL KAŠIÆ;PROSTORIJE MJESNOG ODBORA;SELSKA CESTA 3;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;203;BARTOL KAŠIÆ;OŠ IVANA CANKARA;CANKAROVA 10;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;204;GORNJA KUSTOŠIJA;"DJEÈJI VRTIÆ ""PETAR PAN""";LENDAVSKA 7;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;205;GORNJA KUSTOŠIJA;"ÈITAONICA ""VLADIMIR NAZOR""";TRG HRVATSKIH OBRAMBENIH SNAGA 8;4;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;206;GORNJA KUSTOŠIJA;PODRUÈNA ŠKOLA KUSTOŠIJA;KUSTOŠIJANSKA 272;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;207;GORNJA KUSTOŠIJA;PODRUÈNA ŠKOLA KUSTOŠIJA;KUSTOŠIJANSKA 272;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;208;GORNJA KUSTOŠIJA;PODRUÈNA ŠKOLA KUSTOŠIJA;KUSTOŠIJANSKA 272;2;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;209;JELENOVAC;PODRUÈNI URED ÈRNOMEREC;TRG FRANCUSKE REPUBLIKE 15;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;210;JELENOVAC;KB SESTARA MILOSRDNICA;VINOGRADSKA CESTA 29;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;211;JELENOVAC;PODRUÈNI URED ÈRNOMEREC;TRG FRANCUSKE REPUBLIKE 15;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;212;KUSTOŠIJA - CENTAR;PROSTORIJE MJESNOG ODBORA;ILICA 259;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;213;KUSTOŠIJA - CENTAR;OŠ KUSTOŠIJA;SOKOLSKA 7;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;214;KUSTOŠIJA - CENTAR;OŠ KUSTOŠIJA;SOKOLSKA 7;1;1;1;1;0;1;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;215;MEDVEDGRAD;PROSTORIJE MJESNOG ODBORA;MIKULIÆI 189;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;216;MEDVEDGRAD;DVORAC PONGRATZ;MIKULIÆI 133;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;217;MEDVEDGRAD;VATROGASNI DOM;BIJENIK 162;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;218;SVETI DUH;OŠ PAVLEKA MIŠKINE;SVETI DUH 24;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
XII. IZBORNA JEDINICA;1;ZAGREB-CENTAR,ZAPAD;219;SVETI DUH;OŠ PAVLEKA MIŠKINE;SVETI DUH 24;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
