Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  IVAN CVETKOVIÆ, dr.vet.med.;AKCIJA MLADIH - AM  , Nositelj liste:  MARIO ALEMPIJEVIÆ  ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  EMIL-FRANJO MARKANOVIÆ, dr.med.;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  MARIJAN VIDOVIÆ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ;DEMOKRATSKA STRANKA SLAVONSKE RAVNICE - SLAVONSKA RAVNICA  , Nositelj liste:  SLAVKO VUKŠIÆ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  DAVOR VLAOVIÆ, dipl.ing. ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR  ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  MIRKO DUSPARA ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ ;HRVATSKI DEMOKRATSKI SAVEZ SLAVONIJE I BARANJE - HDSSB  , Nositelj liste:  prof.dr.sc. VLADIMIR ŠIŠLJAGIÆ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  KREŠIMIR LANDEKA ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  JOSIP GRUBIŠIÆ ;SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS  , Nositelj liste:  TOMISLAV POKROVAC;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  VLADO BUŠIÆ ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;ZELENA LISTA  , Nositelj liste:  DARKO STOŠIÆ ;ZELENA STRANKA - ZS  ,   Nositelj liste:  mr.sc. ALJOŠA BABIÆ ;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BOGDANOVCI;2;PETROVCI;OSNOVNA ŠKOLA PETROVCI;BANA JOSIPA JELAÈIÆA 1;433;347;347;342;5;1;0;2;4;6;1;1;48;0;7;0;0;30;39;5;2;0;3;189;1;2;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BOGDANOVCI;3;SVINJAREVCI;ZGRADA MJESNOG ODBORA (STARA OSNOVNA ŠKOLA);CRKVENA 4;366;216;216;211;5;1;1;3;1;0;1;0;70;1;25;0;1;56;30;0;0;2;1;18;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BOROVO;1;BOROVO;"U NAS.""CREPULJE"" TRGOVINA ""BAJA""";B.MASLARIÆA 29;146;77;77;74;3;1;0;3;0;4;0;0;4;1;0;0;0;2;0;0;0;0;0;57;1;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BOROVO;2;BOROVO;BOROVO;GLAVNA 88C;238;143;143;135;8;0;0;2;0;1;0;0;15;0;1;1;1;2;7;0;0;0;1;100;2;1;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BOROVO;3;BOROVO;OSNOVNA ŠKOLA BOROVO;TRG PALIH BORACA;273;149;149;140;9;3;1;0;0;1;0;0;9;2;0;16;0;2;0;1;0;0;0;104;0;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BOROVO;4;BOROVO;"DJEÈJI VRTIÆ ""ZLATOKOSA""";N. KOVAÈEVIÆA 66;144;88;88;81;7;0;0;0;0;1;2;1;8;1;2;3;1;1;1;1;0;0;0;59;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BOROVO;5;BOROVO;BOROVO;OZRENSKA 51;62;37;37;32;5;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;27;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BOŠNJACI;1;BOŠNJACI;DOM KULTURE (PROSTORIJE KUD-A);TRG FRA B.T.LEAKOVIÆA 10;1.059;567;567;550;17;1;2;1;2;15;1;3;165;6;60;2;15;12;82;10;2;1;6;158;1;1;1;3;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BOŠNJACI;2;BOŠNJACI;OPÆINA BOŠNJACI;TRG FRA B.T.LEAKOVIÆA 15;832;409;409;403;6;3;0;2;2;7;3;2;133;4;62;4;3;8;52;7;2;2;6;99;2;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BOŠNJACI;3;BOŠNJACI;VATROGASNI DOM;TRG FRA B.T.LEAKOVIÆA 12;884;436;436;426;10;0;1;0;0;10;3;3;168;5;13;7;6;14;54;3;2;0;9;127;0;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BOŠNJACI;4;BOŠNJACI;"OSN.ŠKOLA ""FRA B.T. LEAKOVIÆ""";BRAÆE RADIÆA 38A;1.039;492;492;482;10;1;2;0;3;4;2;3;154;4;37;1;6;11;94;10;5;2;2;139;0;1;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRESTOVAC;1;"OSNOVNA ŠKOLA ""DRAGUTINA LERMANA""";BRESTOVAC;POŽEŠKA 45;807;392;392;386;6;0;3;1;0;10;1;1;143;0;4;6;11;5;70;6;3;2;0;115;1;2;2;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRESTOVAC;2;VATROGASNI DOM;JAGUPLIJE;JAGUPLIJE BB;141;85;85;84;1;0;0;0;0;1;1;1;36;1;1;1;0;2;23;1;1;0;0;15;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRESTOVAC;3;"TURISTIÈKA AGENCIJA ""RICH""";ZAVRŠJE;Z. BRKIÆA 46;310;186;186;184;2;1;0;1;0;9;0;0;38;1;1;6;1;3;38;4;2;1;0;74;1;0;0;3;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRESTOVAC;4;DRUŠTVENI DOM;NURKOVAC;NURKOVAC BB;218;151;151;149;2;1;0;0;1;3;0;1;38;1;2;2;1;3;11;2;4;0;1;78;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRESTOVAC;5;DRUŠTVENI DOM;DOLAC;DOLAC BB;160;118;118;116;2;0;0;0;1;3;0;2;37;0;1;2;3;16;8;1;2;0;0;40;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRESTOVAC;6;PODRUÈNA ŠKOLA;SKENDEROVCI;SKENDEROVCI BB;165;98;98;98;0;0;0;1;0;3;0;2;42;0;6;1;0;1;15;5;0;1;0;21;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRESTOVAC;7;DRUŠTVENI DOM;DARANOVCI;DARANOVCI BB;169;115;115;115;0;0;0;3;0;7;2;0;41;1;1;0;1;6;27;0;0;0;0;23;0;1;1;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRESTOVAC;8;VATROGASNI DOM;ZAKORENJE;ZAKORENJE BB;189;122;122;120;2;1;0;0;0;1;2;2;59;0;9;1;2;1;14;5;0;0;0;22;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRESTOVAC;9;DRUŠTVENI DOM;DONJI GUÈANI;DONJI GUÈANI BB;188;113;113;112;1;0;0;0;0;2;0;0;77;0;0;0;0;2;10;0;0;0;0;21;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRESTOVAC;10;DRUŠTVENI DOM;BUSNOVI;BUSNOVI BB;107;59;59;58;1;0;0;1;0;0;0;1;16;1;5;0;1;0;3;0;0;0;0;29;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRESTOVAC;11;VATROGASNI DOM;IVANDOL;IVANDOL BB;219;98;98;94;4;0;0;0;0;1;2;0;47;0;4;1;1;0;11;1;1;5;0;19;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRESTOVAC;12;DRUŠTVENI DOM;VILIÆ SELO;VILIÆ SELO BB;138;90;90;89;1;0;1;0;0;0;0;0;35;0;6;0;0;0;9;1;0;1;0;35;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRESTOVAC;13;DRUŠTVENI DOM;BORIÈEVCI;BORIÈEVCI BB;127;79;79;79;0;2;1;0;0;2;2;1;25;0;2;1;2;0;16;0;0;0;1;23;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRESTOVAC;14;DRUŠTVENI DOM;PAVLOVCI;PAVLOVCI BB;177;120;120;120;0;0;0;0;0;3;1;0;41;0;5;0;1;1;24;2;0;0;0;40;0;2;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRESTOVAC;15;DRUŠTVENI DOM;DEŽEVCI;DEŽEVCI BB;151;98;98;96;2;0;0;1;0;0;0;0;52;0;0;1;1;0;18;0;0;0;0;23;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRESTOVAC;16;DRUŠTVENI DOM;PERENCI;PERENCI BB;80;56;56;55;1;0;0;0;1;1;1;0;12;0;0;1;1;0;2;0;1;0;0;35;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRESTOVAC;17;VATROGASNI DOM;ORLJAVAC;ORLJAVAC BB;379;169;169;167;2;0;0;2;1;10;1;1;52;1;2;1;2;2;13;3;0;0;0;75;0;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRODSKI STUPNIK;1;BRODSKI STUPNIK;DRUŠTVENI DOM U BRODSKOM STUPNIKU;STJEPANA RADIÆA 117;716;439;439;428;11;0;3;3;1;16;2;1;71;0;28;21;36;51;66;12;8;2;0;103;0;1;1;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRODSKI STUPNIK;2;BRODSKI STUPNIK;ŠPORTSKI DOM BRODSKI  STUPNIK;OMLADINSKA BB;736;420;420;407;13;1;5;0;2;7;3;0;113;2;17;16;33;34;46;7;1;2;2;113;2;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRODSKI STUPNIK;3;STARI SLATINIK;DRUŠTVENI DOM U STAROM SLATINIKU;UL. HRV. BRANITELJA 187;1.207;672;672;666;6;0;0;2;0;12;1;1;189;7;68;14;62;38;60;14;2;1;2;189;1;3;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRODSKI STUPNIK;4;LOVÈIÆ;DRUŠTVENI DOM U LOVÈIÆU;LOVÈIÆ;69;40;40;40;0;1;0;0;0;0;0;0;4;1;8;0;0;15;4;0;0;0;0;6;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BRODSKI STUPNIK;5;KRAJAÈIÆI;DRUŠTVENI DOM U KRAJAÈIÆIMA;KRAJAÈIÆI;95;58;58;56;2;0;1;0;0;0;0;0;27;0;5;0;0;17;2;2;1;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BUKOVLJE;1;BUKOVLJE;DRUŠTVENI DOM U BUKOVLJU;JOSIPA KOZARCA 20;1.019;577;577;565;12;1;1;1;0;9;2;2;187;2;3;0;37;10;51;6;9;5;2;234;1;2;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BUKOVLJE;2;BUKOVLJE;DRUŠTVENI DOM U BUKOVLJU;JOSIPA KOZARCA 20;906;492;492;490;2;2;0;1;2;4;2;3;150;1;6;7;52;47;24;9;0;0;2;175;2;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BUKOVLJE;3;VRANOVCI;DRUŠTVENI DOM U VRANOVCIMA;SLAVONSKA 14;580;322;322;309;13;0;0;1;0;3;0;5;115;2;2;2;26;11;36;7;0;1;0;97;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BUKOVLJE;4;KORDUŠEVCI;DRUŠTVENI DOM U KORDUŠEVCIMA;KORDUŠEVCI 34;130;67;67;66;1;0;0;0;1;1;0;0;19;1;7;0;0;6;4;1;1;0;0;24;0;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BUKOVLJE;5;JEŽEVIK;DRUŠTVENI DOM U JEŽEVIKU;JEŽEVIK 24;54;37;37;37;0;1;0;2;0;3;0;0;8;0;2;0;2;0;0;0;0;0;0;18;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;BUKOVLJE;6;ŠUŠNJEVCI;DRUŠTVENI DOM U ŠUŠNJEVCIMA;TRG SVETOG MIHOVILA 1;212;125;125;124;1;0;0;0;1;3;0;2;31;0;3;1;11;4;15;1;0;1;1;50;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;CERNA;1;CERNA;"OSN. ŠKOLA ""MATIJA ANTUN RELJKOVIÆ""";ŠETALIŠTE DR. FRANJE TUÐMANA 3;849;527;527;522;5;0;0;2;0;14;7;6;133;3;8;11;6;12;91;8;1;2;2;210;1;1;3;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;CERNA;2;ŠIŠKOVCI;DRUŠTVENI DOM U ŠIŠKOVCIMA;J.KOZARCA 1;641;424;424;421;3;1;0;2;1;3;3;0;210;3;6;7;2;9;46;6;5;0;1;114;0;0;1;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;CERNA;3;CERNA;"OSN. ŠKOLA ""MATIJA ANTUN RELJKOVIÆ""";ŠETALIŠTE DR. FRANJE TUÐMANA 3;795;457;452;442;10;0;1;4;1;9;2;3;173;1;5;2;4;12;41;6;0;0;0;173;3;0;2;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;CERNA;4;CERNA;"OSN. ŠKOLA ""MATIJA ANTUN RELJKOVIÆ""";ŠETALIŠTE DR. FRANJE TUÐMANA 3;926;594;594;585;9;1;3;2;1;17;4;6;225;4;9;18;8;9;71;16;0;2;0;186;0;1;1;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;CERNA;5;CERNA;"OSN. ŠKOLA ""MATIJA ANTUN RELJKOVIÆ""";ŠETALIŠTE DR. FRANJE TUÐMANA 3;795;460;452;447;5;1;1;2;1;12;3;2;123;2;17;13;10;13;67;4;0;3;2;164;0;3;4;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;CERNIK;1;OPATOVAC;OSNOVNA ŠKOLA OPATOVAC;OPATOVAC;287;213;213;207;6;0;0;0;1;4;0;6;84;0;10;3;4;1;51;5;0;0;0;36;0;1;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;CERNIK;2;PODVRŠKO;OSNOVNA ŠKOLA PODVRŠKO;PODVRŠKO;286;185;185;181;4;1;0;1;0;3;0;0;87;1;12;3;2;1;40;0;1;0;2;26;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;CERNIK;3;BANIÆEVAC;DRUŠTVENI DOM BANIÆEVAC;BANIÆEVAC;217;162;162;159;3;0;0;2;0;2;3;1;38;0;4;0;5;1;57;3;1;0;1;41;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;CERNIK;4;BAÆIN DOL;DRUŠTVENI DOM BAÆIN DOL;BAÆIN DOL;343;189;189;182;7;1;0;2;0;7;0;0;50;2;29;1;5;2;36;2;0;0;0;43;2;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;CERNIK;5;ŠUMETLICA;DRUŠTVENI DOM ŠUMETLICA;ŠUMETLICA;298;128;128;128;0;0;0;0;0;1;0;0;25;1;13;0;2;2;17;4;4;0;0;59;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;CERNIK;6;CERNIÈKA ŠAGOVINA;DRUŠTVENI DOM CERNIÈKA ŠAGOVINA;CERNIÈKA ŠAGOVINA;308;194;194;190;4;0;2;1;1;4;0;1;60;0;16;0;14;2;34;3;0;0;0;52;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;CERNIK;7;GILETINCI;DRUŠTVENI DOM GILETINCI;GILETINCI;250;172;172;167;5;0;2;2;0;5;0;1;36;0;17;5;4;2;50;4;0;1;0;38;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;CERNIK;8;CERNIK;ZGRADA OPÆINSKOG POGLAVARSTVA CERNIK;CERNIK;534;296;296;290;6;0;3;2;1;11;1;2;59;0;19;8;12;13;52;10;2;1;2;92;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;CERNIK;9;CERNIK;"OŠ ""MATIJA GUBEC""";CERNIK;556;334;334;324;10;1;1;2;1;7;0;1;70;0;6;17;17;8;55;7;2;0;1;128;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;CERNIK;10;CERNIK;ZGRADA OPÆINSKOG POGLAVARSTVA CERNIK;CERNIK;455;282;282;277;5;0;1;3;1;3;0;1;54;1;18;9;5;10;53;7;1;0;3;105;1;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;1;SPORTSKO DRUŠTVO OMLADINAC;ÈAGLIN;KOLODVORSKA 9A;549;359;359;355;4;0;1;2;2;9;5;1;89;0;47;1;5;21;48;2;1;0;2;118;0;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;2;PRIVATNA KUÆA IZUDINA ÐAFEROVIÆA;JURKOVAC;JURKOVAC 10;15;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;3;DRUŠTVENO VATROGASNI DOM;RUŠEVO;RUŠEVO BB;232;144;144;143;1;0;1;0;0;3;0;2;47;0;11;2;1;3;20;2;0;1;1;49;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;4;DRUŠTVENO VATROGASNI DOM;DJEDINA RIJEKA;DJEDINA RIJEKA BB;109;79;79;78;1;0;0;1;2;2;3;0;30;2;5;0;0;2;12;0;1;0;0;18;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;5;SEOSKI DOM;VELIKI BILAÈ;VELIKI BILAÈ BB;34;17;17;17;0;0;0;0;0;0;0;0;2;0;1;1;0;0;1;0;0;0;0;12;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;6;SEOSKI DOM;LATINOVAC;LATINOVAC BB;59;45;45;45;0;0;1;2;0;5;0;0;2;0;7;0;0;1;4;0;0;0;0;23;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;7;PRIVATNA KUÆA JURE RADMANA;NOVA LIPOVICA;NOVA LIPOVICA 9B;29;18;18;18;0;0;0;0;0;2;0;1;4;0;0;0;0;1;7;0;1;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;8;SEOSKI DOM;VLATKOVAC;VLATKOVAC BB;88;60;60;58;2;1;1;0;0;2;2;1;23;0;0;0;0;0;15;0;0;0;0;13;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;9;SEOSKI DOM;KNEŽEVAC;KNEŽEVAC BB;80;52;52;52;0;0;0;0;0;2;0;0;23;0;15;0;0;0;1;1;0;2;0;8;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;10;PROSTORIJA UZ TRGOVINU;STARI ZDENKOVAC;STARI ZDENKOVAC 13;40;19;19;19;0;0;0;0;0;0;3;0;8;0;1;0;0;1;1;0;0;0;0;5;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;11;PRIVATNA KUÆA ANDRIJE JAMBREÈINE;MOKREŠ;MOKREŠ 24;27;20;20;19;1;0;0;0;0;0;0;0;11;0;3;0;0;0;0;0;0;0;0;5;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;12;SEOSKI DOM;SIBOKOVAC;SIBOKOVAC BB;27;18;18;18;0;0;2;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;12;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;13;DRUŠTVENI DOM;JEZERO;JEZERO BB;18;15;15;15;0;0;0;0;0;0;0;0;5;1;6;0;0;0;0;0;0;0;0;3;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;14;OSNOVNA ŠKOLA;SOVSKI DOL;SOVSKI DOL 16;107;56;56;55;1;0;0;0;0;1;0;0;24;0;1;0;2;0;16;0;0;0;0;11;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;15;SEOSKI DOM;PAKA;PAKA BB;34;25;25;22;3;0;0;0;0;2;0;0;6;1;9;0;0;0;0;0;0;0;0;4;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;16;OSNOVNA ŠKOLA;IMRIJEVCI;IMRIJEVCI BB;35;25;25;25;0;0;2;1;0;1;0;0;13;0;1;0;1;0;0;0;0;0;0;6;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;17;OSNOVNA ŠKOLA;MIGALOVCI;MIGALOVCI BB;94;61;61;61;0;0;0;1;0;2;0;0;19;1;0;0;1;0;10;1;0;0;0;24;0;1;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;18;SEOSKI DOM;SAPNA;SAPNA BB;78;40;40;39;1;0;0;0;1;1;3;0;7;0;1;1;0;0;3;0;0;0;0;22;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;19;DRUŠTVENO VATROGASNI DOM;NOVA LJESKOVICA;JOSIPA KNEŽEVIÆA BB;165;97;97;96;1;2;0;0;0;2;0;3;49;2;4;1;2;0;5;1;0;0;0;25;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;20;DRUŠTVENO VATROGASNI DOM;MILANLUG;MILANLUG 51;182;106;106;106;0;0;0;2;0;3;0;0;36;0;5;1;0;2;30;0;0;0;1;25;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;21;DRUŠTVENI DOM;VUKOJEVICA;VUKOJEVICA BB;58;34;34;34;0;0;0;0;0;1;0;0;14;0;1;0;0;1;5;0;0;0;0;12;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ÈAGLIN;22;PRIVATNA KUÆA BOŽIDARA BORJANIÆA;DUBOKA;DUBOKA 10;39;23;23;23;0;0;0;0;0;0;3;0;4;0;0;1;0;0;3;0;1;0;0;11;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DAVOR;1;DAVOR;SALA POGLAVARSTVA OPÆINE DAVOR;DAVOR;1.100;640;640;628;12;0;3;4;2;17;6;4;222;9;28;20;29;51;61;15;7;3;5;138;0;1;1;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DAVOR;2;DAVOR;DRUŠTVENI DOM U DAVORU;DAVOR;876;489;489;479;10;0;1;3;2;9;0;2;192;4;29;10;16;31;50;9;5;5;1;108;0;1;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DAVOR;3;ORUBICA;OSNOVNA ŠKOLA U ORUBICI;ORUBICA;560;386;386;383;3;2;6;1;2;8;3;1;157;0;31;7;13;3;55;4;2;0;0;86;1;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DONJI ANDRIJEVCI;1;STARO TOPOLJE;"OŠ ""V.C.EMIN"", PODRUÈNA ŠKOLA STARO TOPOLJE";IVE LOLE RIBARA 71;700;357;357;343;14;0;2;1;1;13;2;1;87;3;6;5;23;60;51;4;0;1;1;78;0;0;3;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DONJI ANDRIJEVCI;2;NOVO TOPOLJE;DRUŠTVENI DOM  NOVO TOPOLJE;NOVO TOPOLJE 21;144;58;58;56;2;0;0;1;2;3;1;1;22;0;2;0;0;0;1;0;0;0;0;23;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DONJI ANDRIJEVCI;3;DONJI ANDRIJEVCI;OŠ V.C. EMIN DONJI ANDRIJEVCI;TRG KRALJA TOMISLAVA 8;651;367;367;365;2;0;1;3;0;7;3;1;89;1;5;6;28;12;95;3;3;2;2;100;1;1;0;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DONJI ANDRIJEVCI;4;DONJI ANDRIJEVCI;OŠ V.C. EMIN DONJI ANDRIJEVCI;TRG KRALJA TOMISLAVA 8;823;467;467;460;7;1;2;1;1;13;1;1;112;5;17;11;19;35;88;8;0;2;3;135;4;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DONJI ANDRIJEVCI;5;SREDANCI;DRUŠTVENI DOM U SREDANCIMA;SREDANCI 24;291;198;198;193;5;0;0;1;0;2;2;0;78;1;10;1;11;1;48;1;1;0;1;34;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DONJI ANDRIJEVCI;6;DONJI ANDRIJEVCI;OŠ V.C. EMIN DONJI ANDRIJEVCI;TRG KRALJA TOMISLAVA 8;846;463;463;453;10;0;0;3;0;11;1;1;124;1;15;6;22;30;99;3;0;2;2;127;1;1;2;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;DRAGALIÆ;1;GORICE;DRUŠTVENI DOM GORICE;GORICE 58;169;87;87;86;1;0;1;0;0;1;1;0;34;0;18;1;0;2;10;5;0;0;0;13;0;0;0;0;;;;;;;;;;;;;;;;;
