Izborna jedinica;Grad / opæine;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: STJEPAN VUJANIÆ ;AGENDA MLADIH DEMOKRATA - AMD, HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: IGOR KINDIJ;AKCIJA MLADIH - AM, Nositelj liste: ALAN SANKOVIÆ ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH, SPLITSKA STRANKA UMIROVLJENIKA - SSU, Nositelj liste: ZLATKO KLARIÆ, prof. ;AKCIJA ZA BOLJU HRVATSKU - ABH, HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS, JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: MILOVAN ŠIBL ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP, Nositelj liste: MARKO FRANCIŠKOVIÆ  ;BLOK UMIROVLJENICI ZAJEDNO - BUZ, PRIMORSKO GORANSKI SAVEZ - PGS, HRVATSKA RADNIÈKA STRANKA - HRS, Nositelj liste: prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA SLAVONSKE RAVNICE - SLAVONSKA RAVNICA, Nositelj liste: SLAVKO VUKŠIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ, Nositelj liste: MARIJA JELINÈIÆ ;GLAS RAZUMA, Nositelj liste: STJEPAN RADILOVIÆ, dipl.organizator poslovanja ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: JADRANKA KOSOR  ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21., Nositelj liste: VEDRANA MILAS  ;HRVATSKA EUROPSKA STRANKA - HES, Nositelj liste: NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS, ZELENA STRANKA - ZS, STRANKA PENZIONERA - SP, Nositelj liste: DARKO VULETIÆ ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS, Nositelj liste: prof.dr.sc. VELIMIR SRIÆA  ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTE PRKAÈIN  ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ, HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: RUŽA TOMAŠIÆ;HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI, Nositelj liste: mr.sc. ZLATKO SVIBEN, dipl.inž.;HRVATSKI LABURISTI-STRANKA RADA, Nositelj liste: DRAGUTIN LESAR  ;HRVATSKI RAST - HRAST, Nositelj liste: KREŠIMIR MILETIÆ ;NACIONALNI DEMOKRATI - ND, DEAN GOLUBIÆ, dipl.krim.  ;NEOVISNA LISTA, Nositelj liste: MILAN BANDIÆ;NEOVISNA LISTA, Nositelj liste: DAMIR GAŠPAROVIÆ  ;NEOVISNA LISTA, Nositelj liste: dr.sc. IVAN GRUBIŠIÆ  ;NEOVISNA LISTA, Nositelj liste: HRVOJE MIRKOVIÆ;NEOVISNA LISTA, Nositelj liste: VEDRAN SENJANOVIÆ  ;NEOVISNA LISTA, Nositelj liste: SINIŠA VUCO ;NOVA HRVATSKA - NH, Nositelj liste: BORKO ŠAMIJA ;OBITELJSKA STRANKA - OS, Nositelj liste: MATE KNEZOVIÆ;SAVEZ ZA PROMJENE - SP, AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: IVAN PERNAR ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, ISTARSKI DEMOKRATSKI SABOR - IDS, HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: ZORAN MILANOVIÆ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, Nositelj liste: mr.sc. BOŽIDAR DUGONJIÆ ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ, Nositelj liste: ŽELJKO VINSKI, ing.grad.  ;VOLIM HRVATSKU - VH, Nositelj liste: ROKO ŠIKIÆ  ;ZAGORSKA DEMOKRATSKA STRANKA - ZDS, Nositelj liste: LJUBOMIR PULJIÆ  ;ZAGORSKA STRANKA - ZS, Nositelj liste: BOŽIDAR PTIÈAR;ZAGREBAÈKA NEZAVISNA LISTA - ZNL, Nositelj liste: mr.sc. TATJANA HOLJEVAC, dipl.ing.;ZELENA LISTA, Nositelj liste: NEVA TOLLE ;ZELENI ZAJEDNO, Nositelj liste: VERA PETRINJAK-ŠIMEK ;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;214;KUSTOŠIJA - CENTAR;OŠ KUSTOŠIJA;SOKOLSKA 7;637;433;433;427;6;0;4;0;1;2;0;10;0;3;0;63;3;1;6;32;21;21;3;30;10;0;20;1;10;0;0;1;0;0;0;176;0;0;1;0;1;3;3;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;215;MEDVEDGRAD;PROSTORIJE MJESNOG ODBORA;MIKULIÆI 189;707;486;486;475;11;0;1;0;3;3;0;0;25;0;0;87;0;0;15;20;17;0;13;3;35;12;3;23;1;6;0;1;0;2;3;193;1;0;1;0;1;4;1;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;216;MEDVEDGRAD;DVORAC PONGRATZ;MIKULIÆI 133;1.501;980;980;969;11;0;1;3;3;2;2;41;5;3;0;218;0;1;19;43;31;31;5;72;70;2;35;1;24;0;1;4;0;0;2;339;0;0;1;1;0;5;3;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;217;MEDVEDGRAD;VATROGASNI DOM;BIJENIK 162;1.661;1.179;1.153;1.145;8;0;2;4;7;3;1;41;2;8;0;195;2;0;25;54;44;30;6;67;29;3;36;2;32;0;4;2;0;0;2;519;0;2;2;0;0;11;8;2;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;218;SVETI DUH;OŠ PAVLEKA MIŠKINE;SVETI DUH 24;714;468;468;466;2;0;0;1;0;2;0;21;0;2;0;93;2;0;2;34;15;4;4;33;12;0;3;1;7;0;0;2;0;0;2;212;0;0;3;0;0;4;5;2;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;219;SVETI DUH;OŠ PAVLEKA MIŠKINE;SVETI DUH 24;703;454;454;448;6;0;0;2;5;2;2;18;1;2;0;82;1;0;4;21;11;9;3;36;13;0;6;0;13;0;0;0;0;1;2;205;0;0;1;0;1;4;3;0;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;220;SVETI DUH;OŠ MEDVEDGRAD;STRMA CESTA 15;1.565;958;958;942;16;0;1;2;10;2;1;27;0;0;0;191;0;0;9;56;29;19;4;97;14;1;27;0;15;2;0;6;0;2;2;411;1;0;1;1;2;5;2;2;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;221;SVETI DUH;OŠ MEDVEDGRAD;STRMA CESTA 15;1.631;1.054;1.042;1.025;17;1;4;2;4;7;2;42;4;0;2;190;2;2;17;75;28;40;5;88;33;0;25;2;13;1;1;4;0;5;3;404;1;1;1;2;3;10;1;0;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;222;SVETI DUH;DOM ZA STARIJE I NEMOÆNE OSOBE 'SVETI JOSIP';DUNJEVAC 17;1.659;1.104;1.103;1.080;23;3;1;3;5;3;0;62;1;1;2;217;0;0;10;69;38;26;6;71;35;1;14;2;36;0;0;4;0;1;1;456;0;0;3;1;2;3;0;3;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;223;ŠESTINSKI DOL-VRHOVEC;PROSTORIJE MJESNOG ODBORA;ILICA 181;734;449;449;442;7;0;2;1;0;1;1;17;1;0;0;104;1;0;4;24;8;10;6;25;9;1;7;0;10;0;0;1;0;0;4;192;0;0;0;1;1;7;3;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;224;ŠESTINSKI DOL-VRHOVEC;"DJEÈJI VRTIÆ ""PETAR PAN""";KUNIŠÈAK 7;1.541;1.069;1.069;1.055;14;0;0;2;5;2;1;44;2;5;1;155;1;0;8;50;43;31;0;91;55;0;25;0;25;0;1;2;0;1;1;480;3;0;0;0;2;8;5;6;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;225;ŠESTINSKI DOL-VRHOVEC;"DJEÈJI VRTIÆ ""PETAR PAN""";KUNIŠÈAK 7;1.516;932;932;915;17;0;1;2;2;2;0;37;1;3;0;139;3;0;11;50;34;32;6;80;35;0;20;2;23;0;0;2;1;2;4;401;5;0;0;1;3;9;3;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;226;ŠESTINSKI DOL-VRHOVEC;DOM ZDRAVLJA ZAGREB-ZAPAD;VRTLARSKA 1;1.053;694;693;683;10;0;0;1;2;1;2;30;0;2;0;173;1;2;6;41;23;11;0;54;18;0;14;0;21;0;1;2;0;4;3;261;1;0;0;1;0;3;5;0;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;227;ŠESTINSKI DOL-VRHOVEC;OŠ NAD LIPOM;NAD LIPOM 13/1;1.460;949;949;940;9;0;3;0;2;6;3;31;0;0;0;188;2;0;3;53;30;26;1;73;22;0;22;0;19;0;0;3;0;0;1;435;5;0;1;1;0;7;3;0;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;228;MATIJA GUBEC;OŠ OTONA IVEKOVIÆA;STJEPKA PASANCA 3;1.572;1.000;1.000;981;19;0;4;2;4;6;2;44;1;5;1;158;1;1;5;37;36;39;5;64;22;1;41;0;16;0;2;5;0;1;5;454;2;0;0;1;3;10;2;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;229;MATIJA GUBEC;OŠ OTONA IVEKOVIÆA;STJEPKA PASANCA 3;1.701;1.114;1.114;1.095;19;2;3;1;9;2;3;47;0;4;1;223;4;0;30;57;40;33;7;82;41;2;39;1;26;0;0;2;0;0;3;408;1;0;1;0;5;9;8;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;230;VRAPÈE-JUG;PROSTORIJE MJESNOG ODBORA;MEDARSKA 80;1.088;710;685;677;8;0;1;1;5;2;0;34;1;5;2;123;2;0;8;37;19;21;5;52;23;0;22;0;11;0;0;6;0;1;2;281;0;0;1;0;2;7;0;3;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;231;VRAPÈE-JUG;PROSTORIJE MJESNOG ODBORA;MEDARSKA 80;1.717;1.024;1.021;1.008;13;0;2;4;4;6;3;34;4;4;0;221;0;0;8;30;37;30;3;70;23;8;58;0;10;0;0;9;1;1;3;416;1;0;0;7;5;5;1;0;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;232;VRAPÈE-JUG;PROSTORIJE MJESNOG ODBORA;MEDARSKA 80;1.110;667;667;656;11;1;3;4;2;7;0;29;0;1;0;114;0;0;5;39;13;26;1;48;22;1;17;0;12;0;3;2;0;2;7;288;0;0;1;0;1;3;3;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;233;VRAPÈE-JUG;DJEÈJI VRTIÆ ŠPANSKO-PODRUÈNI OBJEKT;VI. ORANIÈKI ODVOJAK 4;1.395;938;938;927;11;1;1;3;3;0;1;43;0;4;2;103;2;1;4;60;22;35;4;100;22;0;19;0;26;0;0;7;0;0;10;442;0;1;1;2;1;3;4;0;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;234;GORNJE VRAPÈE;OŠ GORNJE VRAPÈE;VRAPÈANSKA 188;1.252;788;788;773;15;0;1;3;7;4;2;24;2;4;1;132;1;0;29;33;41;30;4;80;3;0;33;0;3;0;0;9;1;3;0;307;2;0;3;1;1;6;2;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;235;GORNJE VRAPÈE;OŠ GORNJE VRAPÈE;VRAPÈANSKA 188;1.085;717;691;682;9;1;0;1;3;0;0;23;1;4;1;83;0;1;25;18;22;26;4;68;25;0;29;0;15;0;1;3;0;2;4;307;2;0;1;2;2;4;1;3;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;236;GORNJE VRAPÈE;OŠ GORNJE VRAPÈE;VRAPÈANSKA 188;1.510;936;936;923;13;1;1;5;7;3;4;23;3;4;0;141;0;0;15;33;23;31;6;86;24;1;36;0;19;2;1;6;0;1;4;420;0;0;1;5;3;8;4;2;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;237;GORNJI STENJEVEC;PROSTORIJE MJESNOG ODBORA;DUBRAVICA 109A;1.646;1.060;1.060;1.045;15;1;1;6;9;1;2;58;2;4;0;168;4;1;20;56;39;36;7;117;34;2;30;0;22;1;1;3;0;1;3;387;3;1;1;0;0;11;6;7;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;238;GORNJI STENJEVEC;PROSTORIJE MJESNOG ODBORA;DUBRAVICA 109A;1.056;704;704;692;12;0;2;0;4;0;4;27;1;2;1;90;2;1;11;38;32;15;5;50;23;1;33;2;10;0;1;6;1;1;4;313;2;0;0;2;2;2;2;2;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;239;PERJAVICA-BORÈEC;OŠ STENJEVEC;BOLNIÈKA CESTA 92;1.484;1.010;1.009;1.001;8;0;2;3;7;4;1;30;2;6;1;215;4;1;13;62;30;36;7;92;23;0;30;0;20;0;1;5;0;4;5;378;0;0;0;3;1;3;8;4;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;240;PERJAVICA-BORÈEC;OŠ DRAGUTINA TADIJANOVIÆA;BOLNIÈKA CESTA 60A;1.720;1.199;1.168;1.153;15;0;4;0;3;3;0;56;3;3;1;221;2;0;23;54;35;39;8;106;25;1;34;1;25;0;0;8;0;3;4;474;3;0;4;0;1;2;4;3;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;241;PERJAVICA-BORÈEC;OŠ DRAGUTINA TADIJANOVIÆA;BOLNIÈKA CESTA 60A;1.822;1.247;1.246;1.238;8;0;0;2;2;1;0;62;1;3;0;168;6;0;8;79;42;30;19;130;39;2;40;3;36;0;0;2;0;3;2;533;3;0;3;0;3;10;4;2;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;242;PERJAVICA-BORÈEC;PROSTORIJE MJESNOG ODBORA;MEDPOTOKI 32;2.003;1.276;1.276;1.254;22;0;1;6;12;1;2;45;2;3;1;194;2;2;27;65;41;38;5;113;27;4;65;0;12;0;2;4;0;3;3;540;1;0;4;5;3;12;5;4;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;243;PODSUSED;PROSTORIJE MJESNOG ODBORA (BIVŠA ŠKOLA BIZEK);BIZEK II. 2;642;421;421;412;9;1;1;4;3;2;2;10;0;6;1;62;2;1;7;26;10;13;0;44;8;0;32;1;5;0;0;4;3;1;4;150;2;0;0;0;1;6;0;0;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;244;PODSUSED;PROSTORIJE MJESNOG ODBORA;DOMSKA 1;494;317;316;310;6;0;0;1;5;3;1;7;0;2;1;66;0;0;13;15;3;1;3;24;10;0;15;1;4;0;0;0;0;0;5;124;3;0;0;0;1;1;1;0;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;245;PODSUSED;OŠ BANA JOSIPA JELAÈIÆA;PODGRADSKI ODVOJAK 1;1.319;875;875;856;19;0;1;3;3;6;2;35;1;5;2;140;4;0;19;53;25;21;6;74;20;2;24;0;18;0;0;3;0;1;1;371;2;0;1;0;1;7;3;2;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;246;PODSUSED;OŠ BANA JOSIPA JELAÈIÆA;PODGRADSKI ODVOJAK 1;1.462;945;945;937;8;0;1;4;4;2;1;46;0;2;0;136;1;0;23;36;26;24;8;91;19;1;30;0;30;0;0;3;0;1;5;425;0;0;5;1;3;4;5;0;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;247;PODSUSED;OŠ BANA JOSIPA JELAÈIÆA;PODGRADSKI ODVOJAK 1;1.256;866;846;838;8;0;1;4;2;2;0;28;1;3;0;150;0;0;15;30;40;29;3;68;36;1;27;0;11;0;0;2;0;0;8;363;1;0;0;4;3;2;3;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;248;PODSUSED;PROSTORIJE MJESNOG ODBORA;BANOVSKI PUT 1A;184;115;115;112;3;2;1;0;2;0;1;2;0;0;0;7;0;0;1;1;4;2;1;11;0;0;4;0;0;0;0;0;0;0;1;71;0;0;0;0;1;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;249;VRAPÈE CENTAR;OŠ GROFA JANKA DRAŠKOVIÆA;VRAPÈANSKA 7;1.503;977;977;963;14;0;3;2;4;8;4;46;4;6;0;170;1;1;14;42;32;21;1;107;16;1;23;0;26;0;0;8;0;2;2;405;3;0;2;0;2;4;2;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;250;VRAPÈE CENTAR;OŠ GROFA JANKA DRAŠKOVIÆA;VRAPÈANSKA 7;1.668;1.039;1.032;1.022;10;2;4;6;9;0;3;40;1;1;1;169;1;1;15;38;43;28;12;101;25;5;50;0;18;1;0;7;0;0;7;402;3;1;3;3;4;9;5;4;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;251;VRAPÈE CENTAR;OŠ GROFA JANKA DRAŠKOVIÆA;VRAPÈANSKA 7;1.722;1.090;1.090;1.072;18;0;1;4;8;3;0;47;4;4;1;200;0;1;16;45;33;31;7;94;25;2;35;2;26;0;1;4;0;2;5;442;4;0;2;1;8;4;6;4;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;252;VRAPÈE CENTAR;OŠ GROFA JANKA DRAŠKOVIÆA;VRAPÈANSKA 7;1.645;1.126;1.125;1.108;17;0;5;2;2;1;2;64;2;3;0;194;2;0;22;37;45;35;4;108;16;1;36;3;18;0;0;4;0;4;7;464;2;0;1;0;13;7;3;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;253;GRAÈANI;OŠ GRAÈANI;GRAÈANI 4A;1.665;1.182;1.181;1.157;24;0;5;1;6;4;3;40;2;6;0;290;3;0;20;45;22;82;9;99;69;2;46;1;31;0;1;5;1;7;1;338;1;1;4;2;0;4;3;3;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;254;GRAÈANI;OŠ GRAÈANI;GRAÈANI 4A;1.793;1.185;1.185;1.157;28;0;0;1;4;8;0;38;0;7;0;266;0;1;14;57;53;49;9;59;56;0;27;2;33;1;0;3;0;1;1;452;1;0;2;1;0;6;3;2;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;255;GRAÈANI;OŠ GRAÈANI;GRAÈANI 4A;1.765;1.190;1.162;1.138;24;0;3;3;4;7;2;39;1;3;0;295;1;1;12;54;38;45;8;83;31;0;32;0;30;0;0;3;0;10;9;404;3;0;4;0;0;10;0;3;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;256;MARKUŠEVEC;0Š MARKUŠEVEC;MARKUŠEVEÈKA CESTA 160;1.087;673;673;661;12;0;0;0;1;23;0;17;0;1;0;116;1;0;19;24;20;38;2;82;14;1;20;0;9;0;0;4;0;6;2;252;1;0;2;1;0;2;2;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;257;MARKUŠEVEC;OŠ MARKUŠEVEC;MARKUŠEVEÈKA CESTA 160;1.874;1.196;1.196;1.174;22;2;1;4;11;75;1;42;2;3;1;244;1;1;51;36;36;51;3;102;37;0;46;7;18;1;0;6;0;0;6;370;2;0;2;0;4;4;3;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;258;MARKUŠEVEC;OŠ MARKUŠEVEC;MARKUŠEVEÈKA CESTA 160;1.087;680;680;665;15;0;1;0;2;15;2;23;0;3;2;121;0;0;21;19;16;68;3;62;15;1;19;1;8;0;0;1;0;2;2;245;0;0;1;1;0;2;8;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;259;MARKUŠEVEC;PODRUÈNA ŠKOLA BAÈUN;MARKUŠEVEÈKA CESTA 38;711;509;509;494;15;0;0;2;4;9;0;20;2;0;3;89;0;0;19;14;17;39;8;78;7;0;19;1;16;1;0;2;0;0;5;128;1;0;0;0;1;3;5;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;260;MARKUŠEVEC;DRUŠTVENI DOM BIDROVEC;BIDROVEÈKA CESTA 30;934;631;626;613;13;0;1;5;6;3;0;18;6;3;0;99;0;0;22;16;23;76;5;54;12;1;32;0;9;0;1;3;1;0;4;199;2;0;1;1;0;4;6;0;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;261;MLINOVI;PROSTORIJE MJESNOG ODBORA;JAHORINSKA 5;862;583;583;577;6;0;1;1;3;0;0;19;0;2;1;144;0;0;11;16;10;26;5;40;32;0;9;0;14;0;3;2;0;0;4;224;1;0;0;0;0;6;2;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;262;MLINOVI;PROSTORIJE MJESNOG ODBORA;JAHORINSKA 5;871;600;600;596;4;0;2;0;3;1;0;25;0;1;0;122;2;1;2;26;13;27;6;35;21;0;14;0;13;0;2;1;0;6;0;255;0;0;2;0;3;6;6;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;263;ŠESTINE;PROSTORIJE MJESNOG ODBORA;ŠESTINSKI TRG 10;1.482;998;997;984;13;0;0;1;2;0;0;26;0;1;2;196;1;0;19;58;26;44;7;74;30;0;31;1;24;0;0;1;1;1;7;413;0;1;1;1;0;4;6;5;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;264;ŠESTINE;PROSTORIJE MJESNOG ODBORA;ŠESTINSKI TRG 10;1.308;915;915;895;20;3;5;2;8;7;0;31;0;1;1;189;1;0;19;31;27;58;6;94;39;2;12;0;23;0;1;7;0;3;3;297;1;0;9;1;2;7;4;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAGREB-CENTAR,ZAPAD;265;VIDOVEC;PODRUÈNA ŠKOLA VIDOVEC;VIDOVEC 51;1.002;688;678;663;15;0;0;2;8;2;3;11;0;4;0;123;2;1;12;21;26;77;5;52;17;2;48;1;2;0;0;1;1;0;2;230;0;0;0;1;0;4;2;3;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;1;HRUŠEVEC KUPLJENSKI;OSNOVNA ŠKOLA HRUŠEVEC KUPLJENSKI;HRUŠEVEC KUPLJENSKI, HRUŠEVEÈKA CESTA 20;475;291;291;284;7;0;1;3;5;0;0;13;0;6;0;70;1;1;20;2;5;4;2;12;1;3;13;1;5;0;2;3;0;1;5;103;0;0;0;2;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;2;KUPLJENOVO;DRUŠTVENI DOM KUPLJENOVO;KUPLJENOVO, MATIJE GUPCA 57;645;406;406;400;6;0;1;3;5;4;0;11;0;4;1;78;1;1;9;11;8;4;3;28;0;1;6;0;4;0;0;1;0;1;6;198;0;1;1;0;2;0;4;3;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;3;POJATNO;VATROGASNI DOM POJATNO;POJATNO, MATIJE GUPCA 90;1.055;677;677;665;12;0;2;3;6;2;0;22;1;1;0;138;1;0;12;18;18;21;8;65;19;2;11;1;9;0;0;5;0;1;7;270;3;1;1;4;5;6;1;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;4;ŠIBICE;DRUŠTVENI DOM ŠIBICE;ŠIBICE, ZAGREBAÈKA 2;743;472;472;463;9;1;0;2;3;0;2;9;0;0;0;103;0;0;4;17;25;10;4;23;14;1;10;0;5;0;0;3;2;0;6;208;0;1;0;2;3;1;3;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;5;ZAPREŠIÆ;PROSTORIJE KLUBA ZAPREŠIÆANA;ZAPREŠIÆ, UL. BANA J. JELAÈIÆA 141;1.150;788;788;774;14;1;2;3;10;2;1;26;2;2;0;100;2;0;5;38;23;23;6;79;47;0;15;1;26;0;0;8;0;0;1;343;0;0;1;0;1;0;4;2;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;6;ZAPREŠIÆ;SREDNJA ŠKOLA BAN JOSIP JELAÈIÆ;ZAPREŠIÆ, TRG DR. FRANJE TUÐMANA 1;1.041;692;692;679;13;0;1;1;7;0;2;23;0;3;1;105;1;0;13;26;22;23;6;64;41;2;12;2;12;0;0;4;0;0;7;290;0;0;0;2;5;0;3;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;7;ZAPREŠIÆ;ŠPORTSKO REKREACIJSKI CENTAR;ZAPREŠIÆ, VLADIMIRA NOVAKA 23;1.335;866;866;856;10;3;4;4;7;3;2;35;1;3;0;123;0;1;10;36;19;28;2;76;32;1;7;2;15;0;1;4;0;0;2;404;1;0;1;0;27;0;1;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;8;ZAPREŠIÆ;"OSNOVNA ŠKOLA ""LJUDEVITA GAJA""";ZAPREŠIÆ, LJUDEVITA GAJA 2;1.084;683;683;671;12;0;1;1;4;2;0;40;0;6;0;99;2;1;6;51;28;22;1;52;38;3;9;0;10;0;0;0;0;0;1;283;2;1;0;0;3;1;3;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;9;ZAPREŠIÆ;"OSNOVNA ŠKOLA ""LJUDEVITA GAJA""";ZAPREŠIÆ, LJUDEVITA GAJA 2;1.095;713;696;683;13;1;0;0;4;2;0;40;3;1;0;106;2;0;11;28;26;18;4;63;54;0;13;1;13;0;0;1;0;1;2;276;0;0;3;2;1;2;4;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;10;ZAPREŠIÆ;"OSNOVNA ŠKOLA ""LJUDEVITA GAJA""";ZAPREŠIÆ, LJUDEVITA GAJA 2;1.363;850;850;838;12;0;1;2;3;1;3;34;2;4;2;147;1;0;13;22;48;34;9;68;51;1;10;2;15;0;1;5;0;0;3;351;0;0;1;0;1;0;2;1;;;;;;;;;
