Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  STJEPAN RUŠEC;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  DARKO KRNIÆ;AKCIJA MLADIH - AM  , Nositelj liste:  ANDREJ BRIŠÈIK ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof. ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  EMIL ÈIÆ  ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA SLAVONSKE RAVNICE - SLAVONSKA RAVNICA  , Nositelj liste:  SLAVKO VUKŠIÆ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  STEVO GRAHOVAC;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  MATO BARUKÈIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR;"HRVATSKA STRANKA PRAVA - HSP , ""HRVATSKA STRAŽA"" NACIONALNA STRANKA - HS NS  , Nositelj liste:  DANIEL SRB   ";HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ;HRVATSKI DEMOKRATSKI SAVEZ SLAVONIJE I BARANJE - HDSSB  , Nositelj liste:  prof.dr.sc. VLADIMIR ŠIŠLJAGIÆ  ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  TOMISLAV ŠPERANDA ;JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  MARIJAN ŠKARIÆ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  GORDAN MASNJAK;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;NEOVISNA LISTA  , Nositelj liste:  IVAN LONÈAR;SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS  , Nositelj liste:  DALI MOR ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  NIKOLA OPAÈIÆ ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ ;ZELENA LISTA  , Nositelj liste:  DANICA JOVIÆ  ;ZELENA STRANKA - ZS  , Nositelj liste:  mr.sc. ALJOŠA BABIÆ  ;ZELENI HRVATSKE - ZELENI HR  , Nositelj liste:  ZDRAVKO PEKO;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VIROVITICA;7;REZOVAC;DOM MJESNOG ODBORA REZOVAC;LANIŠTE BB;1.187;776;776;760;16;1;1;2;5;2;45;6;4;4;188;23;14;28;10;41;23;5;1;0;8;1;8;329;3;4;2;1;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VIROVITICA;8;REZOVAÈKE KRÈEVINE;PODRUÈNA ŠKOLA REZOVAÈKE KRÈEVINE;SVETOG MIHOVILA 1;316;199;197;194;3;0;1;0;3;1;9;0;0;2;64;3;2;22;0;5;4;0;0;0;0;1;0;75;0;0;1;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VIROVITICA;9;SVETI ÐURAÐ;DOM MJESNOG ODBORA SVETI ÐURAÐ;MLINSKA 1;520;369;369;362;7;0;1;4;2;2;9;0;2;1;145;9;5;25;5;12;9;2;0;0;4;4;1;117;1;0;2;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VIROVITICA;10;TABORIŠTE;DOM MJESNOG ODBORA TABORIŠTE;PODRAVSKA 2;1.544;1.010;1.010;999;11;0;3;1;6;6;43;2;5;9;310;22;7;24;8;89;38;3;1;2;14;11;4;380;3;1;2;3;2;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VIROVITICA;11;VIROVITICA;ZAVOD ZA ZAPOŠLJAVANJE, PODRUÈNA SLUŽBA VIROVITICA;ANTUNA MIHANOVIÆA  40;765;561;561;551;10;0;1;1;1;2;21;0;5;0;134;6;6;16;10;39;25;5;1;0;8;6;1;260;0;0;3;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VIROVITICA;12;VIROVITICA;GLAZBENA ŠKOLA JAN VLAŠIMSKY VIROVITICA;ANTUNA MIHANOVIÆA 21;619;445;445;440;5;0;1;2;1;2;16;1;2;5;157;3;6;16;3;30;24;6;0;0;1;2;3;155;2;0;1;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VIROVITICA;13;VIROVITICA;OSNOVNA ŠKOLA IVANE BRLIÆ MAŽURANIÆ;TINA UJEVIÆA 18;1.065;726;725;718;7;0;2;1;3;3;25;0;1;2;156;10;13;28;15;31;31;4;0;0;7;5;2;374;1;1;2;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VIROVITICA;14;VIROVITICA;BIVŠI VATROGASNI DOM VIROVITICA;TRG KRALJA ZVONIMIRA 2;661;447;447;444;3;0;0;0;1;0;18;1;2;3;120;3;12;16;8;26;21;6;0;0;2;0;6;196;0;0;0;2;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VIROVITICA;15;VIROVITICA;DOM UMIROVLJENIKA VIROVITICA;MATIJE GUPCA 14;1.030;652;652;644;8;0;4;2;0;2;30;1;4;4;180;15;16;37;4;38;22;5;1;0;4;4;1;265;2;0;1;0;2;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VIROVITICA;16;VIROVITICA;ELEKTRA;ANTUNA MIHANOVIÆA 42;842;591;591;587;4;0;2;1;1;1;19;3;1;2;182;4;15;15;7;27;30;3;1;0;9;1;3;255;0;3;1;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VIROVITICA;17;VIROVITICA;STOMATOLOŠKA ORDINACIJIA DR. PREPELEC;HRVATSKIH ŽRTAVA 4;839;618;618;611;7;0;1;1;3;2;13;2;2;1;127;13;13;18;11;57;31;6;1;0;4;2;2;294;0;0;0;1;6;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VIROVITICA;18;VIROVITICA;OSNOVNA ŠKOLA VLADIMIR NAZOR;T. MASARYKA 21;791;501;501;498;3;0;1;0;2;0;14;0;3;1;119;11;4;7;3;22;20;5;0;0;4;1;1;276;3;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VIROVITICA;19;VIROVITICA;DJEÈIJI VRTIÆ CVRÈAK;PEJAÈEVIÆEVA 1;859;625;625;613;12;0;1;0;3;0;19;3;3;0;191;4;9;14;4;38;27;6;0;0;6;6;5;268;1;1;0;0;4;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VIROVITICA;20;VIROVITICA;KAZALIŠTE VIROVITICA;TRG LJUDEVITA PATAÈIÆA 2;941;661;661;651;10;1;0;1;1;1;32;0;3;3;184;9;8;29;9;22;32;5;0;0;3;5;5;291;1;3;1;1;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VIROVITICA;21;VIROVITICA;CENTAR ZA SOCIJALNU SKRB;VLADIMIRA NAZORA 1;636;452;452;448;4;0;0;1;2;1;10;1;4;1;115;8;10;13;4;21;24;11;2;0;9;1;7;200;1;1;0;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VIROVITICA;22;VIROVITICA;"""OPECO""";STROSSMAYEROVA 106;1.113;734;734;727;7;0;0;1;3;1;32;0;4;3;188;16;16;34;11;38;26;10;0;0;14;2;12;311;1;0;0;0;4;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VIROVITICA;23;VIROVITICA;TEHNIÈKA ŠKOLA VIROVITICA;ZBORA NARODNE GARDE 29;966;662;662;649;13;1;2;1;4;2;19;1;1;0;167;6;7;17;4;30;30;2;1;0;9;0;1;336;3;2;0;1;2;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VIROVITICA;24;VIROVITICA;FLORA VTC D.O.O. VIROVITICA;VUKOVARSKA CESTA 5;743;463;463;458;5;0;2;2;3;2;19;2;4;2;107;4;7;11;5;24;21;4;0;0;0;1;1;233;2;1;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ANTUNOVAC;1;ANTUNOVAC;HRVATSKI DOM;BRAÆE RADIÆA 4;1.084;730;730;712;18;0;0;1;7;6;15;5;3;0;208;11;8;76;14;103;29;10;0;0;8;3;2;199;2;0;1;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ANTUNOVAC;2;ANTUNOVAC;"OSNOVNA ŠKOLA ""ANTUNOVAC""";ŠKOLSKA 15;867;612;612;602;10;0;0;0;7;8;8;1;1;1;173;9;5;94;9;75;23;5;0;0;1;7;1;169;1;0;2;2;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ANTUNOVAC;3;IVANOVAC;HRVATSKI DOM;DUGA 35;1.269;815;815;804;11;0;2;2;5;5;11;4;4;2;274;28;3;124;11;124;26;6;0;0;8;5;1;153;1;2;2;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;BILJE;1;BILJE;OPÆINA BILJE;KRALJA ZVONIMIRA 1B;1.360;830;830;808;22;0;0;4;3;1;21;5;3;5;149;2;13;43;7;234;35;5;0;1;4;9;1;254;0;4;3;0;2;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;BILJE;2;BILJE;OSNOVNA ŠKOLA BILJE;ŠKOLSKA 6;1.588;1.050;1.050;1.039;11;2;6;1;0;0;42;1;4;3;180;2;15;63;11;225;51;7;0;1;4;6;2;403;1;2;0;2;5;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;BILJE;3;KOPAÈEVO;DOM KULTURE;FERENCA KIŠA 1;221;146;146;145;1;1;2;1;1;4;2;0;1;1;34;1;2;7;1;47;5;0;0;0;1;2;0;32;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;BILJE;4;VARDARAC;DOM KULTURE;ŠANDORA PETEFIJA 114;211;121;121;119;2;3;0;1;1;0;5;0;0;2;34;1;2;9;0;26;6;0;1;0;0;3;0;22;1;1;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;BILJE;5;LUG;OSNOVNA ŠKOLA LUG;ŠKOLSKA 6;211;85;85;84;1;2;2;0;1;0;6;1;0;0;18;0;2;6;1;28;1;0;0;0;0;3;1;12;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;BILJE;6;KOZJAK;MJESNI ODBOR;KOZJAK 16;84;45;45;44;1;0;2;1;1;0;0;0;0;0;17;0;0;0;0;15;1;0;0;0;0;1;0;6;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;BIZOVAC;1;BROÐANCI;OSNOVNA ŠKOLA;ŠKOLSKA 1;479;318;318;315;3;1;0;1;7;1;6;2;0;3;39;3;2;9;4;148;3;0;0;0;1;7;2;75;0;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;BIZOVAC;2;HABJANOVCI;OSNOVNA ŠKOLA;ŠKOLSKA 14;418;275;275;270;5;1;0;1;5;0;8;2;2;1;38;4;2;3;8;118;3;0;0;0;1;4;1;65;0;3;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;BIZOVAC;3;NOVAKI BIZOVAÈKI;DRUŠTVENI DOM;IMOTSKA 24;172;133;133;132;1;0;0;0;3;1;1;6;0;0;49;1;0;4;3;20;3;1;0;0;4;1;0;34;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;BIZOVAC;4;SAMATOVCI;OSNOVNA ŠKOLA;PERE KOVAÈEVIÆA 5;570;340;340;331;9;0;3;0;1;2;3;7;1;2;58;0;2;14;5;145;7;0;0;0;2;4;0;73;1;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;BIZOVAC;5;CRET BIZOVAÈKI;OSNOVNA ŠKOLA;MATIJE GUPCA 64;540;342;342;340;2;1;0;0;1;0;6;8;1;3;98;13;4;6;11;128;5;0;0;0;2;1;0;49;1;0;0;1;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;BIZOVAC;6;BIZOVAC;KUD BIZOVAC;KRALJA TOMISLAVA 136;1.040;684;684;677;7;0;0;1;2;0;10;9;3;2;212;14;8;48;24;150;14;2;4;0;5;4;3;160;1;0;0;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;BIZOVAC;7;BIZOVAC;OSNOVNA ŠKOLA;DR. FRANJE TUÐMANA 1;814;579;579;572;7;0;0;3;3;0;16;10;4;1;154;15;5;16;27;141;18;3;0;0;5;2;1;145;0;0;1;0;2;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;CRNAC;1;CRNAC;VIJEÆNICA OPÆINE CRNAC;ZRINSKA 2;667;394;394;390;4;0;1;0;4;0;5;5;1;0;169;17;34;8;3;69;1;0;2;0;1;2;1;66;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;CRNAC;2;VELIKI RASTOVAC;SALA ZA VJENÈAVANJE;VELIKI RASTOVAC 39;577;365;365;362;3;0;0;0;4;0;23;30;1;0;96;11;42;2;2;53;5;1;1;0;2;14;2;73;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;CRNAC;3;BREŠTANOVCI;MJESNI DOM;KOLODVORSKA BB;132;96;96;95;1;0;0;0;0;0;1;4;0;0;20;10;0;2;6;11;0;4;0;0;1;1;0;34;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈAÈINCI;1;ÈAÈINCI;OSNOVNA ŠKOLA ANTUNA GUSTAVA MATOŠA;TRG KARDINALA FRANJE KUHARIÆA 3;571;356;356;348;8;0;0;2;1;7;13;2;3;0;97;14;1;6;1;39;7;5;1;0;0;8;11;122;3;1;0;2;2;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈAÈINCI;2;ÈAÈINCI;HRVATSKI DOM KULTURE;AUGUSTINA DUKOVIÆA BB;564;379;379;372;7;1;0;2;3;1;21;4;0;3;115;16;1;2;2;47;12;0;2;0;3;3;3;127;1;0;2;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈAÈINCI;3;ÈAÈINCI;POSLOVNI PROSTOR VLADE PETROVIÆA;BANA JOSIPA JELAÈIÆA 13;854;574;573;568;5;0;3;1;4;2;20;4;3;2;182;21;5;13;7;64;14;1;1;0;6;8;12;189;1;1;1;2;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈAÈINCI;4;BUKVIK;DRUŠTVENI DOM;OMERA ŠILOVIÆA BB;180;111;111;108;3;0;0;1;0;1;2;0;0;0;48;1;1;3;0;18;0;0;0;0;1;0;1;31;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈAÈINCI;5;BREZOVLJANI VOJLOVIÈKI;DRUŠTVENI DOM;BREZOVLJANI VOJLOVIÈKI BB;68;44;44;44;0;1;0;0;0;0;0;0;0;0;21;6;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈAÈINCI;6;PAUŠINCI;DRUŠTVENI DOM;JOSIPA JURENCA BB;162;122;122;119;3;0;0;0;0;0;1;4;0;2;61;4;0;4;0;29;2;0;0;0;0;1;0;9;0;0;2;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈAÈINCI;7;HUMLJANI;PODRUÈNA ŠKOLA;HUMLJANI BB;156;95;95;94;1;0;0;1;1;0;2;0;0;2;38;9;1;2;0;5;3;0;0;0;0;0;0;30;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈAÈINCI;8;SLATINSKI DRENOVAC;POSLOVNI PROSTOR VL. RUŽA HRGIÆ (BIVŠA AMBULANTA DOMA ZDRAVLJA);TRG BANA JELAÈIÆA BB;96;38;38;36;2;0;0;0;0;0;15;0;1;0;5;2;0;0;0;1;0;0;0;0;0;1;0;9;1;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈAÐAVICA;1;ÈAÐAVICA;VIJEÆNICA OPÆINSKOG VIJEÆA;KOLODVORSKA 2;595;389;389;382;7;0;0;2;2;0;12;1;1;1;143;12;14;2;1;75;9;0;0;0;0;1;0;104;0;2;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈAÐAVICA;2;ÈAÐAVAÈKI LUG;MJESNI DOM;ÈAÐAVAÈKI LUG;343;186;186;185;1;1;1;1;1;1;6;0;2;2;55;5;1;2;0;58;1;0;0;0;0;0;0;48;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈAÐAVICA;3;ZVONIMIROVAC;VATROGASNI DOM;ZVONIMIROVAC;266;170;170;169;1;0;0;0;1;1;7;1;1;0;63;4;1;0;1;52;2;0;1;0;1;0;0;33;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈAÐAVICA;4;DONJE BAZIJE;MJESNI DOM;DONJE BAZIJE;161;99;99;93;6;0;0;0;3;1;7;1;0;0;32;1;1;1;1;18;0;0;0;0;0;1;0;24;1;1;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈAÐAVICA;5;ŠAŠEVO;MJESNI DOM;ŠAŠEVO;96;70;70;70;0;0;0;0;0;0;0;0;0;0;47;1;2;0;1;9;0;0;0;0;0;2;0;8;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈAÐAVICA;6;STARIN;VATROGASNI DOM;STARIN;80;51;51;50;1;0;0;0;0;0;0;0;0;0;34;0;0;0;0;10;0;1;0;0;0;0;0;5;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈAÐAVICA;7;VRANEŠEVCI;MJESNI DOM;VRANEŠEVCI;79;50;50;50;0;0;0;1;0;0;0;1;0;0;13;0;10;1;0;4;0;0;1;0;0;0;0;18;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈAÐAVICA;8;NOSKOVCI;MJESNI DOM;NOSKOVCI;249;155;146;146;0;0;0;0;2;0;3;2;1;3;44;15;1;1;1;28;0;0;0;0;2;1;1;40;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈEMINAC;1;ÈEMINAC;DOM KULTURE;KOLODVORSKA ULICA 2;944;646;608;601;7;1;0;2;2;0;10;3;1;2;176;3;4;28;4;239;19;0;1;0;3;1;1;93;3;1;0;2;2;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈEMINAC;2;GRABOVAC;VATROGASNI DOM;ZAGORSKA ULICA 58;837;505;505;493;12;2;2;0;7;2;10;2;0;0;135;0;3;30;4;145;12;0;0;0;0;7;2;125;3;0;0;1;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈEMINAC;3;KOZARAC;"DOM KULTURE ""MEÐIMURSKI DOM""";ULICA BANA J. JELAÈIÆA 1;638;382;378;368;10;1;0;1;3;2;4;2;3;5;114;15;2;8;3;130;6;0;0;0;1;3;2;63;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈEMINAC;4;NOVI ÈEMINAC;DOM KULTURE;ULICA KRALJA ZVONIMIRA 3A;294;173;173;168;5;0;0;2;0;0;3;1;1;1;41;0;4;2;1;54;0;1;0;1;1;6;1;47;0;1;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈEPIN;1;ÈOKADINCI;MJESNI ODBOR ÈOKADINCI;OSJEÈKA 76;135;78;78;76;2;1;0;1;1;0;2;4;0;1;6;0;0;4;0;11;2;0;0;0;3;1;1;36;0;1;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈEPIN;2;ÈEPINSKI MARTINCI;MJESNI ODBOR ÈEPINSKI MARTINCI (DRUŠTVENI DOM);STJEPANA RADIÆA BB;543;306;306;300;6;0;1;1;5;2;4;3;2;1;38;17;4;19;2;76;10;1;0;1;4;5;1;98;3;0;0;0;2;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈEPIN;3;BEKETINCI;OSNOVNA ŠKOLA BEKETINCI;ÈEPINSKA 57;555;325;325;317;8;2;0;1;3;2;2;5;5;4;67;2;1;12;2;110;2;5;0;0;3;14;0;74;0;0;0;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈEPIN;4;LIVANA;POSLOVNI OBJEKT;OMLADINSKA ULICA 114;603;346;346;342;4;0;0;3;3;0;13;6;1;4;58;7;1;34;2;96;22;1;0;1;3;0;2;85;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈEPIN;5;ÈEPIN;ZAVOD ZA SOCIJALNO-ZDRAVSTVENU ZAŠTITU;KRALJA ZVONIMIRA 214;915;456;456;446;10;0;2;2;4;4;11;2;4;2;92;10;4;37;1;87;18;1;0;0;6;7;1;132;2;2;2;1;12;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈEPIN;6;ÈEPIN;"""UREDNOST"" D.O.O.";KRALJA ZVONIMIRA 176;440;266;266;262;4;0;0;3;1;0;18;3;1;1;45;5;5;13;2;54;10;1;0;0;1;3;2;87;1;1;0;3;2;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈEPIN;7;ÈEPIN;OPÆINA ÈEPIN;KRALJA ZVONIMIRA 105;867;493;493;479;14;1;0;2;5;4;16;6;3;1;62;11;8;27;8;98;22;3;0;0;7;6;1;187;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈEPIN;8;ÈEPIN;BIVŠA OPÆINA ÈEPIN;KRALJA ZVONIMIRA 70;790;467;466;462;4;0;0;0;3;1;12;0;3;6;103;10;7;22;9;87;22;1;0;0;9;3;4;150;3;5;1;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈEPIN;9;ÈEPIN;PROSTORIJE POSLOVNOG OBJEKTA;KRALJA TOMISLAVA 31;725;395;395;389;6;0;1;1;0;2;9;2;2;2;82;20;6;35;3;90;19;0;1;0;5;3;3;100;0;0;0;0;3;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈEPIN;10;ÈEPIN;"MJESNI ODBOR ""JOSIP CAZI""";NERETVANSKA 10;852;516;516;509;7;0;0;1;6;0;11;5;4;2;83;28;9;35;5;127;12;6;0;0;6;0;2;162;1;1;0;0;3;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈEPIN;11;ÈEPIN;"OSNOVNA ŠKOLA ""VLADIMIR NAZOR""";KALNIÈKA 17;901;569;569;568;1;1;0;4;1;0;12;10;6;4;99;12;6;43;17;102;43;22;0;0;4;2;0;175;1;0;0;1;3;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈEPIN;12;ÈEPIN;"OSNOVNA ŠKOLA ""VLADIMIR NAZOR""";KALNIÈKA 17;938;542;542;529;13;0;2;1;0;0;4;5;2;3;104;12;2;44;19;116;25;17;0;0;5;0;1;157;2;3;1;2;2;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈEPIN;13;ÈEPIN;PROSTORIJE POSLOVNOG OBJEKTA;PSUNJSKA 38;1.029;605;602;591;11;0;0;0;5;1;17;15;3;7;116;16;5;57;6;100;35;11;0;0;9;3;2;182;0;1;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÈEPIN;14;ÈEPIN;BIVŠA OPÆINA ÈEPIN;KRALJA ZVONIMIRA 70;1.232;673;672;663;9;1;2;2;2;3;16;8;1;5;108;6;7;51;8;136;32;6;0;0;5;5;1;246;2;3;0;1;6;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DARDA;1;DARDA;DOM KULTURE;SV. IVANA KRSTITELJA 100;1.276;758;758;745;13;0;0;5;1;1;15;0;4;2;209;0;6;20;4;131;33;2;0;1;4;2;0;295;1;1;3;1;4;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DARDA;2;DARDA;SREDNJA ŠKOLA BELI MANASTIR, PODRUÈNI ODJEL DARDA;SV. IVANA KRSTITELJA 109;1.128;699;699;691;8;0;1;3;1;0;10;0;2;2;124;0;6;29;4;149;30;2;1;0;7;1;0;310;5;0;1;3;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DARDA;3;DARDA;OSNOVNA ŠKOLA DARDA, UÈIONICA BROJ 12;ŠKOLSKA 9;806;492;492;484;8;2;2;3;4;3;11;1;5;0;153;1;3;12;1;97;12;2;1;0;3;5;2;157;3;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DARDA;4;DARDA;OSNOVNA ŠKOLA DARDA, UÈIONICA BROJ 3;ŠKOLSKA 9;534;233;232;231;1;1;0;2;1;0;1;0;0;0;69;0;3;1;3;42;6;0;0;0;1;3;0;96;0;1;0;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DARDA;5;MECE;MJESNI ODBOR;KRALJA TOMISLAVA BB;741;484;484;477;7;1;0;0;3;2;15;1;1;0;112;1;7;14;3;113;30;0;0;0;3;2;0;163;3;0;0;1;2;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DARDA;6;UGLJEŠ;OSNOVNA ŠKOLA DARDA, PODRUÈNI ODJEL UGLJEŠ;BARANJSKA 11;188;101;100;100;0;0;1;0;1;0;1;0;0;0;13;0;1;2;0;15;0;0;0;0;2;2;1;61;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DONJA MOTIÈINA;1;DONJA MOTIÈINA;"OSNOVNA ŠKOLA ""VLADIMIR NAZOR""";MATIJE GUPCA 46;641;426;426;421;5;0;0;1;2;0;3;10;0;1;90;5;1;14;2;224;6;6;1;0;1;4;2;45;0;0;0;3;0;;;;;;;;;;;;;;;;;
