Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  MIRKO MAKAUS ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  GORAN OŽANIÆ;AKCIJA MLADIH - AM , LISTA ZA RIJEKU - LISTA-RI , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH  , Nositelj liste:  DANKO ŠVORINIÆ ;AKCIJA ZA BOLJU HRVATSKU - ABH , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  mr.sc. ŽELJKO SAÈIÆ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  ANDRIJA ŠKRIBULJA  ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ  ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  ,  Nositelj liste:  NATAŠA SRDOÈ  ;HRVATSKA SELJAÈKA STRANKA - HSS , ZELENA STRANKA - ZS , STRANKA PENZIONERA - SP  , Nositelj liste:  IVO ZRILIÆ ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  dr.sc. IVAN KIRIN;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  DAVOR JURICA ;ISTARSKA SOCIJALDEMOKRATSKA NEZAVISNA STRANKA - ISDNS  , Nositelj liste:  IVAN JANKO  ;LADONJA  , Nositelj liste:  PLINIO CUCCURIN  ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  ZDRAVKO BERIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;PRIMORSKO GORANSKI SAVEZ - PGS , BLOK UMIROVLJENICI ZAJEDNO - BUZ , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ;SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS  , Nositelj liste:  IVAN PERNAR   ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  IVAN PLJEŠA;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad.;VOLIM HRVATSKU - VH  , Nositelj liste:  prof.dr.sc. ZVONKO ÈAPKO ;ZELENA LISTA  , Nositelj liste:  DARKO ANTOŠ  ;ZELENA STRANKA-ZELENA ALTERNATIVA - ZELENI  , Nositelj liste:  mr.sc. JOSIP-ANTON RUPNIK;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;ROVINJ - ROVIGNO;8;ROVINJ;OŠ JURJA DOBRILE;S. PAULETIÆA BB;1.183;749;749;739;10;2;3;4;0;0;0;64;4;2;10;8;2;25;15;5;98;0;9;11;1;466;2;0;0;4;4;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;ROVINJ - ROVIGNO;9;ROVINJ;TOŠ BERNARDO BENUSSI;OMLADINSKA 20, ROVINJ;1.367;865;865;851;14;0;0;11;0;1;2;49;4;4;13;4;2;31;9;12;118;1;7;15;7;548;7;0;0;2;4;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;ROVINJ - ROVIGNO;10;ROVINJ;PJ ELEKTRA;VIJENAC B. LORENZETTO BB;1.256;814;814;808;6;2;2;6;0;2;2;65;2;1;10;8;7;30;12;10;92;0;6;10;2;524;4;1;0;5;5;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;ROVINJ - ROVIGNO;11;ROVINJ;OŠ VLADIMIR NAZOR-PODRUŽNICA MONDELACO;ROVINJ;1.062;645;645;641;4;1;4;7;2;0;2;41;3;1;9;9;2;35;5;7;79;3;8;11;6;391;3;0;1;3;8;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;ROVINJ - ROVIGNO;12;ROVINJSKO SELO;"DJEÈJI VRTIÆ I JASLICE ""NEVEN""";ROVINJSKO SELO;998;593;593;581;12;0;0;5;2;0;0;61;0;4;3;2;3;20;10;11;65;1;10;7;3;365;1;1;1;3;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;UMAG - UMAGO;1;BABIÆI;DRUŠTVENI DOM BABIÆI;BABIÆI;721;413;413;400;13;1;2;4;1;0;1;28;2;1;4;0;2;20;0;4;22;0;5;3;1;288;4;0;0;2;5;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;UMAG - UMAGO;2;JURICANI;OSNOVNA ŠKOLA JURICANI;JURICANI 2;657;355;355;342;13;0;3;2;0;0;2;35;2;5;7;4;3;11;0;6;18;2;5;4;2;223;0;0;0;2;6;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;UMAG - UMAGO;3;PETROVIJA;OSNOVNA ŠKOLA PETROVIJA;PETROVIJA;574;320;320;316;4;0;3;0;2;0;2;36;0;4;1;1;2;21;2;4;13;0;4;3;2;210;2;0;0;1;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;UMAG - UMAGO;4;SEGET;"""DVORAC"" SEGET";SEGET;655;387;387;382;5;1;0;3;2;1;2;58;3;3;5;5;1;11;0;4;17;0;3;3;1;255;1;1;0;1;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;UMAG - UMAGO;5;BAŠANIJA;DRUŠTVENI DOM BAŠANIJA;BAŠANIJA;1.010;545;545;538;7;2;2;4;1;3;5;40;4;3;4;5;1;31;3;8;38;1;6;14;4;350;1;0;0;6;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;UMAG - UMAGO;6;MURINE;OSNOVNA ŠKOLA MURINE;MURINE;774;445;445;438;7;0;1;5;1;1;3;34;1;5;6;4;8;16;2;11;31;1;7;11;4;275;0;2;3;4;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;UMAG - UMAGO;7;SVETA MARIJA NA KRASU;DRUŠTVENI DOM SV.MARIJA NA KRASU;SVETA MARIJA NA KRASU;728;402;402;392;10;1;2;5;3;1;3;25;0;6;1;5;1;19;6;6;21;0;2;5;1;269;3;2;1;3;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;UMAG - UMAGO;8;UMAG;"OSNOVNA ŠKOLA ""MARIJA I LINA""";UMAG;1.310;650;650;639;11;0;2;3;2;1;1;54;0;6;9;3;2;42;0;16;30;1;10;13;2;415;7;4;3;2;11;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;UMAG - UMAGO;9;UMAG;"OSNOVNA ŠKOLA ""MARIJA I LINA""";UMAG;1.437;786;786;778;8;0;4;5;2;0;0;87;0;6;7;11;7;61;4;8;45;0;14;20;7;474;6;3;4;1;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;UMAG - UMAGO;10;UMAG;"OSNOVNA ŠKOLA ""MARIJA I LINA""";UMAG;1.321;764;763;749;14;1;2;6;2;0;2;68;2;5;12;5;5;47;0;3;38;0;15;10;3;507;6;1;0;5;4;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;UMAG - UMAGO;11;UMAG;"OSNOVNA ŠKOLA ""MARIJA I LINA""";UMAG;1.283;781;781;776;5;0;2;7;2;0;2;58;2;6;13;2;7;57;3;11;52;0;16;20;2;500;5;3;1;3;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;UMAG - UMAGO;12;UMAG;"OSNOVNA ŠKOLA ""MARIJA I LINA""";UMAG;1.304;766;765;756;9;1;1;9;0;1;5;65;2;4;8;10;9;55;0;4;48;0;16;13;3;484;6;2;2;1;7;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;VODNJAN - DIGNANO;1;PEROJ;BIVŠA MJESNA ZAJEDNICA;PEROJ 44;946;463;463;457;6;0;0;1;2;0;3;35;0;3;5;11;4;9;0;5;55;0;2;13;1;299;2;0;1;5;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;VODNJAN - DIGNANO;2;VODNJAN;DOM MLADIH;ISTARSKA 1, VODNJAN;1.441;868;868;850;18;0;2;8;1;1;4;75;2;9;12;6;4;40;16;7;83;0;17;18;13;519;6;0;1;2;4;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;VODNJAN - DIGNANO;3;VODNJAN;ZGRADA GRADA VODNJANA - SALA ZA VJENÈANJA;TRGOVAÈKA BB, VODNJAN;1.354;834;834;814;20;3;5;8;3;1;5;90;2;6;8;8;5;28;28;4;90;0;10;10;13;472;1;0;1;5;8;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;VODNJAN - DIGNANO;4;GALIŽANA;ZAJEDNICA TALIJANA GALIŽANA;MICHELE DELLA VEDOVA BR. 67;924;588;588;574;14;3;1;5;3;2;1;33;0;5;5;5;2;22;7;5;65;0;8;8;0;383;1;0;0;6;4;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BALE - VALLE;1;BALE;"PODRUÈNA ŠKOLA ""JURJA DOBRILE""";DOMENICO CERNECCA 3, BALE;940;679;677;664;13;2;2;0;1;0;2;25;1;4;2;7;3;14;2;7;358;1;2;5;0;221;0;0;1;2;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BARBAN;1;BARBAN;DOLNJA ŠKOLA;BARBAN;588;438;427;424;3;1;0;3;1;0;5;47;2;7;1;1;2;21;3;7;29;0;7;1;3;276;1;1;3;0;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BARBAN;2;HRBOKI;DOM HRBOKI;HRBOKI;280;179;179;175;4;0;1;4;0;0;0;11;0;0;2;0;1;6;2;2;15;0;0;2;2;122;0;0;1;2;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BARBAN;3;MANJADVORCI;DRUŠTVENI DOM MANJADVORCI;MANJADVORCI;165;133;133;130;3;2;0;3;0;0;1;7;0;1;1;1;0;6;0;2;9;0;0;2;0;90;2;0;0;2;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BARBAN;4;ŠAJINI;DRUŠTVENI DOM ŠAJINI;ŠAJINI;320;257;257;248;9;1;0;5;0;0;4;11;1;3;4;0;2;7;1;4;28;0;3;9;0;157;1;0;0;5;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BARBAN;5;PETEHI;DRUŠTVENI DOM;PETEHI;442;322;320;317;3;0;0;3;1;0;0;34;1;3;0;1;0;10;0;1;16;0;6;3;1;227;2;0;2;3;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BARBAN;6;PRNJANI;DRUŠTVENI DOM PRNJANI;PRNJANI;268;209;209;205;4;0;0;2;0;1;1;4;0;11;0;1;2;3;0;3;14;0;4;6;1;149;3;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BARBAN;7;SUTIVANAC;DRUŠTVENI DOM SUTIVANAC;SUTIVANAC;305;221;218;215;3;0;4;0;0;0;1;4;1;1;3;4;1;11;1;2;15;0;2;5;1;154;1;0;0;1;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BAŠKA;1;BAŠKA;PROSTORIJA VJENÈAONE - SOBA BR.1;BAŠKA, ZVONIMIROVA 114;618;348;348;344;4;1;3;5;3;1;1;37;0;4;2;11;6;20;5;0;2;0;11;90;1;139;0;1;0;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BAŠKA;2;BAŠKA;PROSTORIJA VJENÈAONE - SOBA BR.2;BAŠKA, ZVONIMIROVA 114;424;236;236;234;2;1;2;9;0;0;1;26;0;7;5;16;2;4;2;1;0;0;8;52;1;96;0;0;0;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BAŠKA;3;JURANDVOR;"PROSTORIJA NARODNOG DOMA ""JURANDVOR""";JURANDVOR, JURANDVOR BB;449;230;230;228;2;0;1;2;2;1;1;29;0;6;3;16;2;13;4;1;0;0;4;45;0;96;1;0;0;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BAŠKA;4;DRAGA BAŠÆANSKA;"PROST.ZADR.DOMA""DRAGA BAŠÆANSKA""";DRAGA BAŠÆANSKA 239;290;165;165;158;7;0;1;6;4;2;0;20;1;3;1;14;2;5;0;2;1;0;1;31;1;58;0;1;1;1;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BRTONIGLA - VERTENEGLIO;1;BRTONIGLA;SJEDIŠTE PODRUÈNE ŠKOLE U BRTONIGLI;DUDOVA 24, BRTONIGLA;671;402;402;395;7;1;2;5;2;0;3;52;5;0;3;1;1;15;0;5;42;1;4;9;3;233;2;1;2;2;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BRTONIGLA - VERTENEGLIO;2;NOVA VAS;ZGRADA ZAJEDNICE TALIJANA;NOVA VAS BB;296;156;156;153;3;0;1;0;0;2;1;21;2;1;1;1;2;2;0;7;18;0;3;3;1;86;0;0;0;1;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BRTONIGLA - VERTENEGLIO;3;FIORINI;DRUŠTVENI DOM FIORINI;FIORINI BB;163;113;113;110;3;0;0;2;0;1;0;3;1;1;1;0;0;3;0;3;12;1;1;2;1;75;0;0;1;1;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;BRTONIGLA - VERTENEGLIO;4;KARIGADOR;ZGRADA BIVŠE OSNOVNE ŠKOLE KARIGADOR;KARIGADOR BB;166;114;96;95;1;0;1;1;0;0;0;5;1;0;1;0;0;6;0;0;6;0;2;0;1;65;3;0;0;1;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;CEROVLJE;1;CEROVLJE;"DOM ""JOSIP DAUS""";CEROVLJE;272;193;193;187;6;0;1;1;0;0;2;6;1;3;4;1;1;3;0;3;15;0;10;4;4;127;0;0;0;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;CEROVLJE;2;BORUT;DOM BORUT - PLESNA SALA;BORUT;188;142;142;139;3;1;1;1;0;1;2;9;0;1;2;2;0;2;0;3;13;0;2;6;0;87;0;0;0;1;5;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;CEROVLJE;3;DRAGUÆ;BIVŠA ŠKOLA DRAGUÆ;DRAGUÆ;195;119;119;114;5;0;0;1;0;0;1;2;0;0;1;0;0;3;1;5;7;0;1;2;0;88;0;0;0;2;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;CEROVLJE;4;GRIMALDA;ZGRADA FAROŽA;GRIMALDA;181;120;120;114;6;0;1;1;0;0;0;14;1;1;0;1;0;0;0;2;10;0;4;2;0;77;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;CEROVLJE;5;PAZINSKI NOVAKI;BIVŠA ŠKOLA PAZINSKI NOVAKI;PAZINSKI NOVAKI;232;145;145;140;5;0;0;2;0;1;1;3;1;2;0;1;0;5;2;6;10;0;3;2;2;99;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;CEROVLJE;6;GOLOGORICA;DOM GOLOGORICA;GOLOGORICA;289;161;161;151;10;0;2;1;1;0;0;38;1;1;3;0;2;1;7;3;17;0;6;2;1;62;0;0;0;3;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;CEROVLJE;7;PAZ;BIVŠA ŠKOLA PAZ;PAZ;114;79;79;76;3;1;0;0;1;0;0;0;0;1;0;1;2;2;0;3;4;0;0;0;0;60;1;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;DOBRINJ;1;DOBRINJ;DRUŠTVENI DOM DOBRINJ;DOBRINJ;532;265;265;264;1;1;3;2;0;1;1;63;1;1;10;2;10;8;3;0;3;0;4;47;1;100;0;0;0;1;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;DOBRINJ;2;SUŽAN;DRUŠTVENI DOM U SUŽANU;SUŽAN;345;193;193;190;3;0;0;3;1;0;0;24;0;1;6;2;2;8;0;0;0;0;2;53;5;80;0;1;0;0;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;DOBRINJ;3;ŠILO;ZGRADA AMBULANTE;ŠILO;444;259;259;253;6;0;2;1;0;0;2;35;1;0;6;4;4;6;2;0;1;0;11;29;0;146;1;0;0;2;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;DOBRINJ;4;POLJE;DRUŠTVENI DOM U POLJU;POLJE;337;190;190;186;4;0;0;1;0;0;0;11;2;4;5;3;2;7;1;0;0;0;1;37;0;109;0;0;0;2;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;DOBRINJ;5;GABONJIN;GABONJIN - ZGRADA DRUŠTVENI DOM;GABONJIN;307;190;190;188;2;0;2;4;1;1;0;29;1;2;8;3;2;7;1;0;0;0;7;42;1;75;0;0;1;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;DOBRINJ;6;KRAS;DRUŠTVENI DOM U KRASU;KRAS;279;162;162;162;0;0;1;2;1;2;1;15;1;1;11;3;3;4;1;0;1;0;4;33;1;76;0;0;0;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;FAŽANA - FASANA;1;FAŽANA;OSNOVNA ŠKOLA FAŽANA;PULJSKA 9;903;612;612;603;9;2;4;6;1;1;2;45;0;6;6;4;1;45;4;2;57;1;15;8;0;376;8;0;0;7;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;FAŽANA - FASANA;2;FAŽANA;OSNOVNA ŠKOLA FAŽANA;PULJSKA 9;891;542;542;527;15;1;0;2;1;0;5;53;4;1;11;10;5;35;1;7;56;1;7;9;4;300;4;0;2;3;5;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;FAŽANA - FASANA;3;VALBANDON;ZGRADA ŠKOLE MUP-A RH;DRAGONJA 600;670;386;386;378;8;0;1;7;1;0;2;41;0;1;3;2;4;24;6;7;39;0;10;6;0;216;2;0;1;2;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;FAŽANA - FASANA;4;VALBANDON;ZGRADA ŠKOLE  MUP-A RH;DRAGONJA 600;821;496;495;483;12;0;1;1;2;0;7;53;2;3;2;5;2;20;2;3;42;0;12;10;0;303;3;1;2;3;4;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;FUNTANA - FONTANE;1;FUNTANA;"ZGRADA ""STARE ŠKOLE""";ISTARSKA 17, FUNTANA;833;495;495;486;9;0;3;3;1;1;2;114;2;2;7;4;4;18;5;5;24;0;5;6;5;265;3;0;3;2;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;GRAÈIŠÆE;1;GRAÈIŠÆE;PROSTORIJE OPÆINSKE VIJEÆNICE-ŠPITAL;GRAÈIŠÆE;417;241;241;232;9;0;1;6;0;0;2;13;0;0;1;3;1;14;5;2;20;1;5;5;1;144;1;1;0;1;5;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;GRAÈIŠÆE;2;BRLJAFI;PROSTORIJE VATROGASNOG DOMA;BRLJAFI;355;221;221;215;6;0;1;4;0;0;2;9;2;2;1;3;0;5;1;1;25;0;13;6;8;122;0;0;1;2;7;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;GRAÈIŠÆE;3;BATLUG;PROSTORIJE DRUŠTVENOG DOMA;BATLUG;115;88;88;84;4;0;2;0;0;0;2;1;0;2;1;0;1;6;0;6;9;0;2;1;0;51;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;GRAÈIŠÆE;4;MILOTSKI BRIJEG;PROSTORIJE BIVŠE ŠKOLE;MILOTSKI BRIJEG;95;59;59;57;2;0;0;0;1;0;1;0;0;0;1;0;0;2;0;1;8;0;0;1;0;39;0;0;2;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;GRAÈIŠÆE;5;ŠKOPLJAK;PRIVATNA KUÆA VL. DAVORA BAŽONA;LOVRIÆI 13 A;58;36;36;35;1;0;0;0;0;0;0;3;0;2;0;0;0;4;0;2;1;0;1;1;0;21;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;GRAÈIŠÆE;6;BAZGALJI;PROSTORIJE BIVŠE ŠKOLE;BAZGALJI;205;131;131;124;7;0;1;2;0;1;0;8;3;3;0;0;1;2;4;2;13;0;15;0;0;64;2;0;1;0;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;GROŽNJAN - GRISIGNANA;1;GROŽNJAN;SJEDIŠTE OPÆINE GROŽNJAN;UMBERTA GORJANA 3, GROŽNJAN;296;196;196;195;1;1;3;3;2;1;1;4;0;7;2;0;0;1;0;7;16;0;0;1;0;138;3;2;0;1;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;GROŽNJAN - GRISIGNANA;2;ŠTERNA;ZGRADA ZAJEDNICE TALIJANA;ŠTERNA 25/A;239;149;149;144;5;0;2;1;0;0;1;1;0;0;2;0;0;1;0;0;5;2;1;0;0;122;2;0;1;0;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KANFANAR;1;KANFANAR;"OŠ ""PETRA STUDENCA""";DVIGRADSKA 3, KANFANAR;460;332;332;325;7;0;1;0;0;0;2;36;1;1;23;2;0;12;14;4;38;0;3;3;2;177;1;0;0;2;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KANFANAR;2;SOŠIÆI;PODRUÈNA OSNOVNA ŠKOLA U SOŠIÆIMA;SOŠIÆI;408;292;292;285;7;0;1;2;0;1;3;18;1;0;32;2;1;7;15;6;32;1;4;7;0;148;2;0;0;1;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KANFANAR;3;BARAT;OSNOVNA ŠKOLA U BARATU;BARAT;133;88;88;87;1;0;0;1;1;0;0;1;1;1;6;1;1;2;0;11;2;0;1;0;1;54;1;1;0;1;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KANFANAR;4;MRGANI;KUÆNI BR. 45;MRGANI;70;45;45;44;1;0;0;1;0;0;0;3;0;0;2;1;1;0;0;0;2;0;0;1;0;33;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KANFANAR;5;MARIÆI;DRUŠTVENI DOM U MARIÆIMA;MARIÆI;235;165;165;164;1;1;3;0;0;0;0;9;0;2;6;0;1;6;14;3;19;0;7;0;3;87;0;1;0;2;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KAROJBA;1;KAROJBA;ZGRADA SJEDIŠTA OPÆINE U KAROJBI;KAROJBA;385;209;209;202;7;0;5;4;1;3;0;35;0;5;10;0;2;6;0;5;19;0;4;0;5;94;0;1;0;1;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KAROJBA;2;MOTOVUNSKI NOVAKI;"PROSTORIJE ""LOŽE"" U MOT. NOVAKIMA";MOTOVUNSKI NOVAKI;358;223;223;212;11;1;2;0;0;1;1;19;2;1;8;1;0;11;8;7;25;0;1;3;0;119;1;0;0;1;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KAROJBA;3;ŠKROPETI;MONTAŽNI OBJEKT PORED IGRALIŠTA U ŠKROPETIMA;ŠKROPETI;357;243;243;236;7;0;1;1;1;0;1;49;0;1;5;0;1;3;6;3;21;0;6;2;0;134;0;0;0;1;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KAROJBA;4;RAKOTULE;MONTAŽNI OBJEKT PORED ZGRADE DRUŠTVENOG DOMA;RAKOTULE;193;112;112;110;2;0;0;0;0;0;0;11;0;4;0;0;0;3;1;2;12;1;5;1;0;67;1;0;0;0;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KAŠTELIR-LABINCI - CASTELLIERE-S. D;1;KAŠTELIR;OPÆINSKA VIJEÆNICA U DRUŠTVENOM DOMU KAŠTELIR-LABINCI;KAŠTELIR 113;949;541;540;530;10;1;1;3;0;2;6;66;0;4;3;2;3;23;5;11;27;0;5;7;2;343;2;2;0;10;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KAŠTELIR-LABINCI - CASTELLIERE-S. D;2;LABINCI;"ZGRADA""ZAJEDNICE TALIJANA LABINCI""-PROST. NA I.KATU";LABINCI 8;289;161;161;157;4;1;2;2;0;0;0;14;0;1;2;0;0;12;0;4;6;0;3;7;2;98;0;0;0;0;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KOSTRENA;1;KOSTRENA-SVETA LUCIJA;NARODNA ÈITAONICA KOSTRENA;KOSTRENA, SV.LUCIJA 14;1.194;779;779;772;7;1;3;22;6;4;3;143;4;9;11;15;22;47;2;0;14;0;35;53;7;358;2;0;6;3;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KOSTRENA;2;KOSTRENA - ŽUKNICA;"DJEÈJI VRTIÆ ""ZLATNA RIBICA""";KOSTRENA, ŽUKNICA 1/A;1.111;720;720;709;11;0;3;13;3;2;3;139;3;4;19;14;19;51;1;2;24;0;25;53;5;319;1;0;3;3;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KOSTRENA;3;KOSTRENA-SVETA BARBARA;"STARA ŠKOLA ""SV.BARBARA""";KOSTRENA, TRG SV.BARBARE 1;1.419;878;877;862;15;0;8;26;5;6;4;133;3;5;18;18;29;59;3;0;11;2;24;64;4;427;2;1;2;6;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KRŠAN;1;POTPIÆAN;PROSTORIJE MJESNOG ODBORA;ISTARSKA 5, POTPIÆAN;432;286;286;278;8;3;1;14;1;2;1;26;1;3;9;3;0;12;0;5;13;0;6;5;2;162;4;0;0;2;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KRŠAN;2;LAZARIÆI;PROSTORIJE BIVŠE OSNOVNE ŠKOLE;LAZARIÆI;324;203;203;199;4;1;0;8;0;1;0;10;4;0;12;2;0;6;0;1;7;0;5;2;1;126;4;0;0;4;5;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KRŠAN;3;KRŠAN;PROSTORIJE MJESNOG ODBORA KRŠAN;PRISTAV, KRŠAN;466;330;330;325;5;0;1;3;0;0;1;35;3;6;15;5;3;15;0;4;14;0;5;2;0;209;1;0;0;1;2;;;;;;;;;;;;;;;;;
