Rbr izborne jedinice biraèa;Naziv izborne jedinice biraèa;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;RÓBERT JANKOVICS;ŠANDOR JUHAS
009;IX. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;BELI MANASTIR;001;DOM 37, BELI MANASTIR;DOM ZA STARIJE I NEMOÆNE OSOBE BELI MANASTIR;BANA JELAÈIÆA 108;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;BELI MANASTIR;001;DOM 37, BELI MANASTIR;DOM ZA STARIJE I NEMOÆNE OSOBE BELI MANASTIR;BANA JELAÈIÆA 108;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;BELI MANASTIR;002;PU 02-13, BELI MANASTIR;OSNOVNA ŠKOLA DR. FRANJO TUÐMAN;SVETOG MARTINA 16;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;BELI MANASTIR;002;PU 02-13, BELI MANASTIR;OSNOVNA ŠKOLA DR. FRANJO TUÐMAN;SVETOG MARTINA 16;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;BELI MANASTIR;002;PU 02-13, BELI MANASTIR;OSNOVNA ŠKOLA DR. FRANJO TUÐMAN;SVETOG MARTINA 16;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;BELI MANASTIR;002;PU 02-13, BELI MANASTIR;OSNOVNA ŠKOLA DR. FRANJO TUÐMAN;SVETOG MARTINA 16;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;BELI MANASTIR;002;PU 02-13, BELI MANASTIR;OSNOVNA ŠKOLA DR. FRANJO TUÐMAN;SVETOG MARTINA 16;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;BELI MANASTIR;002;PU 02-13, BELI MANASTIR;OSNOVNA ŠKOLA DR. FRANJO TUÐMAN;SVETOG MARTINA 16;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;BELI MANASTIR;002;PU 02-13, BELI MANASTIR;OSNOVNA ŠKOLA DR. FRANJO TUÐMAN;SVETOG MARTINA 16;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;BELI MANASTIR;002;PU 02-13, BELI MANASTIR;OSNOVNA ŠKOLA DR. FRANJO TUÐMAN;SVETOG MARTINA 16;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;BELI MANASTIR;002;PU 02-13, BELI MANASTIR;OSNOVNA ŠKOLA DR. FRANJO TUÐMAN;SVETOG MARTINA 16;2;2;2;2;0;2;0
001;I. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;DONJI MIHOLJAC;001;PU 03-15, DONJI MIHOLJAC;GRADSKA UPRAVA, DVORAC MAILATH - KAPELICA;VUKOVARSKA 1;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;DONJI MIHOLJAC;001;PU 03-15, DONJI MIHOLJAC;GRADSKA UPRAVA, DVORAC MAILATH - KAPELICA;VUKOVARSKA 1;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;DONJI MIHOLJAC;001;PU 03-15, DONJI MIHOLJAC;GRADSKA UPRAVA, DVORAC MAILATH - KAPELICA;VUKOVARSKA 1;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;DONJI MIHOLJAC;001;PU 03-15, DONJI MIHOLJAC;GRADSKA UPRAVA, DVORAC MAILATH - KAPELICA;VUKOVARSKA 1;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;DONJI MIHOLJAC;001;PU 03-15, DONJI MIHOLJAC;GRADSKA UPRAVA, DVORAC MAILATH - KAPELICA;VUKOVARSKA 1;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;DONJI MIHOLJAC;001;PU 03-15, DONJI MIHOLJAC;GRADSKA UPRAVA, DVORAC MAILATH - KAPELICA;VUKOVARSKA 1;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;DONJI MIHOLJAC;001;PU 03-15, DONJI MIHOLJAC;GRADSKA UPRAVA, DVORAC MAILATH - KAPELICA;VUKOVARSKA 1;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;DONJI MIHOLJAC;001;PU 03-15, DONJI MIHOLJAC;GRADSKA UPRAVA, DVORAC MAILATH - KAPELICA;VUKOVARSKA 1;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;DONJI MIHOLJAC;001;PU 03-15, DONJI MIHOLJAC;GRADSKA UPRAVA, DVORAC MAILATH - KAPELICA;VUKOVARSKA 1;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;001;DOM 38, ÐAKOVO;DOM ZA STARIJE I NEMOÆNE OSOBE ÐAKOVO;PETRA PRERADOVIÆA 2/A;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;001;DOM 38, ÐAKOVO;DOM ZA STARIJE I NEMOÆNE OSOBE ÐAKOVO;PETRA PRERADOVIÆA 2/A;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;001;DOM 38, ÐAKOVO;DOM ZA STARIJE I NEMOÆNE OSOBE ÐAKOVO;PETRA PRERADOVIÆA 2/A;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;001;DOM 38, ÐAKOVO;DOM ZA STARIJE I NEMOÆNE OSOBE ÐAKOVO;PETRA PRERADOVIÆA 2/A;1;1;1;1;0;0;1
005;V. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;001;DOM 38, ÐAKOVO;DOM ZA STARIJE I NEMOÆNE OSOBE ÐAKOVO;PETRA PRERADOVIÆA 2/A;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;001;DOM 38, ÐAKOVO;DOM ZA STARIJE I NEMOÆNE OSOBE ÐAKOVO;PETRA PRERADOVIÆA 2/A;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;001;DOM 38, ÐAKOVO;DOM ZA STARIJE I NEMOÆNE OSOBE ÐAKOVO;PETRA PRERADOVIÆA 2/A;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;001;DOM 38, ÐAKOVO;DOM ZA STARIJE I NEMOÆNE OSOBE ÐAKOVO;PETRA PRERADOVIÆA 2/A;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;001;DOM 38, ÐAKOVO;DOM ZA STARIJE I NEMOÆNE OSOBE ÐAKOVO;PETRA PRERADOVIÆA 2/A;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;001;DOM 38, ÐAKOVO;DOM ZA STARIJE I NEMOÆNE OSOBE ÐAKOVO;PETRA PRERADOVIÆA 2/A;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;002;PU 04-38, ÐAKOVO;ZGRADA GRADA ÐAKOVA;TRG DR. FRANJE TUÐMANA 4;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;002;PU 04-38, ÐAKOVO;ZGRADA GRADA ÐAKOVA;TRG DR. FRANJE TUÐMANA 4;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;002;PU 04-38, ÐAKOVO;ZGRADA GRADA ÐAKOVA;TRG DR. FRANJE TUÐMANA 4;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;002;PU 04-38, ÐAKOVO;ZGRADA GRADA ÐAKOVA;TRG DR. FRANJE TUÐMANA 4;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;002;PU 04-38, ÐAKOVO;ZGRADA GRADA ÐAKOVA;TRG DR. FRANJE TUÐMANA 4;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;002;PU 04-38, ÐAKOVO;ZGRADA GRADA ÐAKOVA;TRG DR. FRANJE TUÐMANA 4;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;002;PU 04-38, ÐAKOVO;ZGRADA GRADA ÐAKOVA;TRG DR. FRANJE TUÐMANA 4;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;002;PU 04-38, ÐAKOVO;ZGRADA GRADA ÐAKOVA;TRG DR. FRANJE TUÐMANA 4;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;ÐAKOVO;002;PU 04-38, ÐAKOVO;ZGRADA GRADA ÐAKOVA;TRG DR. FRANJE TUÐMANA 4;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;NAŠICE;001;PU 05-28, NAŠICE;ZGRADA GRADSKE UPRAVE GRADA NAŠICA, I. KAT;TRG DR. FRANJE TUÐMANA 7;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;NAŠICE;001;PU 05-28, NAŠICE;ZGRADA GRADSKE UPRAVE GRADA NAŠICA, I. KAT;TRG DR. FRANJE TUÐMANA 7;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;NAŠICE;001;PU 05-28, NAŠICE;ZGRADA GRADSKE UPRAVE GRADA NAŠICA, I. KAT;TRG DR. FRANJE TUÐMANA 7;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;NAŠICE;001;PU 05-28, NAŠICE;ZGRADA GRADSKE UPRAVE GRADA NAŠICA, I. KAT;TRG DR. FRANJE TUÐMANA 7;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;NAŠICE;001;PU 05-28, NAŠICE;ZGRADA GRADSKE UPRAVE GRADA NAŠICA, I. KAT;TRG DR. FRANJE TUÐMANA 7;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;NAŠICE;001;PU 05-28, NAŠICE;ZGRADA GRADSKE UPRAVE GRADA NAŠICA, I. KAT;TRG DR. FRANJE TUÐMANA 7;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;NAŠICE;001;PU 05-28, NAŠICE;ZGRADA GRADSKE UPRAVE GRADA NAŠICA, I. KAT;TRG DR. FRANJE TUÐMANA 7;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;NAŠICE;001;PU 05-28, NAŠICE;ZGRADA GRADSKE UPRAVE GRADA NAŠICA, I. KAT;TRG DR. FRANJE TUÐMANA 7;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;NAŠICE;001;PU 05-28, NAŠICE;ZGRADA GRADSKE UPRAVE GRADA NAŠICA, I. KAT;TRG DR. FRANJE TUÐMANA 7;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;001;DOM 35, OSIJEK;DOM ZA STARIJE I NEMOÆNE OSOBE OSIJEKA;DRINSKA 10;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;001;DOM 35, OSIJEK;DOM ZA STARIJE I NEMOÆNE OSOBE OSIJEKA;DRINSKA 10;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;001;DOM 35, OSIJEK;DOM ZA STARIJE I NEMOÆNE OSOBE OSIJEKA;DRINSKA 10;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;001;DOM 35, OSIJEK;DOM ZA STARIJE I NEMOÆNE OSOBE OSIJEKA;DRINSKA 10;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;001;DOM 35, OSIJEK;DOM ZA STARIJE I NEMOÆNE OSOBE OSIJEKA;DRINSKA 10;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;001;DOM 35, OSIJEK;DOM ZA STARIJE I NEMOÆNE OSOBE OSIJEKA;DRINSKA 10;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;001;DOM 35, OSIJEK;DOM ZA STARIJE I NEMOÆNE OSOBE OSIJEKA;DRINSKA 10;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;001;DOM 35, OSIJEK;DOM ZA STARIJE I NEMOÆNE OSOBE OSIJEKA;DRINSKA 10;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;001;DOM 35, OSIJEK;DOM ZA STARIJE I NEMOÆNE OSOBE OSIJEKA;DRINSKA 10;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;001;DOM 35, OSIJEK;DOM ZA STARIJE I NEMOÆNE OSOBE OSIJEKA;DRINSKA 10;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;002;DOM 36, OSIJEK;CENTAR ZA PRUŽANJE USLUGA U ZAJEDNICI JA KAO I TI;M. DIVALTA 2;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;002;DOM 36, OSIJEK;CENTAR ZA PRUŽANJE USLUGA U ZAJEDNICI JA KAO I TI;M. DIVALTA 2;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;002;DOM 36, OSIJEK;CENTAR ZA PRUŽANJE USLUGA U ZAJEDNICI JA KAO I TI;M. DIVALTA 2;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;002;DOM 36, OSIJEK;CENTAR ZA PRUŽANJE USLUGA U ZAJEDNICI JA KAO I TI;M. DIVALTA 2;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;002;DOM 36, OSIJEK;CENTAR ZA PRUŽANJE USLUGA U ZAJEDNICI JA KAO I TI;M. DIVALTA 2;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;002;DOM 36, OSIJEK;CENTAR ZA PRUŽANJE USLUGA U ZAJEDNICI JA KAO I TI;M. DIVALTA 2;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;002;DOM 36, OSIJEK;CENTAR ZA PRUŽANJE USLUGA U ZAJEDNICI JA KAO I TI;M. DIVALTA 2;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;002;DOM 36, OSIJEK;CENTAR ZA PRUŽANJE USLUGA U ZAJEDNICI JA KAO I TI;M. DIVALTA 2;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;002;DOM 36, OSIJEK;CENTAR ZA PRUŽANJE USLUGA U ZAJEDNICI JA KAO I TI;M. DIVALTA 2;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;002;DOM 36, OSIJEK;CENTAR ZA PRUŽANJE USLUGA U ZAJEDNICI JA KAO I TI;M. DIVALTA 2;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;003;LS 11, OSIJEK;ZATVOR;OSIJEK, KARDINALA ALOJZIJA STEPINCA 8A;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;003;LS 11, OSIJEK;ZATVOR;OSIJEK, KARDINALA ALOJZIJA STEPINCA 8A;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;003;LS 11, OSIJEK;ZATVOR;OSIJEK, KARDINALA ALOJZIJA STEPINCA 8A;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;003;LS 11, OSIJEK;ZATVOR;OSIJEK, KARDINALA ALOJZIJA STEPINCA 8A;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;003;LS 11, OSIJEK;ZATVOR;OSIJEK, KARDINALA ALOJZIJA STEPINCA 8A;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;003;LS 11, OSIJEK;ZATVOR;OSIJEK, KARDINALA ALOJZIJA STEPINCA 8A;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;003;LS 11, OSIJEK;ZATVOR;OSIJEK, KARDINALA ALOJZIJA STEPINCA 8A;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;003;LS 11, OSIJEK;ZATVOR;OSIJEK, KARDINALA ALOJZIJA STEPINCA 8A;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;003;LS 11, OSIJEK;ZATVOR;OSIJEK, KARDINALA ALOJZIJA STEPINCA 8A;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;003;LS 11, OSIJEK;ZATVOR;OSIJEK, KARDINALA ALOJZIJA STEPINCA 8A;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;004;PU 01-118, OSIJEK;OPÆINSKI SUD U OSIJEKU;EUROPSKA AVENIJA 7;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;004;PU 01-118, OSIJEK;OPÆINSKI SUD U OSIJEKU;EUROPSKA AVENIJA 7;2;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;004;PU 01-118, OSIJEK;OPÆINSKI SUD U OSIJEKU;EUROPSKA AVENIJA 7;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;004;PU 01-118, OSIJEK;OPÆINSKI SUD U OSIJEKU;EUROPSKA AVENIJA 7;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;004;PU 01-118, OSIJEK;OPÆINSKI SUD U OSIJEKU;EUROPSKA AVENIJA 7;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;004;PU 01-118, OSIJEK;OPÆINSKI SUD U OSIJEKU;EUROPSKA AVENIJA 7;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;004;PU 01-118, OSIJEK;OPÆINSKI SUD U OSIJEKU;EUROPSKA AVENIJA 7;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;004;PU 01-118, OSIJEK;OPÆINSKI SUD U OSIJEKU;EUROPSKA AVENIJA 7;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;OSIJEK;004;PU 01-118, OSIJEK;OPÆINSKI SUD U OSIJEKU;EUROPSKA AVENIJA 7;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;001;PU 06-18, VALPOVO;DVORAC D.O.O. VALPOVO;ANTUNA MATIJE RELJKOVIÆA 16;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;001;PU 06-18, VALPOVO;DVORAC D.O.O. VALPOVO;ANTUNA MATIJE RELJKOVIÆA 16;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;001;PU 06-18, VALPOVO;DVORAC D.O.O. VALPOVO;ANTUNA MATIJE RELJKOVIÆA 16;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;001;PU 06-18, VALPOVO;DVORAC D.O.O. VALPOVO;ANTUNA MATIJE RELJKOVIÆA 16;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;001;PU 06-18, VALPOVO;DVORAC D.O.O. VALPOVO;ANTUNA MATIJE RELJKOVIÆA 16;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;001;PU 06-18, VALPOVO;DVORAC D.O.O. VALPOVO;ANTUNA MATIJE RELJKOVIÆA 16;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;001;PU 06-18, VALPOVO;DVORAC D.O.O. VALPOVO;ANTUNA MATIJE RELJKOVIÆA 16;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;001;PU 06-18, VALPOVO;DVORAC D.O.O. VALPOVO;ANTUNA MATIJE RELJKOVIÆA 16;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;14;OSJEÈKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;001;PU 06-18, VALPOVO;DVORAC D.O.O. VALPOVO;ANTUNA MATIJE RELJKOVIÆA 16;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;DRNIŠ;001;PU 05-901, DRNIŠ;U PROSTORIJAMA SREDNJE ŠKOLE U DRNIŠU;POLJANA 1;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;DRNIŠ;001;PU 05-901, DRNIŠ;U PROSTORIJAMA SREDNJE ŠKOLE U DRNIŠU;POLJANA 1;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;DRNIŠ;001;PU 05-901, DRNIŠ;U PROSTORIJAMA SREDNJE ŠKOLE U DRNIŠU;POLJANA 1;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;DRNIŠ;001;PU 05-901, DRNIŠ;U PROSTORIJAMA SREDNJE ŠKOLE U DRNIŠU;POLJANA 1;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;DRNIŠ;001;PU 05-901, DRNIŠ;U PROSTORIJAMA SREDNJE ŠKOLE U DRNIŠU;POLJANA 1;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;DRNIŠ;001;PU 05-901, DRNIŠ;U PROSTORIJAMA SREDNJE ŠKOLE U DRNIŠU;POLJANA 1;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;DRNIŠ;001;PU 05-901, DRNIŠ;U PROSTORIJAMA SREDNJE ŠKOLE U DRNIŠU;POLJANA 1;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;15;ŠIBENSKO-KNINSKA ŽUPANIJA;grad;DRNIŠ;001;PU 05-901, DRNIŠ;U PROSTORIJAMA SREDNJE ŠKOLE U DRNIŠU;POLJANA 1;0;0;0;0;0;0;0
