Rbr izborne jedinice biraèa;Naziv izborne jedinice biraèa;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;RÓBERT JANKOVICS;ŠANDOR JUHAS
007;VII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;opæina;MOTOVUN - MONTONA;001;DOM 63, MOTOVUN;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE MOTOVUN;MRKAÈ 28;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;opæina;MOTOVUN - MONTONA;001;DOM 63, MOTOVUN;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE MOTOVUN;MRKAÈ 28;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;opæina;MOTOVUN - MONTONA;001;DOM 63, MOTOVUN;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE MOTOVUN;MRKAÈ 28;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;opæina;MOTOVUN - MONTONA;001;DOM 63, MOTOVUN;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE MOTOVUN;MRKAÈ 28;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;001;DOM 62, NEDEŠÆINA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE SV. NEDELJA;NEDEŠÆINA 41;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;001;DOM 62, NEDEŠÆINA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE SV. NEDELJA;NEDEŠÆINA 41;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;001;DOM 62, NEDEŠÆINA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE SV. NEDELJA;NEDEŠÆINA 41;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;001;DOM 62, NEDEŠÆINA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE SV. NEDELJA;NEDEŠÆINA 41;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;001;DOM 62, NEDEŠÆINA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE SV. NEDELJA;NEDEŠÆINA 41;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;001;DOM 62, NEDEŠÆINA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE SV. NEDELJA;NEDEŠÆINA 41;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;001;DOM 62, NEDEŠÆINA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE SV. NEDELJA;NEDEŠÆINA 41;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;001;DOM 62, NEDEŠÆINA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE SV. NEDELJA;NEDEŠÆINA 41;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;001;DOM 62, NEDEŠÆINA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE SV. NEDELJA;NEDEŠÆINA 41;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;18;ISTARSKA ŽUPANIJA;opæina;SVETA NEDELJA;001;DOM 62, NEDEŠÆINA;DOM ZA PSIHIÈKI BOLESNE ODRASLE OSOBE SV. NEDELJA;NEDEŠÆINA 41;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;001;DOM 77, DUBROVNIK;DOM ZA STARIJE OSOBE DUBROVNIK;BRANITELJA DUBROVNIKA 33;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;001;DOM 77, DUBROVNIK;DOM ZA STARIJE OSOBE DUBROVNIK;BRANITELJA DUBROVNIKA 33;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;001;DOM 77, DUBROVNIK;DOM ZA STARIJE OSOBE DUBROVNIK;BRANITELJA DUBROVNIKA 33;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;001;DOM 77, DUBROVNIK;DOM ZA STARIJE OSOBE DUBROVNIK;BRANITELJA DUBROVNIKA 33;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;001;DOM 77, DUBROVNIK;DOM ZA STARIJE OSOBE DUBROVNIK;BRANITELJA DUBROVNIKA 33;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;001;DOM 77, DUBROVNIK;DOM ZA STARIJE OSOBE DUBROVNIK;BRANITELJA DUBROVNIKA 33;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;001;DOM 77, DUBROVNIK;DOM ZA STARIJE OSOBE DUBROVNIK;BRANITELJA DUBROVNIKA 33;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;001;DOM 77, DUBROVNIK;DOM ZA STARIJE OSOBE DUBROVNIK;BRANITELJA DUBROVNIKA 33;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;001;DOM 77, DUBROVNIK;DOM ZA STARIJE OSOBE DUBROVNIK;BRANITELJA DUBROVNIKA 33;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;001;DOM 77, DUBROVNIK;DOM ZA STARIJE OSOBE DUBROVNIK;BRANITELJA DUBROVNIKA 33;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;002;LS 08, DUBROVNIK;ZATVOR;DUBROVNIK, B. J. JELAÈIÆA 12;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;002;LS 08, DUBROVNIK;ZATVOR;DUBROVNIK, B. J. JELAÈIÆA 12;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;002;LS 08, DUBROVNIK;ZATVOR;DUBROVNIK, B. J. JELAÈIÆA 12;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;002;LS 08, DUBROVNIK;ZATVOR;DUBROVNIK, B. J. JELAÈIÆA 12;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;002;LS 08, DUBROVNIK;ZATVOR;DUBROVNIK, B. J. JELAÈIÆA 12;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;002;LS 08, DUBROVNIK;ZATVOR;DUBROVNIK, B. J. JELAÈIÆA 12;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;002;LS 08, DUBROVNIK;ZATVOR;DUBROVNIK, B. J. JELAÈIÆA 12;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;002;LS 08, DUBROVNIK;ZATVOR;DUBROVNIK, B. J. JELAÈIÆA 12;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;002;LS 08, DUBROVNIK;ZATVOR;DUBROVNIK, B. J. JELAÈIÆA 12;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;002;LS 08, DUBROVNIK;ZATVOR;DUBROVNIK, B. J. JELAÈIÆA 12;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;003;BROD 01, CITY OF DUBROVNIK;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;003;BROD 01, CITY OF DUBROVNIK;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;003;BROD 01, CITY OF DUBROVNIK;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;003;BROD 01, CITY OF DUBROVNIK;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;003;BROD 01, CITY OF DUBROVNIK;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;003;BROD 01, CITY OF DUBROVNIK;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;003;BROD 01, CITY OF DUBROVNIK;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;003;BROD 01, CITY OF DUBROVNIK;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;003;BROD 01, CITY OF DUBROVNIK;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;003;BROD 01, CITY OF DUBROVNIK;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;004;BROD 02, IMPERIAL;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;004;BROD 02, IMPERIAL;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;004;BROD 02, IMPERIAL;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;004;BROD 02, IMPERIAL;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;004;BROD 02, IMPERIAL;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;004;BROD 02, IMPERIAL;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;004;BROD 02, IMPERIAL;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;004;BROD 02, IMPERIAL;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;004;BROD 02, IMPERIAL;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;004;BROD 02, IMPERIAL;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;005;BROD 03, LIBERTAS;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;005;BROD 03, LIBERTAS;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;005;BROD 03, LIBERTAS;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;005;BROD 03, LIBERTAS;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;005;BROD 03, LIBERTAS;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;005;BROD 03, LIBERTAS;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;005;BROD 03, LIBERTAS;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;005;BROD 03, LIBERTAS;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;005;BROD 03, LIBERTAS;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;005;BROD 03, LIBERTAS;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;006;BROD 04, MIHO PRACAT;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;006;BROD 04, MIHO PRACAT;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;006;BROD 04, MIHO PRACAT;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;006;BROD 04, MIHO PRACAT;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;006;BROD 04, MIHO PRACAT;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;006;BROD 04, MIHO PRACAT;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;006;BROD 04, MIHO PRACAT;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;006;BROD 04, MIHO PRACAT;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;006;BROD 04, MIHO PRACAT;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;006;BROD 04, MIHO PRACAT;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;007;BROD 05, ZAGREB;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;007;BROD 05, ZAGREB;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;007;BROD 05, ZAGREB;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;007;BROD 05, ZAGREB;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;007;BROD 05, ZAGREB;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;007;BROD 05, ZAGREB;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;007;BROD 05, ZAGREB;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;007;BROD 05, ZAGREB;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;007;BROD 05, ZAGREB;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;007;BROD 05, ZAGREB;DUBROVNIK;DUBROVNIK;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;008;PU 02-02, DUBROVNIK;ZGRADA OPÆINSKOG SUDA U DUBROVNIKU, SOBA BR. 1.;DR. ANTE STARÈEVIÆA 23;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;008;PU 02-02, DUBROVNIK;ZGRADA OPÆINSKOG SUDA U DUBROVNIKU, SOBA BR. 1.;DR. ANTE STARÈEVIÆA 23;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;008;PU 02-02, DUBROVNIK;ZGRADA OPÆINSKOG SUDA U DUBROVNIKU, SOBA BR. 1.;DR. ANTE STARÈEVIÆA 23;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;008;PU 02-02, DUBROVNIK;ZGRADA OPÆINSKOG SUDA U DUBROVNIKU, SOBA BR. 1.;DR. ANTE STARÈEVIÆA 23;3;2;2;2;0;2;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;008;PU 02-02, DUBROVNIK;ZGRADA OPÆINSKOG SUDA U DUBROVNIKU, SOBA BR. 1.;DR. ANTE STARÈEVIÆA 23;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;008;PU 02-02, DUBROVNIK;ZGRADA OPÆINSKOG SUDA U DUBROVNIKU, SOBA BR. 1.;DR. ANTE STARÈEVIÆA 23;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;008;PU 02-02, DUBROVNIK;ZGRADA OPÆINSKOG SUDA U DUBROVNIKU, SOBA BR. 1.;DR. ANTE STARÈEVIÆA 23;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;008;PU 02-02, DUBROVNIK;ZGRADA OPÆINSKOG SUDA U DUBROVNIKU, SOBA BR. 1.;DR. ANTE STARÈEVIÆA 23;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;DUBROVNIK;008;PU 02-02, DUBROVNIK;ZGRADA OPÆINSKOG SUDA U DUBROVNIKU, SOBA BR. 1.;DR. ANTE STARÈEVIÆA 23;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;001;DOM 85, KORÈULA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA;ULICA 58 BROJ 2;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;001;DOM 85, KORÈULA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA;ULICA 58 BROJ 2;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;001;DOM 85, KORÈULA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA;ULICA 58 BROJ 2;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;001;DOM 85, KORÈULA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA;ULICA 58 BROJ 2;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;001;DOM 85, KORÈULA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA;ULICA 58 BROJ 2;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;001;DOM 85, KORÈULA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA;ULICA 58 BROJ 2;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;001;DOM 85, KORÈULA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA;ULICA 58 BROJ 2;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;001;DOM 85, KORÈULA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA;ULICA 58 BROJ 2;0;0;0;0;0;0;0
009;IX. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;001;DOM 85, KORÈULA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA;ULICA 58 BROJ 2;0;0;0;0;0;0;0
010;X. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;001;DOM 85, KORÈULA;DOM ZA STARIJE I NEMOÆNE OSOBE KORÈULA;ULICA 58 BROJ 2;0;0;0;0;0;0;0
001;I. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;002;PU 04-04, KORÈULA;ZGRADA CENTRA ZA KULTURU KORÈULA, PROSTORIJA 2;KORÈULA;0;0;0;0;0;0;0
002;II. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;002;PU 04-04, KORÈULA;ZGRADA CENTRA ZA KULTURU KORÈULA, PROSTORIJA 2;KORÈULA;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;002;PU 04-04, KORÈULA;ZGRADA CENTRA ZA KULTURU KORÈULA, PROSTORIJA 2;KORÈULA;0;0;0;0;0;0;0
004;IV. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;002;PU 04-04, KORÈULA;ZGRADA CENTRA ZA KULTURU KORÈULA, PROSTORIJA 2;KORÈULA;0;0;0;0;0;0;0
005;V. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;002;PU 04-04, KORÈULA;ZGRADA CENTRA ZA KULTURU KORÈULA, PROSTORIJA 2;KORÈULA;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;002;PU 04-04, KORÈULA;ZGRADA CENTRA ZA KULTURU KORÈULA, PROSTORIJA 2;KORÈULA;0;0;0;0;0;0;0
007;VII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;002;PU 04-04, KORÈULA;ZGRADA CENTRA ZA KULTURU KORÈULA, PROSTORIJA 2;KORÈULA;0;0;0;0;0;0;0
008;VIII. IZBORNA JEDINICA;19;DUBROVAÈKO-NERETVANSKA ŽUPANIJA;grad;KORÈULA;002;PU 04-04, KORÈULA;ZGRADA CENTRA ZA KULTURU KORÈULA, PROSTORIJA 2;KORÈULA;0;0;0;0;0;0;0
